Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000198,13.846651,[18  5] ; [58 98],[ 9.76536313 13.23463687] ; [66.23463687 89.76536313],1
n6,1,0.240105,1.379976,[19  4] ; [112  46],[16.64640884  6.35359116] ; [114.35359116  43.64640884],0
s4,1,0.243754,1.358751,[ 5 18] ; [ 20 137],[ 3.19444444 19.80555556] ; [ 21.80555556 135.19444444],0
a3,1,0.250502,1.320502,[11 12] ; [ 56 102],[ 8.51381215 14.48618785] ; [58.48618785 99.51381215],0
p2,1,0.306953,1.043742,[18  5] ; [107  51],[15.8839779  7.1160221] ; [109.1160221  48.8839779],0
p10,1,0.321132,0.984329,[16  7] ; [91 64],[13.8258427  9.1741573] ; [93.1741573 61.8258427],0
v2,1,0.399412,0.710097,[10 10] ; [61 91],[ 8.25581395 11.74418605] ; [62.74418605 89.25581395],0
u2,1,0.459712,0.546597,[7 5] ; [48 54],[5.78947368 6.21052632] ; [49.21052632 52.78947368],0
v1,1,0.482789,0.492556,[ 9 12] ; [ 55 102],[ 7.5505618 13.4494382] ; [ 56.4494382 100.5505618],0
n5,1,0.483423,0.491131,[12 11] ; [94 63],[13.54444444  9.45555556] ; [92.45555556 64.54444444],0
b1,1,0.502361,0.449945,[10 13] ; [ 58 102],[ 8.54644809 14.45355191] ; [ 59.45355191 100.54644809],0
n2,1,0.506729,0.440816,[4 1] ; [32 17],[3.33333333 1.66666667] ; [32.66666667 16.33333333],0
p9,1,0.51323,0.427477,[17  6] ; [104  51],[15.63483146  7.36516854] ; [105.36516854  49.63483146],0
s5,1,0.522866,0.408237,[ 2 18] ; [ 24 132],[ 2.95454545 17.04545455] ; [ 23.04545455 132.95454545],0
r1,1,0.547262,0.362245,[14  8] ; [91 69],[12.69230769  9.30769231] ; [92.30769231 67.69230769],0
b4,1,0.550283,0.35681,[12 11] ; [94 66],[13.32240437  9.67759563] ; [92.67759563 67.32240437],0
d5,1,0.617877,0.248862,[14  9] ; [88 71],[12.89010989 10.10989011] ; [89.10989011 69.89010989],0
n3,1,0.638771,0.220353,[4 1] ; [35 15],[3.54545455 1.45454545] ; [35.45454545 14.54545455],0
p6,1,0.644583,0.212798,[ 6 17] ; [ 34 122],[ 5.1396648 17.8603352] ; [ 34.8603352 121.1396648],0
d1,1,0.687907,0.16136,[ 5 18] ; [ 41 119],[ 5.78142077 17.21857923] ; [ 40.21857923 119.78142077],0
p1,1,0.710202,0.138076,[ 1 22] ; [ 10 148],[ 1.39779006 21.60220994] ; [  9.60220994 148.39779006],0
n1,1,0.716232,0.132132,[2 3] ; [16 34],[1.63636364 3.36363636] ; [16.36363636 33.63636364],0
d3,1,0.801398,0.063272,[11 12] ; [80 78],[11.56353591 11.43646409] ; [79.43646409 78.56353591],0
r2,1,0.838123,0.041737,[19  4] ; [134  25],[19.33516484  3.66483516] ; [133.66483516  25.33516484],0
a6,1,0.845413,0.038015,[12 11] ; [80 80],[11.56284153 11.43715847] ; [80.43715847 79.56284153],0
v4,1,0.855466,0.033178,[20  3] ; [136  23],[19.71428571  3.28571429] ; [136.28571429  22.71428571],0
a1,1,0.88884,0.019536,[ 1 22] ; [  6 154],[ 0.87978142 22.12021858] ; [  6.12021858 153.87978142],0
b5,1,0.891003,0.018779,[15  8] ; [102  58],[14.70491803  8.29508197] ; [102.29508197  57.70491803],0
s1,1,0.902978,0.01486,[ 1 22] ; [  6 151],[ 0.89444444 22.10555556] ; [  6.10555556 150.89444444],0
v3,1,0.906068,0.013924,[ 5 17] ; [ 37 118],[ 5.22033898 16.77966102] ; [ 36.77966102 118.22033898],0
b2,1,0.918199,0.010548,[ 3 10] ; [20 62],[3.14736842 9.85263158] ; [19.85263158 62.14736842],0
b3,1,0.918199,0.010548,[ 3 10] ; [20 62],[3.14736842 9.85263158] ; [19.85263158 62.14736842],0
p7,1,0.961466,0.002334,[11 12] ; [74 79],[11.10795455 11.89204545] ; [73.89204545 79.10795455],0
p5,1,0.985641,0.000324,[ 1 22] ; [  7 151],[ 1.01657459 21.98342541] ; [  6.98342541 151.01657459],0
