Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,101.563065,[230  59] ; [160 231],[165.75 123.25] ; [224.25 166.75],1
v1,1,0.0,42.926436,[202  87] ; [176 218],[159.9443631 129.0556369] ; [218.0556369 175.9443631],1
s7,1,8e-06,19.92782,[169 105] ; [171 217],[140.72507553 133.27492447] ; [199.27492447 188.72507553],1
s8,1,6.1e-05,16.056883,[160 128] ; [160 239],[134.14847162 153.85152838] ; [185.85152838 213.14847162],1
n4,1,0.000337,12.853199,[257  34] ; [311  89],[239.20115774  51.79884226] ; [328.79884226  71.20115774],1
p5,1,0.000352,12.769692,[ 52 238] ; [ 35 364],[ 36.61828737 253.38171263] ; [ 50.38171263 348.61828737],1
p3,1,0.000395,12.554199,[173 117] ; [184 216],[150.04347826 139.95652174] ; [206.95652174 193.04347826],1
n5,1,0.000566,11.884415,[253  38] ; [306  94],[235.41099855  55.58900145] ; [323.58900145  76.41099855],1
p12,1,0.000729,11.412991,[ 38 250] ; [ 23 376],[ 25.5720524 262.4279476] ; [ 35.4279476 363.5720524],1
a1,1,0.010373,6.569746,[ 21 271] ; [ 12 389],[ 13.9047619 278.0952381] ; [ 19.0952381 381.9047619],0
a3,1,0.011129,6.44462,[224  65] ; [275 125],[209.30478955  79.69521045] ; [289.69521045 110.30478955],0
d1,1,0.012236,6.276347,[190 102] ; [223 178],[174.02020202 117.97979798] ; [238.97979798 162.02020202],0
p7,1,0.017637,5.631824,[203  78] ; [251 144],[188.71893491  92.28106509] ; [265.28106509 129.71893491],0
p4,1,0.017952,5.600864,[192  95] ; [232 168],[177.12954876 109.87045124] ; [246.87045124 153.12954876],0
s4,1,0.027805,4.840128,[ 39 248] ; [ 79 315],[ 49.7298091 237.2701909] ; [ 68.2701909 325.7298091],0
p8,1,0.034058,4.491788,[171 113] ; [206 190],[157.45294118 126.54705882] ; [219.54705882 176.45294118],0
s5,1,0.038372,4.288441,[118 162] ; [133 255],[105.20958084 174.79041916] ; [145.79041916 242.20958084],0
d2,1,0.040574,4.193716,[159 132] ; [187 213],[145.7105644 145.2894356] ; [200.2894356 199.7105644],0
s2,1,0.057106,3.619506,[163 125] ; [196 202],[150.71720117 137.28279883] ; [208.28279883 189.71720117],0
p10,1,0.059618,3.54798,[251  36] ; [327  71],[242.16934307  44.83065693] ; [335.83065693  62.16934307],0
d3,1,0.074195,3.187693,[212  79] ; [266 134],[201.29956585  89.70043415] ; [276.70043415 123.29956585],0
u1,1,0.080072,3.063442,[ 65 227] ; [ 68 333],[ 56.04040404 235.95959596] ; [ 76.95959596 324.04040404],0
p1,1,0.085765,2.952115,[ 32 258] ; [ 29 370],[ 25.67489115 264.32510885] ; [ 35.32510885 363.67489115],0
u4,1,0.089949,2.875286,[  9 283] ; [  5 396],[  5.8989899 286.1010101] ; [  8.1010101 392.8989899],0
a2,1,0.09389,2.806378,[ 81 211] ; [ 89 312],[ 71.63059163 220.36940837] ; [ 98.36940837 302.63059163],0
p11,1,0.115761,2.473757,[246  46] ; [319  82],[238.06637807  53.93362193] ; [326.93362193  74.06637807],0
s3,1,0.147668,2.096179,[170 113] ; [218 182],[160.76720351 122.23279649] ; [227.23279649 172.76720351],0
d4,1,0.224962,1.472434,[244  46] ; [323  78],[237.95947902  52.04052098] ; [329.04052098  71.95947902],0
r1,1,0.226399,1.463345,[252  40] ; [330  68],[246.29565217  45.70434783] ; [335.70434783  62.29565217],0
s6,1,0.236568,1.400928,[207  75] ; [272 121],[200.11555556  81.88444444] ; [278.88444444 114.11555556],0
p9,1,0.290289,1.118278,[252  33] ; [340  57],[247.39002933  37.60997067] ; [344.60997067  52.39002933],0
a4,1,0.320259,0.987887,[139 151] ; [176 223],[132.58345428 157.41654572] ; [182.41654572 216.58345428],0
d5,1,0.330707,0.946128,[242  49] ; [321  79],[237.09551375  53.90448625] ; [325.90448625  74.09551375],0
b4,1,0.354419,0.857572,[177 115] ; [229 172],[171.07070707 120.92929293] ; [234.92929293 166.07070707],0
a5,1,0.358738,0.842307,[223  68] ; [295 106],[217.82947977  73.17052023] ; [300.17052023 100.82947977],0
v4,1,0.372293,0.795998,[287   5] ; [390  11],[285.25829726   6.74170274] ; [391.74170274   9.25829726],0
u2,1,0.435202,0.6089,[38 30] ; [62 62],[35.41666667 32.58333333] ; [64.58333333 59.41666667],0
p2,1,0.44758,0.576773,[249  41] ; [335  65],[245.44927536  44.55072464] ; [338.55072464  61.44927536],0
p6,1,0.486432,0.484408,[116 167] ; [153 246],[111.62316716 171.37683284] ; [157.37683284 241.62316716],0
a8,1,0.518357,0.417161,[ 42 218] ; [ 53 318],[ 39.14421553 220.85578447] ; [ 55.85578447 315.14421553],0
a6,1,0.535447,0.384043,[201  89] ; [269 132],[197.25036179  92.74963821] ; [272.74963821 128.25036179],0
n1,1,0.536051,0.382908,[16 30] ; [37 55],[17.66666667 28.33333333] ; [35.33333333 56.66666667],0
r3,1,0.619789,0.246164,[287   5] ; [391   9],[286.09248555   5.90751445] ; [391.90751445   8.09248555],0
r2,1,0.62542,0.238323,[285   5] ; [390   9],[284.10740203   5.89259797] ; [390.89259797   8.10740203],0
b5,1,0.670699,0.180785,[173 119] ; [244 157],[175.70562771 116.29437229] ; [241.29437229 159.70562771],0
s1,1,0.721446,0.127112,[  8 278] ; [ 13 384],[  8.79355783 277.20644217] ; [ 12.20644217 384.79355783],0
b2,1,0.736739,0.113013,[ 77 117] ; [ 88 143],[ 75.31764706 118.68235294] ; [ 89.68235294 141.31764706],0
b3,1,0.736739,0.113013,[ 77 117] ; [ 88 143],[ 75.31764706 118.68235294] ; [ 89.68235294 141.31764706],0
a7,1,0.755715,0.096791,[213  77] ; [298 102],[214.76811594  75.23188406] ; [296.23188406 103.76811594],0
n3,1,0.868244,0.027519,[37 11] ; [69 22],[36.60431655 11.39568345] ; [69.39568345 21.60431655],0
b1,1,0.915681,0.01121,[106 186] ; [144 257],[105.33910534 186.66089466] ; [144.66089466 256.33910534],0
u3,1,0.940915,0.005494,[39 29] ; [71 54],[38.75647668 29.24352332] ; [71.24352332 53.75647668],0
n2,1,0.982974,0.000455,[37 11] ; [70 21],[36.94964029 11.05035971] ; [70.05035971 20.94964029],0
