Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,153.342788,[37 76] ; [355  45],[86.34697856 26.65302144] ; [305.65302144  94.34697856],1
n6,1,0.0,50.770807,[73 38] ; [369  32],[95.82421875 15.17578125] ; [346.17578125  54.82421875],1
s7,1,1.1e-05,19.271927,[47 62] ; [256 130],[66.72121212 42.27878788] ; [236.27878788 149.72121212],1
p11,1,6.9e-05,15.851054,[73 40] ; [330  72],[88.42524272 24.57475728] ; [314.57475728  87.42524272],1
s4,1,7e-05,15.81274,[39 74] ; [ 68 327],[23.8011811 89.1988189] ; [ 83.1988189 311.8011811],1
p4,1,0.000141,14.490764,[58 55] ; [282 118],[74.89278752 38.10721248] ; [265.10721248 134.89278752],1
a8,1,0.000241,13.481754,[  3 101] ; [ 62 303],[14.41364606 89.58635394] ; [ 50.58635394 314.41364606],1
a3,1,0.000313,12.992944,[71 42] ; [318  83],[85.51945525 27.48054475] ; [303.48054475  97.51945525],1
p10,1,0.000403,12.518686,[81 30] ; [346  52],[93.11787819 17.88212181] ; [333.88212181  64.11787819],1
p5,1,0.000501,12.11342,[  4 108] ; [ 65 334],[15.12328767 96.87671233] ; [ 53.87671233 345.12328767],1
p9,1,0.000994,10.838688,[86 24] ; [358  40],[96.14173228 13.85826772] ; [347.85826772  50.14173228],1
d2,1,0.001042,10.75106,[46 67] ; [233 168],[61.33657588 51.66342412] ; [217.66342412 183.33657588],0
s8,1,0.001092,10.664904,[48 65] ; [239 161],[63.21832359 49.78167641] ; [223.78167641 176.21832359],0
p6,1,0.002089,9.469234,[32 78] ; [180 216],[46.08695652 63.91304348] ; [165.91304348 230.08695652],0
a5,1,0.002111,9.45031,[76 37] ; [325  77],[87.98640777 25.01359223] ; [313.01359223  88.98640777],0
u1,1,0.00259,9.076127,[14 99] ; [104 298],[25.89126214 87.10873786] ; [ 92.10873786 309.89126214],0
r1,1,0.002743,8.971226,[82 30] ; [343  59],[92.60700389 19.39299611] ; [332.39299611  69.60700389],0
p2,1,0.004818,7.946472,[86 26] ; [350  50],[95.375 16.625] ; [340.625  59.375],0
r4,1,0.00587,7.589843,[97 16] ; [377  25],[104.0038835   8.9961165] ; [369.9961165  32.0038835],0
d5,1,0.007088,7.250423,[92 21] ; [364  38],[100.05436893  12.94563107] ; [355.94563107  46.05436893],0
a4,1,0.007174,7.228814,[43 70] ; [210 191],[55.62062257 57.37937743] ; [197.37937743 203.62062257],0
p12,1,0.016692,5.728522,[  5 108] ; [ 49 351],[ 11.89473684 101.10526316] ; [ 42.10526316 357.89473684],0
p3,1,0.022575,5.200947,[50 63] ; [226 175],[60.6770428 52.3229572] ; [215.3229572 185.6770428],0
