Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.007191,7.224635,[16 18] ; [106  43],[22.66666667 11.33333333] ; [99.33333333 49.66666667],0
p2,1,0.015173,5.896314,[25  9] ; [134  16],[29.38043478  4.61956522] ; [129.61956522  20.38043478],0
r3,1,0.015293,5.882356,[31  3] ; [148   2],[33.07608696  0.92391304] ; [145.92391304   4.07608696],0
b4,1,0.017602,5.635297,[14 20] ; [95 55],[20.14130435 13.85869565] ; [88.85869565 61.14130435],0
b1,1,0.021572,5.279969,[20 14] ; [56 94],[14.04347826 19.95652174] ; [61.95652174 88.04347826],0
v1,1,0.033452,4.522514,[19 14] ; [113  36],[23.93406593  9.06593407] ; [108.06593407  40.93406593],0
r1,1,0.046183,3.974912,[26  8] ; [133  16],[29.54098361  4.45901639] ; [129.45901639  19.54098361],0
p10,1,0.067011,3.354761,[27  7] ; [134  14],[30.07692308  3.92307692] ; [130.92307692  17.07692308],0
r4,1,0.071356,3.251538,[30  4] ; [144   6],[32.15217391  1.84782609] ; [141.84782609   8.15217391],0
r2,1,0.073253,3.208573,[30  4] ; [143   6],[32.1420765  1.8579235] ; [140.8579235   8.1420765],0
a6,1,0.085774,2.951951,[18 16] ; [102  47],[22.29508197 11.70491803] ; [97.70491803 51.29508197],0
s4,1,0.106046,2.612184,[ 8 26] ; [ 19 131],[ 4.98913043 29.01086957] ; [ 22.01086957 127.98913043],0
b5,1,0.12283,2.380856,[15 19] ; [88 62],[19.0326087 14.9673913] ; [83.9673913 66.0326087],0
s7,1,0.145042,2.123636,[29  3] ; [113  29],[26.11494253  5.88505747] ; [115.88505747  26.11494253],0
a3,1,0.156121,2.011404,[25  9] ; [125  24],[27.86885246  6.13114754] ; [122.13114754  26.86885246],0
a2,1,0.166655,1.912782,[ 6 28] ; [ 44 106],[ 9.23913043 24.76086957] ; [ 40.76086957 109.23913043],0
s6,1,0.187849,1.73441,[30  4] ; [115  32],[27.23756906  6.76243094] ; [117.76243094  29.23756906],0
d2,1,0.191709,1.704433,[16 18] ; [89 61],[19.40217391 14.59782609] ; [85.59782609 64.40217391],0
n1,1,0.194924,1.68,[6 4] ; [ 9 16],[4.28571429 5.71428571] ; [10.71428571 14.28571429],0
a8,1,0.207752,1.58702,[ 3 29] ; [ 25 109],[ 5.39759036 26.60240964] ; [ 22.60240964 111.39759036],0
p8,1,0.215204,1.536068,[18 16] ; [94 52],[21.15555556 12.84444444] ; [90.84444444 55.15555556],0
a5,1,0.220313,1.502329,[25  9] ; [124  26],[27.5326087  6.4673913] ; [121.4673913  28.5326087],0
p9,1,0.233196,1.421262,[29  5] ; [136  12],[30.82417582  3.17582418] ; [134.17582418  13.82417582],0
s5,1,0.283775,1.148921,[14 20] ; [73 69],[16.80681818 17.19318182] ; [70.19318182 71.80681818],0
p5,1,0.305337,1.050739,[ 9 25] ; [ 28 122],[ 6.83695652 27.16304348] ; [ 30.16304348 119.83695652],0
