Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.003022,8.794241,[17 11] ; [ 9 28],[11.2 16.8] ; [14.8 22.2],0
a4,1,0.003318,8.623667,[13 15] ; [ 5 32],[ 7.75384615 20.24615385] ; [10.24615385 26.75384615],0
p10,1,0.01374,6.071222,[25  3] ; [23 14],[20.67692308  7.32307692] ; [27.32307692  9.67692308],0
b1,1,0.016521,5.746593,[19  9] ; [14 23],[14.21538462 13.78461538] ; [18.78461538 18.21538462],0
a2,1,0.023516,5.129974,[ 7 21] ; [ 2 35],[ 3.87692308 24.12307692] ; [ 5.12307692 31.87692308],0
a3,1,0.023596,5.124114,[20  8] ; [16 21],[15.50769231 12.49230769] ; [20.49230769 16.50769231],0
p2,1,0.024175,5.082046,[26  2] ; [26 11],[22.4  5.6] ; [29.6  7.4],0
r1,1,0.024175,5.082046,[26  2] ; [26 11],[22.4  5.6] ; [29.6  7.4],0
s2,1,0.031035,4.651051,[ 6 21] ; [18 19],[10.125 16.875] ; [13.875 23.125],0
p4,1,0.031758,4.611486,[21  7] ; [18 19],[16.8 11.2] ; [22.2 14.8],0
d2,1,0.034197,4.48485,[13 15] ; [ 8 29],[ 9.04615385 18.95384615] ; [11.95384615 25.04615385],0
p7,1,0.03463,4.46333,[24  3] ; [23 12],[20.46774194  6.53225806] ; [26.53225806  8.46774194],0
p11,1,0.035617,4.415327,[24  4] ; [23 14],[20.24615385  7.75384615] ; [26.75384615 10.24615385],0
p9,1,0.035617,4.415327,[24  4] ; [23 14],[20.24615385  7.75384615] ; [26.75384615 10.24615385],0
v1,1,0.040424,4.2,[16 11] ; [12 24],[12. 15.] ; [16. 20.],0
v2,1,0.081455,3.035625,[17  9] ; [15 20],[13.63934426 12.36065574] ; [18.36065574 16.63934426],0
s7,1,0.0966,2.760801,[12 14] ; [ 9 26],[ 8.95081967 17.04918033] ; [12.04918033 22.95081967],0
n1,1,0.134802,2.23631,[4 1] ; [3 5],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
v3,1,0.15027,2.069505,[11 15] ; [ 9 27],[ 8.38709677 17.61290323] ; [11.61290323 24.38709677],0
a5,1,0.153935,2.032819,[20  8] ; [20 17],[17.23076923 10.76923077] ; [22.76923077 14.23076923],0
p3,1,0.267016,1.232011,[16 12] ; [16 21],[13.78461538 14.21538462] ; [18.21538462 18.78461538],0
r3,1,0.27809,1.1764,[27  1] ; [33  4],[25.84615385  2.15384615] ; [34.15384615  2.84615385],0
b3,1,0.314889,1.010059,[ 3 14] ; [ 7 15],[ 4.35897436 12.64102564] ; [ 5.64102564 16.35897436],0
b2,1,0.314889,1.010059,[ 3 14] ; [ 7 15],[ 4.35897436 12.64102564] ; [ 5.64102564 16.35897436],0
r4,1,0.316378,1.003861,[24  4] ; [28  9],[22.4  5.6] ; [29.6  7.4],0
d4,1,0.317418,0.999554,[18 10] ; [28  9],[19.81538462  8.18461538] ; [26.18461538 10.81538462],0
a6,1,0.380656,0.768581,[21  7] ; [24 13],[19.38461538  8.61538462] ; [25.61538462 11.38461538],0
d5,1,0.384902,0.754987,[23  5] ; [27 10],[21.53846154  6.46153846] ; [28.46153846  8.53846154],0
u1,1,0.398196,0.713767,[ 2 26] ; [ 1 36],[ 1.29230769 26.70769231] ; [ 1.70769231 35.29230769],0
b5,1,0.434325,0.61123,[20  8] ; [23 14],[18.52307692  9.47692308] ; [24.47692308 12.52307692],0
