Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.003022,8.794241,[17 11] ; [ 9 28],[11.2 16.8] ; [14.8 22.2],0
s8,1,0.526293,0.401544,[12 16] ; [13 24],[10.76923077 17.23076923] ; [14.23076923 22.76923077],0
s3,1,0.585044,0.298152,[12 15] ; [19 18],[13.078125 13.921875] ; [17.921875 19.078125],0
s4,1,0.630782,0.231002,[ 5 23] ; [ 5 32],[ 4.30769231 23.69230769] ; [ 5.69230769 31.30769231],0
u2,1,0.664617,0.187963,[6 2] ; [14  7],[5.51724138 2.48275862] ; [14.48275862  6.51724138],0
p6,1,0.6821,0.167772,[11 17] ; [12 23],[10.22222222 17.77777778] ; [12.77777778 22.22222222],0
b4,1,0.694238,0.154536,[15 13] ; [18 19],[14.21538462 13.78461538] ; [18.78461538 18.21538462],0
p1,1,0.719258,0.129205,[ 3 25] ; [ 3 34],[ 2.58461538 25.41538462] ; [ 3.41538462 33.58461538],0
a8,1,0.719886,0.128602,[ 1 25] ; [ 2 32],[ 1.3 24.7] ; [ 1.7 32.3],0
s1,1,0.750427,0.101172,[ 1 26] ; [ 2 35],[ 1.265625 25.734375] ; [ 1.734375 35.265625],0
p5,1,0.772858,0.083312,[ 2 26] ; [ 2 35],[ 1.72307692 26.27692308] ; [ 2.27692308 34.72307692],0
d3,1,0.781863,0.076669,[18 10] ; [25 12],[18.52307692  9.47692308] ; [24.47692308 12.52307692],0
a7,1,0.834655,0.04357,[19  9] ; [26 11],[19.38461538  8.61538462] ; [25.61538462 11.38461538],0
a1,1,0.84083,0.040334,[ 1 27] ; [ 1 36],[ 0.86153846 27.13846154] ; [ 1.13846154 35.86153846],0
r2,1,0.878801,0.023253,[23  4] ; [31  6],[22.78125  4.21875] ; [31.21875  5.78125],0
u3,1,0.900744,0.015556,[5 3] ; [13  7],[5.14285714 2.85714286] ; [12.85714286  7.14285714],0
s6,1,0.918551,0.010457,[17 11] ; [22 15],[16.8 11.2] ; [22.2 14.8],0
n3,1,0.928177,0.008125,[3 2] ; [5 3],[3.07692308 1.92307692] ; [4.92307692 3.07692308],0
d1,1,0.969169,0.001494,[13 15] ; [17 20],[12.92307692 15.07692308] ; [17.07692308 19.92307692],0
s5,1,0.985042,0.000351,[ 6 22] ; [ 8 29],[ 6.03076923 21.96923077] ; [ 7.96923077 29.03076923],0
