Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000259,13.349118,[ 3 14] ; [9 1],[7.55555556 9.44444444] ; [4.44444444 5.55555556],1
p10,1,0.000569,11.873276,[ 4 14] ; [9 1],[8.35714286 9.64285714] ; [4.64285714 5.35714286],1
p4,1,0.00982,6.667225,[ 3 15] ; [7 4],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
p6,1,0.010062,6.623811,[ 1 17] ; [5 6],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
p8,1,0.022592,5.199614,[ 1 17] ; [4 6],[ 3.21428571 14.78571429] ; [1.78571429 8.21428571],0
s2,1,0.02278,5.185185,[ 2 16] ; [5 5],[ 4.5 13.5] ; [2.5 7.5],0
s8,1,0.03308,4.541625,[ 1 17] ; [4 7],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
n6,1,0.033807,4.504456,[ 7 10] ; [9 2],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
r3,1,0.04585,3.987093,[10  8] ; [10  1],[12.4137931  5.5862069] ; [7.5862069 3.4137931],0
p11,1,0.047388,3.931571,[ 8 10] ; [9 2],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
s6,1,0.052539,3.758523,[ 5 13] ; [6 3],[ 7.33333333 10.66666667] ; [3.66666667 5.33333333],0
p3,1,0.07558,3.157469,[ 4 14] ; [6 5],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
a6,1,0.137276,2.208236,[ 8 10] ; [8 3],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
n5,1,0.137276,2.208236,[ 8 10] ; [8 3],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
v2,1,0.137276,2.208236,[ 8 10] ; [8 3],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
r4,1,0.149448,2.077875,[ 5 13] ; [6 5],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
s3,1,0.193868,1.687977,[ 8 10] ; [7 3],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
s5,1,0.23323,1.421053,[ 4 14] ; [4 5],[ 5.33333333 12.66666667] ; [2.66666667 6.33333333],0
a2,1,0.263585,1.249832,[ 2 16] ; [3 8],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
v1,1,0.263978,1.247772,[ 3 14] ; [4 7],[ 4.25 12.75] ; [2.75 8.25],0
r2,1,0.352704,0.863705,[12  3] ; [7 4],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
d3,1,0.363698,0.825084,[14  4] ; [10  1],[14.89655172  3.10344828] ; [9.10344828 1.89655172],0
n4,1,0.375728,0.784632,[12  6] ; [9 2],[13.03448276  4.96551724] ; [7.96551724 3.03448276],0
a7,1,0.473701,0.51333,[9 9] ; [7 4],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
v3,1,0.544356,0.367526,[ 3 14] ; [3 8],[ 3.64285714 13.35714286] ; [2.35714286 8.64285714],0
p1,1,0.565927,0.329545,[ 3 15] ; [ 1 10],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
b2,1,0.586214,0.296296,[ 5 10] ; [4 5],[5.625 9.375] ; [3.375 5.625],0
b3,1,0.586214,0.296296,[ 5 10] ; [4 5],[5.625 9.375] ; [3.375 5.625],0
a5,1,0.627726,0.235157,[13  5] ; [7 4],[12.4137931  5.5862069] ; [7.5862069 3.4137931],0
s7,1,0.69574,0.152941,[ 6 10] ; [3 7],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
u1,1,0.715441,0.132903,[ 1 17] ; [ 1 10],[ 1.24137931 16.75862069] ; [ 0.75862069 10.24137931],0
d5,1,0.715441,0.132903,[17  1] ; [10  1],[16.75862069  1.24137931] ; [10.24137931  0.75862069],0
p5,1,0.715441,0.132903,[ 1 17] ; [ 1 10],[ 1.24137931 16.75862069] ; [ 0.75862069 10.24137931],0
d4,1,0.715441,0.132903,[17  1] ; [10  1],[16.75862069  1.24137931] ; [10.24137931  0.75862069],0
r1,1,0.72759,0.121336,[ 7 11] ; [5 6],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
b4,1,0.732122,0.117172,[12  6] ; [8 3],[12.4137931  5.5862069] ; [7.5862069 3.4137931],0
d2,1,0.74748,0.103661,[16  1] ; [10  1],[15.78571429  1.21428571] ; [10.21428571  0.78571429],0
p7,1,0.757782,0.095107,[ 4 14] ; [3 8],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
b5,1,0.812126,0.056494,[9 9] ; [6 5],[9.31034483 8.68965517] ; [5.68965517 5.31034483],0
a4,1,0.823218,0.049911,[10  7] ; [6 5],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
a8,1,0.825349,0.048696,[ 3 15] ; [2 8],[ 3.21428571 14.78571429] ; [1.78571429 8.21428571],0
s4,1,0.916528,0.010985,[ 3 15] ; [2 9],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
a3,1,0.916528,0.010985,[15  3] ; [9 2],[14.89655172  3.10344828] ; [9.10344828 1.89655172],0
b1,1,0.957675,0.002817,[10  8] ; [6 5],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
