Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000742,11.380877,[99  4] ; [52 13],[92.57738095 10.42261905] ; [58.42261905  6.57738095],1
p9,1,0.000752,11.357335,[79 25] ; [33 32],[68.92307692 35.07692308] ; [43.07692308 21.92307692],1
p11,1,0.000894,11.035564,[78 27] ; [32 33],[67.94117647 37.05882353] ; [42.05882353 22.94117647],1
p10,1,0.002243,9.339235,[69 34] ; [28 37],[59.4702381 43.5297619] ; [37.5297619 27.4702381],0
s1,1,0.003311,8.627617,[  1 104] ; [ 7 58],[  4.94117647 100.05882353] ; [ 3.05882353 61.94117647],0
b1,1,0.004534,8.056409,[32 73] ; [34 31],[40.76470588 64.23529412] ; [25.23529412 39.76470588],0
p2,1,0.027568,4.854857,[81 22] ; [41 24],[74.79761905 28.20238095] ; [47.20238095 17.79761905],0
d3,1,0.059231,3.558794,[71 33] ; [35 30],[65.23076923 38.76923077] ; [40.76923077 24.23076923],0
s5,1,0.063154,3.452568,[25 75] ; [ 8 54],[20.37037037 79.62962963] ; [12.62962963 49.37037037],0
r3,1,0.069281,3.299965,[99  6] ; [56  9],[95.73529412  9.26470588] ; [59.26470588  5.73529412],0
a7,1,0.072499,3.225514,[79 25] ; [41 24],[73.84615385 30.15384615] ; [46.15384615 18.84615385],0
p7,1,0.084118,2.983478,[56 47] ; [26 38],[50.5748503 52.4251497] ; [31.4251497 32.5748503],0
r4,1,0.124887,2.354941,[85 20] ; [46 19],[80.91176471 24.08823529] ; [50.08823529 14.91176471],0
r1,1,0.164077,1.936246,[68 37] ; [48 16],[72.07100592 32.92899408] ; [43.92899408 20.07100592],0
v2,1,0.212792,1.552332,[53 49] ; [26 36],[49.13414634 52.86585366] ; [29.86585366 32.13414634],0
p6,1,0.229894,1.441519,[23 81] ; [ 9 53],[20.04819277 83.95180723] ; [11.95180723 50.04819277],0
r2,1,0.25228,1.310633,[93 10] ; [54 10],[90.66467066 12.33532934] ; [56.33532934  7.66467066],0
s2,1,0.263059,1.252588,[34 70] ; [16 49],[30.76923077 73.23076923] ; [19.23076923 45.76923077],0
p5,1,0.263841,1.248492,[ 5 99] ; [ 1 64],[  3.69230769 100.30769231] ; [ 2.30769231 62.69230769],0
p1,1,0.264052,1.247388,[ 5 98] ; [ 6 59],[ 6.74404762 96.25595238] ; [ 4.25595238 60.74404762],0
s6,1,0.274802,1.19262,[48 54] ; [25 40],[44.58682635 57.41317365] ; [28.41317365 36.58682635],0
u2,1,0.318496,0.995115,[23 26] ; [17 12],[25.12820513 23.87179487] ; [14.87179487 14.12820513],0
d2,1,0.347258,0.883452,[33 72] ; [25 40],[35.82352941 69.17647059] ; [22.17647059 42.82352941],0
d5,1,0.367653,0.811582,[70 34] ; [48 17],[72.61538462 31.38461538] ; [45.38461538 19.61538462],0
b4,1,0.375301,0.786039,[59 46] ; [41 24],[61.76470588 43.23529412] ; [38.23529412 26.76470588],0
s4,1,0.419777,0.65094,[14 91] ; [ 6 59],[12.35294118 92.64705882] ; [ 7.64705882 57.35294118],0
a8,1,0.425048,0.636315,[ 6 92] ; [ 2 59],[ 4.93081761 93.06918239] ; [ 3.06918239 57.93081761],0
p12,1,0.430042,0.622711,[ 6 99] ; [ 2 63],[  4.94117647 100.05882353] ; [ 3.05882353 61.94117647],0
n3,1,0.430743,0.620819,[24  8] ; [15  8],[22.69090909  9.30909091] ; [16.30909091  6.69090909],0
a2,1,0.481607,0.495222,[ 8 97] ; [ 7 58],[ 9.26470588 95.73529412] ; [ 5.73529412 59.26470588],0
a1,1,0.483028,0.492018,[  4 101] ; [ 4 61],[  4.94117647 100.05882353] ; [ 3.05882353 61.94117647],0
u3,1,0.490388,0.475676,[24 25] ; [16 12],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
s8,1,0.524377,0.405276,[20 84] ; [10 55],[18.46153846 85.53846154] ; [11.53846154 53.46153846],0
d1,1,0.563564,0.33357,[50 55] ; [28 37],[48.17647059 56.82352941] ; [29.82352941 35.17647059],0
v1,1,0.572164,0.319075,[32 69] ; [23 41],[33.66666667 67.33333333] ; [21.33333333 42.66666667],0
n2,1,0.601028,0.273448,[21 10] ; [14  9],[20.09259259 10.90740741] ; [14.90740741  8.09259259],0
a6,1,0.603133,0.270297,[64 41] ; [37 28],[62.38235294 42.61764706] ; [38.61764706 26.38235294],0
u1,1,0.610428,0.259552,[ 6 99] ; [ 5 60],[ 6.79411765 98.20588235] ; [ 4.20588235 60.79411765],0
s3,1,0.672508,0.178682,[38 63] ; [22 42],[36.72727273 64.27272727] ; [23.27272727 40.72727273],0
a5,1,0.680376,0.169703,[58 47] ; [38 27],[59.29411765 45.70588235] ; [36.70588235 28.29411765],0
p3,1,0.691705,0.157246,[33 72] ; [22 42],[34.17159763 70.82840237] ; [20.82840237 43.17159763],0
a3,1,0.751116,0.100595,[55 49] ; [36 29],[56. 48.] ; [35. 30.],0
v3,1,0.768438,0.086682,[24 77] ; [16 46],[24.78527607 76.21472393] ; [15.21472393 46.78527607],0
n1,1,0.784573,0.074728,[ 6 26] ; [ 5 18],[ 6.4 25.6] ; [ 4.6 18.4],0
