Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.4e-05,17.80443,[ 7 29] ; [61 40],[17.86861314 18.13138686] ; [50.13138686 50.86861314],1
a3,1,0.215117,1.536649,[14 20] ; [54 47],[17.12592593 16.87407407] ; [50.87407407 50.12592593],0
p3,1,0.218738,1.51263,[13 23] ; [48 52],[16.14705882 19.85294118] ; [44.85294118 55.14705882],0
r1,1,0.225285,1.470386,[22 14] ; [72 28],[24.88235294 11.11764706] ; [69.11764706 30.88235294],0
s6,1,0.250552,1.320225,[17 18] ; [58 39],[19.88636364 15.11363636] ; [55.11363636 41.88636364],0
s8,1,0.271434,1.209486,[ 9 27] ; [35 65],[11.64705882 24.35294118] ; [32.35294118 67.64705882],0
u3,1,0.275599,1.188663,[11 11] ; [17 30],[ 8.92753623 13.07246377] ; [19.07246377 27.92753623],0
a2,1,0.281986,1.157495,[ 2 34] ; [12 89],[ 3.67883212 32.32116788] ; [10.32116788 90.67883212],0
v3,1,0.308033,1.039092,[15 19] ; [34 65],[12.52631579 21.47368421] ; [36.47368421 62.52631579],0
p12,1,0.313688,1.015083,[ 4 32] ; [ 6 94],[ 2.64705882 33.35294118] ; [ 7.35294118 92.64705882],0
d1,1,0.361558,0.832474,[ 1 35] ; [ 7 94],[ 2.10218978 33.89781022] ; [ 5.89781022 95.10218978],0
n2,1,0.376204,0.783069,[8 4] ; [20  5],[9.08108108 2.91891892] ; [18.91891892  6.08108108],0
n5,1,0.38768,0.746206,[33  3] ; [87 14],[31.53284672  4.46715328] ; [88.46715328 12.53284672],0
s5,1,0.391606,0.73395,[ 6 27] ; [25 73],[ 7.80916031 25.19083969] ; [23.19083969 74.80916031],0
a4,1,0.483163,0.491717,[ 8 27] ; [29 71],[ 9.59259259 25.40740741] ; [27.40740741 72.59259259],0
v1,1,0.533482,0.387755,[15 20] ; [48 50],[16.57894737 18.42105263] ; [46.42105263 51.57894737],0
p5,1,0.547029,0.362667,[ 3 33] ; [12 88],[ 3.97058824 32.02941176] ; [11.02941176 88.97058824],0
s2,1,0.551158,0.355247,[10 24] ; [35 65],[11.41791045 22.58208955] ; [33.58208955 66.41791045],0
a8,1,0.639244,0.219732,[ 5 30] ; [10 79],[ 4.23387097 30.76612903] ; [10.76612903 78.23387097],0
s4,1,0.756613,0.096058,[ 6 30] ; [19 81],[ 6.61764706 29.38235294] ; [18.38235294 81.61764706],0
a6,1,0.790476,0.070592,[23 13] ; [62 39],[22.33576642 13.66423358] ; [62.66423358 38.33576642],0
p1,1,0.907832,0.013404,[ 6 30] ; [16 85],[ 5.7810219 30.2189781] ; [16.2189781 84.7810219],0
d2,1,0.930103,0.007694,[ 9 27] ; [26 75],[ 9.19708029 26.80291971] ; [25.80291971 75.19708029],0
