Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.35676,[82 13] ; [10 22],[68.81889764 26.18110236] ; [23.18110236  8.81889764],1
p9,1,2.5e-05,17.747739,[83 12] ; [16 15],[74.64285714 20.35714286] ; [24.35714286  6.64285714],1
p10,1,0.001307,10.332963,[79 16] ; [17 14],[72.38095238 22.61904762] ; [23.61904762  7.38095238],0
r4,1,0.001363,10.25534,[87  8] ; [22 10],[81.53543307 13.46456693] ; [27.46456693  4.53543307],0
v1,1,0.001688,9.861371,[56 38] ; [ 8 22],[48.51612903 45.48387097] ; [15.48387097 14.51612903],0
n6,1,0.001858,9.684574,[84 10] ; [21 11],[78.33333333 15.66666667] ; [26.66666667  5.33333333],0
s6,1,0.004523,8.061113,[69 24] ; [15 17],[62.496 30.504] ; [21.504 10.496],0
p5,1,0.005662,7.65499,[24 69] ; [ 1 31],[18.6 74.4] ; [ 6.4 25.6],0
r2,1,0.015531,5.855222,[86  8] ; [24  8],[82.06349206 11.93650794] ; [27.93650794  4.06349206],0
p6,1,0.021389,5.294777,[48 45] ; [ 9 23],[42.408 50.592] ; [14.592 17.408],0
a3,1,0.024334,5.070689,[48 46] ; [ 9 23],[42.52380952 51.47619048] ; [14.47619048 17.52380952],0
p2,1,0.025686,4.977056,[86  9] ; [24  8],[82.28346457 12.71653543] ; [27.71653543  4.28346457],0
p11,1,0.028996,4.767847,[75 20] ; [19 13],[70.31496063 24.68503937] ; [23.68503937  8.31496063],0
v3,1,0.031771,4.610837,[39 52] ; [ 6 23],[34.125 56.875] ; [10.875 18.125],0
s7,1,0.034699,4.459945,[46 42] ; [ 9 21],[41.01694915 46.98305085] ; [13.98305085 16.01694915],0
r1,1,0.041234,4.166364,[69 26] ; [17 15],[64.33070866 30.66929134] ; [21.66929134 10.33070866],0
p8,1,0.046282,3.971289,[60 34] ; [14 18],[55.20634921 38.79365079] ; [18.79365079 13.20634921],0
a4,1,0.057446,3.609613,[24 71] ; [ 3 29],[20.19685039 74.80314961] ; [ 6.80314961 25.19685039],0
v2,1,0.06228,3.475593,[46 47] ; [ 9 21],[41.58536585 51.41463415] ; [13.41463415 16.58536585],0
s8,1,0.108407,2.577295,[42 53] ; [ 9 23],[38.1496063 56.8503937] ; [12.8503937 19.1496063],0
p3,1,0.125019,2.35329,[62 33] ; [16 16],[58.34645669 36.65354331] ; [19.65354331 12.34645669],0
s2,1,0.125136,2.351825,[50 44] ; [12 20],[46.25396825 47.74603175] ; [15.74603175 16.25396825],0
r3,1,0.155984,2.012733,[91  3] ; [29  3],[89.52380952  4.47619048] ; [30.47619048  1.52380952],0
n1,1,0.180101,1.796791,[9 8] ; [3 8],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
p7,1,0.194465,1.683461,[66 26] ; [19 13],[63.06451613 28.93548387] ; [21.93548387 10.06451613],0
b3,1,0.235372,1.408098,[14 41] ; [ 2 15],[12.22222222 42.77777778] ; [ 3.77777778 13.22222222],0
b2,1,0.235372,1.408098,[14 41] ; [ 2 15],[12.22222222 42.77777778] ; [ 3.77777778 13.22222222],0
u2,1,0.239747,1.382082,[25 22] ; [15  7],[27.24637681 19.75362319] ; [12.75362319  9.24637681],0
