Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.522457,[59 17] ; [10 25],[47.24324324 28.75675676] ; [21.75675676 13.24324324],1
p4,1,0.001086,10.674542,[55 21] ; [14 21],[47.24324324 28.75675676] ; [21.75675676 13.24324324],0
v1,1,0.007279,7.202728,[42 33] ; [10 25],[35.45454545 39.54545455] ; [16.54545455 18.45454545],0
p8,1,0.008254,6.97748,[42 32] ; [10 24],[35.62962963 38.37037037] ; [16.37037037 17.62962963],0
p11,1,0.008741,6.875047,[58 18] ; [18 17],[52.03603604 23.96396396] ; [23.96396396 11.03603604],0
p2,1,0.022393,5.214973,[66 10] ; [24 11],[61.62162162 14.37837838] ; [28.37837838  6.62162162],0
n6,1,0.023223,5.151722,[68  7] ; [26  9],[64.09090909 10.90909091] ; [29.90909091  5.09090909],0
a4,1,0.030845,4.661545,[36 40] ; [ 9 26],[30.81081081 45.18918919] ; [14.18918919 20.81081081],0
p3,1,0.037273,4.337886,[40 36] ; [11 24],[34.91891892 41.08108108] ; [16.08108108 18.91891892],0
u3,1,0.116018,2.470266,[13 11] ; [9 2],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
p6,1,0.131269,2.277433,[35 40] ; [11 24],[31.36363636 43.63636364] ; [14.63636364 20.36363636],0
p7,1,0.157663,1.996503,[47 26] ; [17 17],[43.6635514 29.3364486] ; [20.3364486 13.6635514],0
p5,1,0.169007,1.891729,[ 8 68] ; [ 1 34],[ 6.16216216 69.83783784] ; [ 2.83783784 32.16216216],0
d3,1,0.171513,1.869672,[59 17] ; [31  4],[61.62162162 14.37837838] ; [28.37837838  6.62162162],0
v4,1,0.184243,1.763064,[75  1] ; [33  2],[73.94594595  2.05405405] ; [34.05405405  0.94594595],0
s3,1,0.204014,1.6134,[56 19] ; [22 13],[53.18181818 21.81818182] ; [24.81818182 10.18181818],0
s8,1,0.216028,1.530563,[40 36] ; [14 21],[36.97297297 39.02702703] ; [17.02702703 17.97297297],0
b1,1,0.227929,1.453736,[26 50] ; [ 8 27],[23.27927928 52.72072072] ; [10.72072072 24.27927928],0
r4,1,0.32925,0.951846,[68  8] ; [29  6],[66.41441441  9.58558559] ; [30.58558559  4.41441441],0
b4,1,0.344727,0.892774,[45 31] ; [24 11],[47.24324324 28.75675676] ; [21.75675676 13.24324324],0
b3,1,0.38412,0.757475,[ 8 30] ; [ 6 13],[ 9.33333333 28.66666667] ; [ 4.66666667 14.33333333],0
b2,1,0.38412,0.757475,[ 8 30] ; [ 6 13],[ 9.33333333 28.66666667] ; [ 4.66666667 14.33333333],0
b5,1,0.38968,0.739941,[55 21] ; [28  7],[56.82882883 19.17117117] ; [26.17117117  8.82882883],0
n1,1,0.404657,0.694444,[ 4 12] ; [1 8],[ 3.2 12.8] ; [1.8 7.2],0
n3,1,0.404657,0.694444,[12  4] ; [8 1],[12.8  3.2] ; [7.2 1.8],0
n2,1,0.412494,0.671601,[13  3] ; [6 3],[12.16  3.84] ; [6.84 2.16],0
p12,1,0.420403,0.649189,[ 5 71] ; [ 1 34],[ 4.10810811 71.89189189] ; [ 1.89189189 33.10810811],0
p9,1,0.42786,0.628626,[66  9] ; [28  6],[64.67889908 10.32110092] ; [29.32110092  4.67889908],0
s6,1,0.458545,0.549444,[63 11] ; [27  7],[61.66666667 12.33333333] ; [28.33333333  5.66666667],0
a2,1,0.471141,0.519298,[20 56] ; [ 7 28],[18.48648649 57.51351351] ; [ 8.51351351 26.48648649],0
a5,1,0.476049,0.507901,[55 21] ; [23 12],[53.40540541 22.59459459] ; [24.59459459 10.40540541],0
p1,1,0.505251,0.44389,[ 4 72] ; [ 3 32],[ 4.79279279 71.20720721] ; [ 2.20720721 32.79279279],0
v3,1,0.530084,0.394231,[19 55] ; [11 24],[20.36697248 53.63302752] ; [ 9.63302752 25.36697248],0
s7,1,0.559324,0.340877,[40 34] ; [21 14],[41.41284404 32.58715596] ; [19.58715596 15.41284404],0
u1,1,0.584867,0.298433,[16 60] ; [ 9 26],[17.11711712 58.88288288] ; [ 7.88288288 27.11711712],0
d5,1,0.585926,0.296751,[62 14] ; [27  8],[60.93693694 15.06306306] ; [28.06306306  6.93693694],0
s5,1,0.60493,0.267624,[34 35] ; [14 18],[32.79207921 36.20792079] ; [15.20792079 16.79207921],0
a6,1,0.622998,0.241677,[53 23] ; [26  9],[54.09009009 21.90990991] ; [24.90990991 10.09009009],0
v2,1,0.710175,0.138102,[38 37] ; [18 15],[38.88888889 36.11111111] ; [17.11111111 15.88888889],0
p10,1,0.735553,0.114074,[62 13] ; [28  7],[61.36363636 13.63636364] ; [28.63636364  6.36363636],0
u2,1,0.766242,0.088384,[10 14] ; [4 7],[ 9.6 14.4] ; [4.4 6.6],0
s2,1,0.766252,0.088376,[55 20] ; [24 10],[54.35779817 20.64220183] ; [24.64220183  9.35779817],0
r1,1,0.806846,0.059779,[57 19] ; [27  8],[57.51351351 18.48648649] ; [26.48648649  8.51351351],0
d1,1,0.834288,0.043767,[44 32] ; [21 14],[44.5045045 31.4954955] ; [20.4954955 14.5045045],0
r3,1,0.835784,0.042969,[69  5] ; [33  2],[69.24770642  4.75229358] ; [32.75229358  2.24770642],0
d2,1,0.852987,0.034339,[34 42] ; [15 20],[33.54954955 42.45045045] ; [15.45045045 19.54954955],0
a3,1,0.98736,0.000251,[52 24] ; [24 11],[52.03603604 23.96396396] ; [23.96396396 11.03603604],0
d4,1,0.996102,2.4e-05,[63 13] ; [29  6],[62.99099099 13.00900901] ; [29.00900901  5.99099099],0
