Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.971088,[303  60] ; [41 44],[278.73214286  84.26785714] ; [65.26785714 19.73214286],1
s8,1,0.0,32.645224,[218 144] ; [22 63],[194.36241611 167.63758389] ; [45.63758389 39.36241611],1
s7,1,0.0,28.927532,[232 118] ; [26 52],[210.98130841 139.01869159] ; [47.01869159 30.98130841],1
s5,1,0.0,26.603831,[153 199] ; [10 70],[132.81481481 219.18518519] ; [30.18518519 49.81481481],1
p9,1,8e-06,20.047295,[313  46] ; [57 28],[299.16666667  59.83333333] ; [70.83333333 14.16666667],1
r3,1,1.1e-05,19.329609,[352   8] ; [74 11],[344.62921348  15.37078652] ; [81.37078652  3.62921348],1
d5,1,4.3e-05,16.739443,[298  63] ; [53 32],[284.10538117  76.89461883] ; [66.89461883 18.10538117],1
n6,1,5e-05,16.445945,[302  57] ; [55 30],[288.65540541  70.34459459] ; [68.34459459 16.65540541],1
v4,1,5.2e-05,16.360223,[349  12] ; [71 12],[341.48648649  19.51351351] ; [78.51351351  4.48648649],1
r4,1,0.000355,12.755151,[334  29] ; [67 18],[324.91741071  38.08258929] ; [76.08258929  8.91741071],1
r1,1,0.00096,10.904059,[302  58] ; [58 27],[291.23595506  68.76404494] ; [68.76404494 16.23595506],1
p10,1,0.001668,9.882686,[299  60] ; [58 27],[288.65540541  70.34459459] ; [68.34459459 16.65540541],0
a2,1,0.001744,9.800681,[102 261] ; [10 75],[ 90.75 272.25] ; [21.25 63.75],0
d4,1,0.005341,7.760337,[308  53] ; [61 23],[299.34606742  61.65393258] ; [69.65393258 14.34606742],0
s4,1,0.005482,7.713289,[ 93 266] ; [10 75],[ 83.28153153 275.71846847] ; [19.71846847 65.28153153],0
p4,1,0.006832,7.316575,[214 148] ; [36 48],[202.91479821 159.08520179] ; [47.08520179 36.91479821],0
u3,1,0.015615,5.845729,[64 30] ; [12 16],[58.55737705 35.44262295] ; [17.44262295 10.55737705],0
d1,1,0.017576,5.637892,[222 141] ; [40 45],[212.29017857 150.70982143] ; [49.70982143 35.29017857],0
b5,1,0.020311,5.385002,[233 130] ; [43 42],[223.63392857 139.36607143] ; [52.36607143 32.63392857],0
a7,1,0.024259,5.076033,[266  96] ; [52 33],[257.53020134 104.46979866] ; [60.46979866 24.53020134],0
p2,1,0.029749,4.723738,[308  54] ; [64 21],[301.26174497  60.73825503] ; [70.73825503 14.26174497],0
