Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,37.270285,[131  12] ; [2 7],[125.125  17.875] ; [7.875 1.125],1
r3,1,0.000304,13.042824,[126  17] ; [4 5],[122.30263158  20.69736842] ; [7.69736842 1.30263158],1
s6,1,0.00061,11.74475,[94 45] ; [1 8],[89.22297297 49.77702703] ; [5.77702703 3.22297297],1
r1,1,0.000849,11.131776,[114  27] ; [3 6],[109.98  31.02] ; [7.02 1.98],1
p2,1,0.001695,9.853453,[90 51] ; [1 8],[85.54 55.46] ; [5.46 3.54],0
s1,1,0.00193,9.614615,[  8 134] ; [3 6],[ 10.34437086 131.65562914] ; [0.65562914 8.34437086],0
n6,1,0.005481,7.713538,[101  40] ; [2 6],[97.46979866 43.53020134] ; [5.53020134 2.46979866],0
p10,1,0.007643,7.115371,[79 60] ; [1 8],[75.13513514 63.86486486] ; [4.86486486 4.13513514],0
d5,1,0.011902,6.325419,[123  19] ; [5 4],[120.37086093  21.62913907] ; [7.62913907 1.37086093],0
n3,1,0.01474,5.947337,[38 14] ; [1 4],[35.57894737 16.42105263] ; [3.42105263 1.57894737],0
n2,1,0.015239,5.888668,[40 15] ; [1 4],[37.58333333 17.41666667] ; [3.41666667 1.58333333],0
p9,1,0.015925,5.811088,[93 46] ; [2 6],[89.82993197 49.17006803] ; [5.17006803 2.82993197],0
d2,1,0.060585,3.521309,[91 50] ; [3 6],[88.36 52.64] ; [5.64 3.36],0
v2,1,0.064777,3.410644,[75 64] ; [2 7],[72.31756757 66.68243243] ; [4.68243243 4.31756757],0
d3,1,0.072105,3.234436,[103  39] ; [4 5],[100.62251656  41.37748344] ; [6.37748344 2.62251656],0
d1,1,0.077124,3.124496,[90 53] ; [3 6],[87.49342105 55.50657895] ; [5.50657895 3.49342105],0
b5,1,0.077124,3.124496,[90 53] ; [3 6],[87.49342105 55.50657895] ; [5.50657895 3.49342105],0
s7,1,0.077195,3.123,[64 68] ; [1 6],[61.72661871 70.27338129] ; [3.27338129 3.72661871],0
s2,1,0.097411,2.747429,[72 70] ; [2 7],[69.58940397 72.41059603] ; [4.41059603 4.58940397],0
a1,1,0.100308,2.700648,[ 10 133] ; [2 7],[ 11.28947368 131.71052632] ; [0.71052632 8.28947368],0
n4,1,0.106132,2.610899,[99 42] ; [4 5],[96.82 44.18] ; [6.18 2.82],0
v3,1,0.109899,2.555673,[51 85] ; [1 8],[48.77241379 87.22758621] ; [3.22758621 5.77241379],0
p4,1,0.115085,2.48297,[69 71] ; [2 7],[66.7114094 73.2885906] ; [4.2885906 4.7114094],0
b2,1,0.151837,2.053694,[21 48] ; [4 3],[22.69736842 46.30263158] ; [2.30263158 4.69736842],0
b3,1,0.151837,2.053694,[21 48] ; [4 3],[22.69736842 46.30263158] ; [2.30263158 4.69736842],0
p8,1,0.202844,1.62178,[48 92] ; [1 7],[46.35135135 93.64864865] ; [2.64864865 5.35135135],0
a4,1,0.255783,1.29144,[90 52] ; [4 5],[88.39735099 53.60264901] ; [5.60264901 3.39735099],0
s3,1,0.292931,1.106102,[73 69] ; [3 6],[71.47019868 70.52980132] ; [4.52980132 4.47019868],0
p7,1,0.302135,1.064748,[71 68] ; [3 6],[69.5 69.5] ; [4.5 4.5],0
p3,1,0.365365,0.819367,[58 83] ; [2 6],[56.77852349 84.22147651] ; [3.22147651 4.77852349],0
a2,1,0.389903,0.739244,[52 91] ; [2 7],[50.80263158 92.19736842] ; [3.19736842 5.80263158],0
a8,1,0.453159,0.562739,[ 17 111] ; [2 7],[ 17.75182482 110.24817518] ; [1.24817518 7.75182482],0
v1,1,0.478105,0.503183,[65 78] ; [3 6],[63.97368421 79.02631579] ; [4.02631579 4.97368421],0
a7,1,0.586742,0.295461,[107  36] ; [6 3],[106.30921053  36.69078947] ; [6.69078947 2.30921053],0
b4,1,0.612047,0.257205,[76 67] ; [4 5],[75.26315789 67.73684211] ; [4.73684211 4.26315789],0
n5,1,0.649172,0.206946,[89 52] ; [5 4],[88.36 52.64] ; [5.64 3.36],0
n1,1,0.698458,0.150081,[26 27] ; [2 3],[25.5862069 27.4137931] ; [2.4137931 2.5862069],0
p1,1,0.717424,0.130975,[ 11 131] ; [1 8],[ 11.28476821 130.71523179] ; [0.71523179 8.28476821],0
d4,1,0.812708,0.056138,[115  27] ; [7 2],[114.72847682  27.27152318] ; [7.27152318 1.72847682],0
b1,1,0.856269,0.032807,[75 68] ; [5 4],[75.26315789 67.73684211] ; [4.73684211 4.26315789],0
a6,1,0.882741,0.021755,[98 44] ; [6 3],[97.8013245 44.1986755] ; [6.1986755 2.8013245],0
