Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,65.112403,[347 143] ; [51 98],[305.19561815 184.80438185] ; [92.80438185 56.19561815],1
d2,1,0.0,63.305765,[300 187] ; [ 36 112],[257.68818898 229.31181102] ; [78.31181102 69.68818898],1
a3,1,0.0,55.354704,[394  95] ; [73 74],[359.06132075 129.93867925] ; [107.93867925  39.06132075],1
a4,1,0.0,52.216646,[277 210] ; [ 34 114],[238.51496063 248.48503937] ; [72.48503937 75.51496063],1
u1,1,0.0,36.826032,[130 360] ; [  5 144],[103.52112676 386.47887324] ; [ 31.47887324 117.52112676],1
d5,1,0.0,36.267911,[429  60] ; [99 50],[404.68965517  84.31034483] ; [123.31034483  25.68965517],1
d4,1,0.0,30.175206,[426  63] ; [100  48],[403.78963893  85.21036107] ; [122.21036107  25.78963893],1
r1,1,0.0,29.608731,[420  68] ; [98 50],[397.4591195  90.5408805] ; [120.5408805  27.4591195],1
a6,1,1e-06,23.884034,[357 132] ; [77 72],[332.64263323 156.35736677] ; [101.35736677  47.64263323],1
d3,1,9.4e-05,15.263152,[356 134] ; [83 66],[336.63536776 153.36463224] ; [102.36463224  46.63536776],1
r2,1,0.000138,14.522907,[467  15] ; [131  16],[458.24483307  23.75516693] ; [139.75516693   7.24483307],1
p9,1,0.000351,12.776562,[429  52] ; [115  33],[416.  65.] ; [128.  20.],1
s7,1,0.000379,12.631636,[271 195] ; [58 83],[252.57660626 213.42339374] ; [76.42339374 64.57660626],1
p10,1,0.000536,11.98476,[423  61] ; [112  36],[409.71518987  74.28481013] ; [125.28481013  22.71518987],1
s5,1,0.000675,11.557187,[183 286] ; [ 33 108],[166.07213115 302.92786885] ; [49.92786885 91.07213115],1
s8,1,0.001984,9.564708,[252 232] ; [56 93],[235.50078989 248.49921011] ; [72.49921011 76.50078989],0
p4,1,0.009435,6.738567,[326 160] ; [82 66],[312.75709779 173.24290221] ; [95.24290221 52.75709779],0
b2,1,0.010009,6.633328,[139 183] ; [26 66],[128.33333333 193.66666667] ; [36.66666667 55.33333333],0
b3,1,0.010009,6.633328,[139 183] ; [26 66],[128.33333333 193.66666667] ; [36.66666667 55.33333333],0
v2,1,0.015981,5.804928,[289 187] ; [69 71],[276.63636364 199.36363636] ; [81.36363636 58.63636364],0
r4,1,0.016694,5.728246,[455  35] ; [129  20],[447.82472613  42.17527387] ; [136.17527387  12.82472613],0
s1,1,0.01996,5.415365,[ 13 470] ; [ 10 137],[ 17.63333333 465.36666667] ; [  5.36666667 141.63333333],0
p2,1,0.022953,5.17206,[420  67] ; [117  32],[411.19339623  75.80660377] ; [125.80660377  23.19339623],0
p11,1,0.033899,4.499771,[412  78] ; [114  35],[403.34898279  86.65101721] ; [122.65101721  26.34898279],0
s2,1,0.063688,3.43864,[265 217] ; [68 79],[255.17647059 226.82352941] ; [77.82352941 69.17647059],0
p3,1,0.064834,3.409187,[274 213] ; [71 78],[264.1745283 222.8254717] ; [80.8254717 68.1745283],0
n5,1,0.077577,3.114956,[441  47] ; [127  22],[435.13971743  52.86028257] ; [132.86028257  16.13971743],0
v4,1,0.078463,3.096452,[469  19] ; [138  11],[465.01726845  22.98273155] ; [141.98273155   7.01726845],0
p6,1,0.082494,3.015059,[209 274] ; [51 94],[199.96815287 283.03184713] ; [60.03184713 84.96815287],0
a7,1,0.095846,2.773333,[358 132] ; [97 50],[350. 140.] ; [105.  42.],0
u4,1,0.101471,2.682277,[ 15 474] ; [  1 148],[ 12.26332288 476.73667712] ; [  3.73667712 145.26332288],0
a1,1,0.101578,2.680598,[ 30 460] ; [  4 145],[ 26.07198748 463.92801252] ; [  7.92801252 141.07198748],0
p8,1,0.128183,2.314367,[273 205] ; [74 74],[264.96166134 213.03833866] ; [82.03833866 65.96166134],0
v1,1,0.170965,1.874462,[276 199] ; [76 71],[268.81028939 206.18971061] ; [83.18971061 63.81028939],0
s6,1,0.181839,1.782532,[337 137] ; [96 51],[330.50241546 143.49758454] ; [102.49758454  44.50241546],0
u3,1,0.273387,1.199671,[53 42] ; [36 40],[49.44444444 45.55555556] ; [39.55555556 36.44444444],0
v3,1,0.364613,0.82194,[214 262] ; [59 86],[209.25603865 266.74396135] ; [63.74396135 81.25603865],0
p1,1,0.373247,0.792827,[ 47 441] ; [ 18 130],[ 49.87421384 438.12578616] ; [ 15.12578616 132.87421384],0
r3,1,0.429023,0.625466,[465  22] ; [138   9],[463.18769716  23.81230284] ; [139.81230284   7.18769716],0
p12,1,0.501402,0.451967,[ 48 437] ; [ 12 137],[ 45.89905363 439.10094637] ; [ 14.10094637 134.89905363],0
p7,1,0.552694,0.352513,[314 164] ; [92 54],[311.00641026 166.99358974] ; [94.99358974 51.00641026],0
n1,1,0.589583,0.290996,[39 49] ; [15 15],[40.27118644 47.72881356] ; [13.72881356 16.27118644],0
a8,1,0.635216,0.225054,[ 68 372] ; [ 23 111],[ 69.75609756 370.24390244] ; [ 21.24390244 112.75609756],0
u2,1,0.669255,0.182475,[50 45] ; [37 38],[48.61764706 46.38235294] ; [38.38235294 36.61764706],0
b5,1,0.756829,0.095882,[289 201] ; [90 59],[290.62597809 199.37402191] ; [88.37402191 60.62597809],0
s3,1,0.757158,0.095614,[275 206] ; [85 60],[276.61341853 204.38658147] ; [83.38658147 61.61341853],0
b4,1,0.767121,0.0877,[286 204] ; [89 60],[287.55868545 202.44131455] ; [87.44131455 61.55868545],0
p5,1,0.816002,0.054144,[ 69 417] ; [ 22 125],[ 69.86729858 416.13270142] ; [ 21.13270142 125.86729858],0
n3,1,0.820001,0.051776,[70 19] ; [23  7],[69.55462185 19.44537815] ; [23.44537815  6.55462185],0
b1,1,0.873726,0.025258,[191 299] ; [57 92],[190.17214397 299.82785603] ; [57.82785603 91.17214397],0
n2,1,0.90416,0.014498,[67 23] ; [22  8],[66.75 23.25] ; [22.25  7.75],0
s4,1,0.958505,0.002707,[ 71 409] ; [ 22 125],[ 71.19617225 408.80382775] ; [ 21.80382775 125.19617225],0
