Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-06,23.283215,[29 49] ; [37  8],[41.85365854 36.14634146] ; [24.14634146 20.85365854],1
d2,1,0.434487,0.610799,[35 42] ; [18 29],[32.91129032 44.08870968] ; [20.08870968 26.91129032],0
b5,1,0.46014,0.545554,[48 30] ; [32 15],[49.92 28.08] ; [30.08 16.92],0
u2,1,0.576398,0.312094,[11 18] ; [7 8],[11.86363636 17.13636364] ; [6.13636364 8.86363636],0
u1,1,0.586535,0.295789,[ 9 69] ; [ 7 40],[ 9.984 68.016] ; [ 6.016 40.984],0
d3,1,0.609838,0.260411,[45 31] ; [30 17],[46.34146341 29.65853659] ; [28.65853659 18.34146341],0
n5,1,0.622251,0.242717,[45 33] ; [28 17],[46.29268293 31.70731707] ; [26.70731707 18.29268293],0
a8,1,0.648526,0.207764,[ 5 66] ; [ 2 39],[ 4.4375 66.5625] ; [ 2.5625 38.4375],0
b1,1,0.658952,0.194799,[43 35] ; [24 23],[41.808 36.192] ; [25.192 21.808],0
a3,1,0.672608,0.178567,[49 28] ; [31 15],[50.08130081 26.91869919] ; [29.91869919 16.08130081],0
p12,1,0.710378,0.1379,[ 1 76] ; [ 1 45],[ 1.25203252 75.74796748] ; [ 0.74796748 45.25203252],0
s1,1,0.722782,0.125843,[ 4 74] ; [ 3 42],[ 4.43902439 73.56097561] ; [ 2.56097561 42.43902439],0
n6,1,0.748339,0.102932,[48 30] ; [29 16],[48.82926829 29.17073171] ; [28.17073171 16.82926829],0
v4,1,0.898901,0.016142,[62 16] ; [37  9],[62.27419355 15.72580645] ; [36.72580645  9.27419355],0
a2,1,0.903643,0.014656,[19 59] ; [11 36],[18.72 59.28] ; [11.28 35.72],0
a6,1,0.905245,0.01417,[44 34] ; [26 21],[43.68 34.32] ; [26.32 20.68],0
p1,1,0.909969,0.012786,[ 3 75] ; [ 2 45],[ 3.12 74.88] ; [ 1.88 45.12],0
a1,1,0.929363,0.007858,[ 7 71] ; [ 4 43],[ 6.864 71.136] ; [ 4.136 42.864],0
b4,1,0.943325,0.005054,[42 36] ; [25 22],[41.808 36.192] ; [25.192 21.808],0
d1,1,0.98341,0.000432,[35 43] ; [21 26],[34.944 43.056] ; [21.056 25.944],0
n1,1,1.0,0.0,[12 24] ; [4 8],[12. 24.] ; [4. 8.],0
