Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7.4e-05,15.704967,[24 10] ; [ 7 25],[15.96969697 18.03030303] ; [15.03030303 16.96969697],1
p11,1,0.000417,12.455071,[27  8] ; [11 21],[19.85074627 15.14925373] ; [18.14925373 13.85074627],1
b5,1,0.002092,9.466794,[23 12] ; [ 9 23],[16.71641791 18.28358209] ; [15.28358209 16.71641791],0
s6,1,0.008772,6.868632,[21 14] ; [ 9 23],[15.67164179 19.32835821] ; [14.32835821 17.67164179],0
r3,1,0.02917,4.757563,[30  5] ; [20 12],[26.11940299  8.88059701] ; [23.88059701  8.11940299],0
a3,1,0.040536,4.195317,[24 11] ; [14 18],[19.85074627 15.14925373] ; [18.14925373 13.85074627],0
p4,1,0.057936,3.595505,[18 15] ; [10 22],[14.21538462 18.78461538] ; [13.78461538 18.21538462],0
v1,1,0.061906,3.485563,[20 15] ; [11 21],[16.19402985 18.80597015] ; [14.80597015 17.19402985],0
n5,1,0.128805,2.306843,[18 16] ; [11 21],[14.93939394 19.06060606] ; [14.06060606 17.93939394],0
s8,1,0.129645,2.296747,[11 24] ; [ 5 27],[ 8.35820896 26.64179104] ; [ 7.64179104 24.35820896],0
v4,1,0.14812,2.091503,[28  6] ; [20 10],[25.5  8.5] ; [22.5  7.5],0
s4,1,0.164001,1.93694,[ 5 30] ; [ 9 23],[ 7.31343284 27.68656716] ; [ 6.68656716 25.31343284],0
p2,1,0.174119,1.847122,[21 12] ; [15 17],[18.27692308 14.72307692] ; [17.72307692 14.27692308],0
s7,1,0.179789,1.799364,[13 21] ; [ 6 21],[10.59016393 23.40983607] ; [ 8.40983607 18.59016393],0
s2,1,0.209029,1.578138,[15 20] ; [ 9 23],[12.53731343 22.46268657] ; [11.46268657 20.53731343],0
a4,1,0.284514,1.145401,[13 22] ; [ 8 24],[10.97014925 24.02985075] ; [10.02985075 21.97014925],0
r4,1,0.294,1.101213,[23 12] ; [17 15],[20.89552239 14.10447761] ; [19.10447761 12.89552239],0
d3,1,0.299298,1.077318,[10 25] ; [13 19],[12.01492537 22.98507463] ; [10.98507463 21.01492537],0
d4,1,0.366819,0.814413,[23 12] ; [17 14],[21.21212121 13.78787879] ; [18.78787879 12.21212121],0
p6,1,0.37365,0.791489,[ 9 22] ; [ 6 25],[ 7.5 23.5] ; [ 7.5 23.5],0
a5,1,0.388899,0.742383,[19 16] ; [14 18],[17.23880597 17.76119403] ; [15.76119403 16.23880597],0
s5,1,0.41488,0.664773,[ 9 24] ; [ 6 26],[ 7.61538462 25.38461538] ; [ 7.38461538 24.61538462],0
d1,1,0.432387,0.616402,[13 22] ; [ 9 23],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
v2,1,0.458032,0.550699,[14 19] ; [10 20],[12.57142857 20.42857143] ; [11.42857143 18.57142857],0
a1,1,0.458385,0.549834,[ 4 31] ; [ 2 30],[ 3.13432836 31.86567164] ; [ 2.86567164 29.13432836],0
p1,1,0.458385,0.549834,[ 4 31] ; [ 2 30],[ 3.13432836 31.86567164] ; [ 2.86567164 29.13432836],0
n1,1,0.46376,0.536805,[7 6] ; [6 9],[6.03571429 6.96428571] ; [6.96428571 8.03571429],0
s3,1,0.493236,0.469459,[21 14] ; [16 15],[19.62121212 15.37878788] ; [17.37878788 13.62121212],0
n4,1,0.558067,0.343062,[20 15] ; [16 16],[18.80597015 16.19402985] ; [17.19402985 14.80597015],0
d2,1,0.570497,0.321852,[14 21] ; [15 17],[15.14925373 19.85074627] ; [13.85074627 18.14925373],0
b4,1,0.570497,0.321852,[21 14] ; [17 15],[19.85074627 15.14925373] ; [18.14925373 13.85074627],0
a6,1,0.592021,0.2872,[12 23] ; [13 19],[13.05970149 21.94029851] ; [11.94029851 20.05970149],0
n3,1,0.611179,0.258462,[9 4] ; [9 6],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
r2,1,0.619423,0.246679,[28  6] ; [24  7],[27.2  6.8] ; [24.8  6.2],0
p8,1,0.708757,0.139522,[11 23] ; [ 9 23],[10.3030303 23.6969697] ; [ 9.6969697 22.3030303],0
p3,1,0.727603,0.121324,[12 22] ; [10 22],[11.33333333 22.66666667] ; [10.66666667 21.33333333],0
u2,1,0.732122,0.117172,[8 3] ; [12  6],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
u3,1,0.812126,0.056494,[6 5] ; [9 9],[5.68965517 5.31034483] ; [9.31034483 8.68965517],0
p7,1,0.902776,0.014922,[16 17] ; [16 16],[16.24615385 16.75384615] ; [15.75384615 16.24615385],0
b2,1,0.906523,0.013789,[ 8 14] ; [ 8 13],[ 8.18604651 13.81395349] ; [ 7.81395349 13.18604651],0
b3,1,0.906523,0.013789,[ 8 14] ; [ 8 13],[ 8.18604651 13.81395349] ; [ 7.81395349 13.18604651],0
d5,1,0.924173,0.009059,[19 16] ; [17 15],[18.80597015 16.19402985] ; [17.19402985 14.80597015],0
r1,1,0.941267,0.005428,[20 15] ; [18 14],[19.85074627 15.14925373] ; [18.14925373 13.85074627],0
v3,1,0.944282,0.004884,[ 7 24] ; [ 7 23],[ 7.1147541 23.8852459] ; [ 6.8852459 23.1147541],0
s1,1,0.950117,0.003914,[ 2 32] ; [ 2 30],[ 2.06060606 31.93939394] ; [ 1.93939394 30.06060606],0
b1,1,0.993866,5.9e-05,[23 12] ; [21 11],[22.98507463 12.01492537] ; [21.01492537 10.98507463],0
