Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.459395,[ 51 119] ; [56 15],[75.47717842 94.52282158] ; [31.52282158 39.47717842],1
s8,1,0.00019,13.931184,[ 15 162] ; [19 53],[ 24.1686747 152.8313253] ; [ 9.8313253 62.1686747],1
v1,1,0.00056,11.904471,[ 52 121] ; [38 33],[ 63.81147541 109.18852459] ; [26.18852459 44.81147541],1
r1,1,0.000763,11.329553,[105  71] ; [59 13],[116.38709677  59.61290323] ; [47.61290323 24.38709677],1
p10,1,0.009242,6.775475,[105  70] ; [55 16],[113.82113821  61.17886179] ; [46.17886179 24.82113821],0
r2,1,0.011556,6.377806,[142  32] ; [66  4],[148.32786885  25.67213115] ; [59.67213115 10.32786885],0
p7,1,0.012151,6.288746,[ 66 110] ; [39 32],[ 74.81781377 101.18218623] ; [30.18218623 40.81781377],0
n4,1,0.014261,6.005508,[109  68] ; [56 16],[117.28915663  59.71084337] ; [47.71084337 24.28915663],0
r4,1,0.015918,5.811921,[118  59] ; [59 13],[125.81927711  51.18072289] ; [51.18072289 20.81927711],0
a3,1,0.016586,5.73966,[103  72] ; [54 18],[111.23481781  63.76518219] ; [45.76518219 26.23481781],0
v4,1,0.033022,4.544638,[138  37] ; [65  7],[143.82591093  31.17408907] ; [59.17408907 12.82591093],0
p8,1,0.041644,4.149632,[ 54 121] ; [32 40],[ 60.93117409 114.06882591] ; [25.06882591 46.93117409],0
p3,1,0.044519,4.036771,[ 48 128] ; [29 43],[ 54.64516129 121.35483871] ; [22.35483871 49.64516129],0
d1,1,0.044672,4.030976,[ 76 101] ; [41 31],[83.1686747 93.8313253] ; [33.8313253 38.1686747],0
a5,1,0.046436,3.965707,[104  73] ; [52 20],[110.89156627  66.10843373] ; [45.10843373 26.89156627],0
d2,1,0.052828,3.749337,[ 70 105] ; [38 33],[76.82926829 98.17073171] ; [31.17073171 39.82926829],0
p5,1,0.057948,3.595174,[  5 170] ; [ 6 66],[  7.79352227 167.20647773] ; [ 3.20647773 68.79352227],0
d5,1,0.0607,3.518167,[119  58] ; [57 15],[125.10843373  51.89156627] ; [50.89156627 21.10843373],0
a4,1,0.060954,3.511246,[ 63 113] ; [35 37],[ 69.5483871 106.4516129] ; [28.4516129 43.5483871],0
s2,1,0.085775,2.951924,[ 24 152] ; [16 55],[ 28.50202429 147.49797571] ; [11.49797571 59.50202429],0
n5,1,0.098458,2.730345,[107  68] ; [52 20],[112.65182186  62.34817814] ; [46.34817814 25.65182186],0
d4,1,0.099364,2.715728,[126  50] ; [58 13],[131.10931174  44.89068826] ; [52.89068826 18.10931174],0
r3,1,0.105943,2.613718,[141  35] ; [63  8],[145.36032389  30.63967611] ; [58.63967611 12.36032389],0
p11,1,0.111305,2.535594,[117  60] ; [55 17],[122.26506024  54.73493976] ; [49.73493976 22.26506024],0
p1,1,0.13469,2.237603,[ 10 166] ; [ 8 64],[ 12.77419355 163.22580645] ; [ 5.22580645 66.77419355],0
b5,1,0.134878,2.235441,[102  75] ; [34 38],[96.6746988 80.3253012] ; [39.3253012 32.6746988],0
p12,1,0.150252,2.069688,[  1 174] ; [ 2 70],[  2.12550607 172.87449393] ; [ 0.87449393 71.12550607],0
p2,1,0.193604,1.689975,[110  67] ; [51 21],[114.44578313  62.55421687] ; [46.55421687 25.44578313],0
a2,1,0.194518,1.68306,[ 23 154] ; [14 58],[ 26.30120482 150.69879518] ; [10.69879518 61.30120482],0
p9,1,0.195627,1.674721,[108  63] ; [51 20],[112.35123967  58.64876033] ; [46.64876033 24.35123967],0
b2,1,0.197215,1.662883,[30 68] ; [21 30],[33.54362416 64.45637584] ; [17.45637584 33.54362416],0
b3,1,0.197215,1.662883,[30 68] ; [21 30],[33.54362416 64.45637584] ; [17.45637584 33.54362416],0
s5,1,0.199932,1.642871,[ 15 159] ; [10 61],[ 17.75510204 156.24489796] ; [ 7.24489796 63.75510204],0
a7,1,0.207046,1.59196,[107  70] ; [49 22],[111.33870968  65.66129032] ; [44.66129032 26.33870968],0
a1,1,0.236269,1.402718,[  8 169] ; [ 6 66],[  9.95180723 167.04819277] ; [ 4.04819277 67.95180723],0
n6,1,0.275087,1.191203,[119  56] ; [54 18],[122.5708502  52.4291498] ; [50.4291498 21.5708502],0
p4,1,0.291182,1.11415,[ 57 119] ; [28 43],[ 60.56680162 115.43319838] ; [24.43319838 46.56680162],0
a8,1,0.306385,1.046196,[ 15 150] ; [ 9 57],[ 17.14285714 147.85714286] ; [ 6.85714286 59.14285714],0
b4,1,0.326571,0.962448,[103  74] ; [37 35],[99.51807229 77.48192771] ; [40.48192771 31.51807229],0
b1,1,0.341364,0.9053,[78 99] ; [27 45],[ 74.63855422 102.36144578] ; [30.36144578 41.63855422],0
n1,1,0.371368,0.799082,[23 41] ; [ 3 10],[21.61038961 42.38961039] ; [4.38961039 8.61038961],0
n2,1,0.401064,0.705134,[38 26] ; [10  4],[39.38461538 24.61538462] ; [8.61538462 5.38461538],0
n3,1,0.43769,0.602331,[38 25] ; [10  4],[39.27272727 23.72727273] ; [8.72727273 5.27272727],0
d3,1,0.453662,0.561487,[99 78] ; [44 28],[101.65060241  75.34939759] ; [41.34939759 30.65060241],0
s3,1,0.481609,0.495217,[ 47 128] ; [16 55],[ 44.81707317 130.18292683] ; [18.18292683 52.81707317],0
u2,1,0.494155,0.467466,[30 43] ; [9 9],[31.28571429 41.71428571] ; [ 7.71428571 10.28571429],0
a6,1,0.529476,0.395397,[108  69] ; [47 25],[110.18072289  66.81927711] ; [44.81927711 27.18072289],0
u1,1,0.640758,0.217753,[ 14 163] ; [ 7 65],[ 14.92771084 162.07228916] ; [ 6.07228916 65.92771084],0
s7,1,0.712154,0.136135,[ 25 142] ; [11 54],[ 25.9137931 141.0862069] ; [10.0862069 54.9137931],0
s4,1,0.789911,0.070983,[ 13 164] ; [ 6 66],[ 13.5060241 163.4939759] ; [ 5.4939759 66.5060241],0
u3,1,0.926539,0.008501,[32 42] ; [ 8 10],[32.17391304 41.82608696] ; [ 7.82608696 10.17391304],0
s1,1,0.938465,0.00596,[  7 170] ; [ 3 69],[  7.10843373 169.89156627] ; [ 2.89156627 69.10843373],0
