Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001025,10.781589,[27 42] ; [25  9],[34.83495146 34.16504854] ; [17.16504854 16.83495146],0
v2,1,0.002368,9.24,[26 44] ; [24 11],[33.33333333 36.66666667] ; [16.66666667 18.33333333],0
d4,1,0.010568,6.53649,[52 19] ; [33  2],[56.93396226 14.06603774] ; [28.06603774  6.93396226],0
n6,1,0.01509,5.905962,[53 18] ; [33  2],[57.60377358 13.39622642] ; [28.39622642  6.60377358],0
b2,1,0.016053,5.797052,[ 7 36] ; [10 13],[11.07575758 31.92424242] ; [ 5.92424242 17.07575758],0
b3,1,0.016053,5.797052,[ 7 36] ; [10 13],[11.07575758 31.92424242] ; [ 5.92424242 17.07575758],0
d1,1,0.022684,5.192564,[26 45] ; [21 14],[31.48113208 39.51886792] ; [15.51886792 19.48113208],0
n2,1,0.037132,4.34433,[20  3] ; [6 5],[17.58823529  5.41176471] ; [8.41176471 2.58823529],0
s4,1,0.046731,3.955049,[23 48] ; [ 5 30],[18.75471698 52.24528302] ; [ 9.24528302 25.75471698],0
p6,1,0.046936,3.947687,[21 49] ; [17 17],[25.57692308 44.42307692] ; [12.42307692 21.57692308],0
d5,1,0.054455,3.698701,[46 25] ; [29  6],[50.23584906 20.76415094] ; [24.76415094 10.23584906],0
a3,1,0.057689,3.602613,[37 34] ; [25 10],[41.52830189 29.47169811] ; [20.47169811 14.52830189],0
s7,1,0.079177,3.081709,[29 38] ; [21 13],[33.16831683 33.83168317] ; [16.83168317 17.16831683],0
d3,1,0.096796,2.757552,[41 30] ; [26  9],[44.87735849 26.12264151] ; [22.12264151 12.87735849],0
n4,1,0.118299,2.439696,[44 27] ; [27  8],[47.55660377 23.44339623] ; [23.44339623 11.55660377],0
a2,1,0.132873,2.258615,[ 4 67] ; [ 5 30],[ 6.02830189 64.97169811] ; [ 2.97169811 32.02830189],0
a4,1,0.155981,2.012761,[17 54] ; [13 22],[20.09433962 50.90566038] ; [ 9.90566038 25.09433962],0
p7,1,0.168381,1.897302,[39 30] ; [24 10],[42.2038835 26.7961165] ; [20.7961165 13.2038835],0
