Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,41.049903,[22  8] ; [14 87],[ 8.24427481 21.75572519] ; [27.75572519 73.24427481],1
s2,1,1e-06,24.58959,[21 10] ; [22 84],[ 9.72992701 21.27007299] ; [33.27007299 72.72992701],1
s3,1,6e-06,20.575734,[22  9] ; [27 76],[11.3358209 19.6641791] ; [37.6641791 65.3358209],1
p4,1,0.000185,13.97512,[21 10] ; [32 73],[12.08088235 18.91911765] ; [40.91911765 64.08088235],1
s6,1,0.000788,11.269668,[20 11] ; [33 73],[11.99270073 19.00729927] ; [41.00729927 64.99270073],1
p11,1,0.001084,10.678592,[27  4] ; [58 48],[19.23357664 11.76642336] ; [65.76642336 40.23357664],0
p6,1,0.002065,9.490886,[15 15] ; [22 81],[ 8.34586466 21.65413534] ; [28.65413534 74.34586466],0
p8,1,0.003218,8.679808,[18 13] ; [30 73],[11.10447761 19.89552239] ; [36.89552239 66.10447761],0
p7,1,0.003529,8.511506,[21  9] ; [41 62],[13.98496241 16.01503759] ; [48.01503759 54.98496241],0
p10,1,0.015368,5.873736,[24  7] ; [54 48],[18.18045113 12.81954887] ; [59.81954887 42.18045113],0
p2,1,0.02542,4.995014,[25  6] ; [61 43],[19.74814815 11.25185185] ; [66.25185185 37.74814815],0
n1,1,0.026243,4.93996,[6 3] ; [12 31],[3.11538462 5.88461538] ; [14.88461538 28.11538462],0
u2,1,0.033262,4.532222,[8 3] ; [20 33],[4.8125 6.1875] ; [23.1875 29.8125],0
v3,1,0.03431,4.479183,[ 9 21] ; [14 90],[ 5.14925373 24.85074627] ; [17.85074627 86.14925373],0
p3,1,0.035228,4.43411,[14 17] ; [27 79],[ 9.27737226 21.72262774] ; [31.72262774 74.27737226],0
v4,1,0.038522,4.281839,[28  3] ; [76 29],[23.70588235  7.29411765] ; [80.29411765 24.70588235],0
p12,1,0.041884,4.139892,[ 3 28] ; [  2 104],[ 1.13138686 29.86861314] ; [  3.86861314 102.13138686],0
r4,1,0.04376,4.065782,[21 10] ; [50 56],[16.06569343 14.93430657] ; [54.93430657 51.06569343],0
p9,1,0.072556,3.224237,[25  6] ; [64 37],[20.90151515 10.09848485] ; [68.09848485 32.90151515],0
a5,1,0.116814,2.459527,[19 12] ; [48 58],[15.16058394 15.83941606] ; [51.83941606 54.16058394],0
r3,1,0.141264,2.164141,[27  4] ; [79 27],[23.98540146  7.01459854] ; [82.01459854 23.98540146],0
a3,1,0.154177,2.030425,[20 11] ; [53 53],[16.51824818 14.48175182] ; [56.48175182 49.51824818],0
d1,1,0.179169,1.804507,[14 17] ; [34 72],[10.86131387 20.13868613] ; [37.13868613 68.86131387],0
a2,1,0.216813,1.525342,[ 5 26] ; [ 9 97],[ 3.16788321 27.83211679] ; [10.83211679 95.16788321],0
p1,1,0.223717,1.48037,[ 5 26] ; [ 9 96],[ 3.19117647 27.80882353] ; [10.80882353 94.19117647],0
n3,1,0.232245,1.427061,[9 2] ; [27 16],[7.33333333 3.66666667] ; [28.66666667 14.33333333],0
b1,1,0.267166,1.231238,[10 21] ; [46 60],[12.67153285 18.32846715] ; [43.32846715 62.67153285],0
s4,1,0.27484,1.192431,[ 9 22] ; [21 85],[ 6.78832117 24.21167883] ; [23.21167883 82.78832117],0
u3,1,0.282332,1.155828,[5 6] ; [15 37],[3.49206349 7.50793651] ; [16.50793651 35.49206349],0
s5,1,0.302821,1.061728,[ 7 21] ; [17 86],[ 5.12977099 22.87022901] ; [18.87022901 84.12977099],0
s1,1,0.324224,0.97183,[ 2 28] ; [  3 103],[ 1.10294118 28.89705882] ; [  3.89705882 102.10294118],0
b5,1,0.383843,0.758356,[16 15] ; [64 42],[18.10218978 12.89781022] ; [61.89781022 44.10218978],0
d4,1,0.403474,0.697948,[21 10] ; [63 43],[19.00729927 11.99270073] ; [64.99270073 41.00729927],0
r2,1,0.427278,0.63021,[24  6] ; [75 28],[22.33082707  7.66917293] ; [76.66917293 26.33082707],0
n6,1,0.449048,0.573053,[24  7] ; [74 31],[22.33823529  8.66176471] ; [75.66176471 29.33823529],0
d3,1,0.508678,0.436785,[14 17] ; [54 50],[15.61481481 15.38518519] ; [52.38518519 51.61481481],0
d5,1,0.561543,0.33704,[18 13] ; [67 38],[19.375 11.625] ; [65.625 39.375],0
