Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.01029,6.583939,[ 5 14] ; [31 20],[9.77142857 9.22857143] ; [26.22857143 24.77142857],0
n5,1,0.01693,5.703624,[ 8 12] ; [36 15],[12.3943662  7.6056338] ; [31.6056338 19.3943662],0
d1,1,0.019507,5.455529,[ 6 14] ; [31 20],[10.42253521  9.57746479] ; [26.57746479 24.42253521],0
n4,1,0.047132,3.940661,[10 10] ; [38 13],[13.52112676  6.47887324] ; [34.47887324 16.52112676],0
s8,1,0.109995,2.554296,[ 6 14] ; [26 25],[ 9.01408451 10.98591549] ; [22.98591549 28.01408451],0
u1,1,0.113399,2.506199,[ 2 18] ; [14 37],[ 4.50704225 15.49295775] ; [11.49295775 39.50704225],0
a4,1,0.14608,2.11271,[ 6 14] ; [25 26],[ 8.73239437 11.26760563] ; [22.26760563 28.73239437],0
p4,1,0.15258,2.046271,[ 8 12] ; [30 21],[10.70422535  9.29577465] ; [27.29577465 23.70422535],0
u3,1,0.159719,1.976886,[8 2] ; [9 8],[6.2962963 3.7037037] ; [10.7037037  6.2962963],0
p6,1,0.162258,1.953055,[ 4 16] ; [19 32],[ 6.47887324 13.52112676] ; [16.52112676 34.47887324],0
a3,1,0.193164,1.693322,[10 10] ; [34 17],[12.3943662  7.6056338] ; [31.6056338 19.3943662],0
d5,1,0.193532,1.690526,[12  7] ; [40 11],[14.11428571  4.88571429] ; [37.88571429 13.11428571],0
s6,1,0.254171,1.300231,[15  5] ; [44  7],[16.61971831  3.38028169] ; [42.38028169  8.61971831],0
r1,1,0.268775,1.22299,[17  3] ; [37 14],[15.21126761  4.78873239] ; [38.78873239 12.21126761],0
p2,1,0.27951,1.169472,[11  9] ; [35 16],[12.95774648  7.04225352] ; [33.04225352 17.95774648],0
s3,1,0.315924,1.005747,[18  2] ; [40 10],[16.57142857  3.42857143] ; [41.42857143  8.57142857],0
b4,1,0.325724,0.965823,[10 10] ; [32 19],[11.83098592  8.16901408] ; [30.16901408 20.83098592],0
p11,1,0.326538,0.962577,[ 8 12] ; [27 24],[ 9.85915493 10.14084507] ; [25.14084507 25.85915493],0
s7,1,0.334519,0.931324,[10  9] ; [32 17],[11.73529412  7.26470588] ; [30.26470588 18.73529412],0
n2,1,0.350122,0.873016,[5 1] ; [10  6],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
s1,1,0.362854,0.827992,[ 3 17] ; [ 4 47],[ 1.97183099 18.02816901] ; [ 5.02816901 45.97183099],0
r3,1,0.389745,0.739739,[19  1] ; [45  6],[18.02816901  1.97183099] ; [45.97183099  5.02816901],0
s5,1,0.415154,0.663991,[ 5 14] ; [18 31],[ 6.42647059 12.57352941] ; [16.57352941 32.42647059],0
n1,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
b5,1,0.448569,0.574265,[11  9] ; [33 18],[12.3943662  7.6056338] ; [31.6056338 19.3943662],0
v2,1,0.462721,0.539305,[ 8 11] ; [26 24],[9.36231884 9.63768116] ; [24.63768116 25.36231884],0
u2,1,0.484118,0.489574,[5 4] ; [ 7 10],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
r2,1,0.499627,0.455729,[19  1] ; [45  5],[18.28571429  1.71428571] ; [45.71428571  4.28571429],0
p3,1,0.500113,0.454696,[10 10] ; [21 30],[ 8.73239437 11.26760563] ; [22.26760563 28.73239437],0
p5,1,0.512709,0.428534,[ 1 19] ; [ 5 46],[ 1.69014085 18.30985915] ; [ 4.30985915 46.69014085],0
a2,1,0.531477,0.391566,[ 3 17] ; [11 40],[ 3.94366197 16.05633803] ; [10.05633803 40.94366197],0
v4,1,0.533377,0.387953,[17  3] ; [46  5],[17.74647887  2.25352113] ; [45.25352113  5.74647887],0
b3,1,0.581729,0.303448,[3 8] ; [12 21],[3.75 7.25] ; [11.25 21.75],0
b2,1,0.581729,0.303448,[3 8] ; [12 21],[3.75 7.25] ; [11.25 21.75],0
d3,1,0.599954,0.275065,[11  8] ; [33 18],[11.94285714  7.05714286] ; [32.05714286 18.94285714],0
a6,1,0.606307,0.265588,[11  8] ; [26 25],[10.04285714  8.95714286] ; [26.95714286 24.04285714],0
v1,1,0.648942,0.207237,[10 10] ; [22 28],[ 9.14285714 10.85714286] ; [22.85714286 27.14285714],0
n3,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
p8,1,0.697837,0.150732,[ 7 13] ; [20 30],[ 7.71428571 12.28571429] ; [19.28571429 30.71428571],0
s4,1,0.733875,0.115583,[ 6 14] ; [13 37],[ 5.42857143 14.57142857] ; [13.57142857 36.42857143],0
b1,1,0.760381,0.093013,[11  9] ; [26 25],[10.42253521  9.57746479] ; [26.57746479 24.42253521],0
p1,1,0.787137,0.072917,[ 2 18] ; [ 4 46],[ 1.71428571 18.28571429] ; [ 4.28571429 45.71428571],0
p7,1,0.817351,0.05334,[10 10] ; [23 26],[ 9.56521739 10.43478261] ; [23.43478261 25.56521739],0
d4,1,0.854499,0.033629,[16  3] ; [42  9],[15.74285714  3.25714286] ; [42.25714286  8.74285714],0
r4,1,0.884198,0.021214,[16  4] ; [40 11],[15.77464789  4.22535211] ; [40.22535211 10.77464789],0
a5,1,0.893763,0.017834,[13  7] ; [34 17],[13.23943662  6.76056338] ; [33.76056338 17.23943662],0
v3,1,0.917196,0.010809,[ 6 12] ; [17 32],[ 6.17910448 11.82089552] ; [16.82089552 32.17910448],0
a8,1,0.926773,0.008447,[ 3 16] ; [ 7 40],[ 2.87878788 16.12121212] ; [ 7.12121212 39.87878788],0
a7,1,0.951496,0.0037,[12  8] ; [31 20],[12.11267606  7.88732394] ; [30.88732394 20.11267606],0
p9,1,0.974475,0.001024,[ 8 12] ; [19 29],[ 7.94117647 12.05882353] ; [19.05882353 28.94117647],0
