Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000167,14.165028,[26 55] ; [210 171],[41.37662338 39.62337662] ; [194.62337662 186.37662338],1
a5,1,0.000198,13.848752,[41 40] ; [273 107],[55.17136659 25.82863341] ; [258.82863341 121.17136659],1
r2,1,0.000435,12.375033,[73  7] ; [374   6],[77.73913043  2.26086957] ; [369.26086957  10.73913043],1
v2,1,0.000742,11.380364,[29 52] ; [204 157],[42.69909502 38.30090498] ; [190.30090498 170.69909502],1
a2,1,0.00109,10.668768,[ 6 75] ; [ 90 291],[16.83116883 64.16883117] ; [ 79.16883117 301.83116883],0
u1,1,0.004124,8.228178,[ 3 78] ; [ 60 321],[11.04545455 69.95454545] ; [ 51.95454545 329.04545455],0
a7,1,0.010566,6.536842,[51 29] ; [294  86],[60. 20.] ; [285.  95.],0
a6,1,0.011123,6.445554,[47 34] ; [274 105],[56.52391304 24.47608696] ; [264.47608696 114.52391304],0
d3,1,0.027132,4.882364,[46 34] ; [266 113],[54.37908497 25.62091503] ; [257.62091503 121.37908497],0
u3,1,0.042814,4.102734,[15 21] ; [77 50],[20.3190184 15.6809816] ; [71.6809816 55.3190184],0
d4,1,0.044764,4.027499,[58 23] ; [308  70],[64.58823529 16.41176471] ; [301.41176471  76.58823529],0
a3,1,0.057569,3.606061,[45 36] ; [252 126],[52.41176471 28.58823529] ; [244.58823529 133.41176471],0
v1,1,0.062969,3.457402,[30 50] ; [183 191],[37.53303965 42.46696035] ; [175.46696035 198.53303965],0
n6,1,0.066517,3.366936,[72  9] ; [304  75],[66.20869565 14.79130435] ; [309.79130435  69.20869565],0
a4,1,0.072918,3.216074,[27 54] ; [167 211],[34.23529412 46.76470588] ; [159.76470588 218.23529412],0
d2,1,0.090439,2.866548,[26 54] ; [162 217],[32.76688453 47.23311547] ; [155.23311547 223.76688453],0
b5,1,0.099867,2.707669,[56 25] ; [226 155],[49.44155844 31.55844156] ; [232.55844156 148.44155844],0
p9,1,0.115819,2.472973,[68 11] ; [291  81],[62.88470067 16.11529933] ; [296.11529933  75.88470067],0
n4,1,0.119369,2.425583,[53 28] ; [281  99],[58.68546638 22.31453362] ; [275.31453362 104.68546638],0
a1,1,0.14192,2.157014,[ 5 76] ; [ 11 370],[ 2.80519481 78.19480519] ; [ 13.19480519 367.80519481],0
p11,1,0.146326,2.110144,[58 23] ; [301  80],[62.94155844 18.05844156] ; [296.05844156  84.94155844],0
p7,1,0.167141,1.908396,[42 38] ; [224 144],[47.5 32.5] ; [218.5 149.5],0
p8,1,0.18227,1.779018,[33 47] ; [184 188],[38.40707965 41.59292035] ; [178.59292035 193.40707965],0
s3,1,0.205258,1.604562,[29 51] ; [164 209],[34.08388521 45.91611479] ; [158.91611479 214.08388521],0
p2,1,0.211404,1.561785,[62 19] ; [311  66],[65.96724891 15.03275109] ; [307.03275109  69.96724891],0
n2,1,0.211749,1.559425,[22  3] ; [58 18],[19.8019802  5.1980198] ; [60.1980198 15.8019802],0
s7,1,0.220776,1.499321,[16 61] ; [100 263],[20.3 56.7] ; [ 95.7 267.3],0
p4,1,0.226142,1.464966,[38 42] ; [206 169],[42.9010989 37.0989011] ; [201.0989011 173.9010989],0
p5,1,0.230807,1.435882,[ 9 72] ; [ 27 350],[ 6.36681223 74.63318777] ; [ 29.63318777 347.36681223],0
u2,1,0.257503,1.282129,[16 20] ; [70 57],[18.99386503 17.00613497] ; [67.00613497 59.99386503],0
d5,1,0.273133,1.200946,[58 22] ; [297  83],[61.73913043 18.26086957] ; [293.26086957  86.73913043],0
b3,1,0.284528,1.145333,[17 29] ; [ 59 145],[13.984 32.016] ; [ 62.016 141.984],0
b2,1,0.284528,1.145333,[17 29] ; [ 59 145],[13.984 32.016] ; [ 62.016 141.984],0
s1,1,0.288208,1.127974,[ 1 80] ; [ 13 360],[ 2.49779736 78.50220264] ; [ 11.50220264 361.49779736],0
s2,1,0.289199,1.123349,[24 57] ; [135 242],[28.12008734 52.87991266] ; [130.87991266 246.12008734],0
n3,1,0.321083,0.984529,[18  7] ; [61 14],[19.75  5.25] ; [59.25 15.75],0
v4,1,0.349056,0.876884,[77  4] ; [368  11],[78.35869565  2.64130435] ; [366.64130435  12.35869565],0
s6,1,0.410392,0.677664,[39 39] ; [205 167],[42.29333333 35.70666667] ; [201.70666667 170.29333333],0
r3,1,0.442874,0.588826,[79  2] ; [374   5],[79.7673913  1.2326087] ; [373.2326087   5.7673913],0
v3,1,0.447214,0.577704,[24 56] ; [125 238],[26.90744921 53.09255079] ; [122.09255079 240.90744921],0
p3,1,0.482269,0.493727,[32 49] ; [165 212],[34.84061135 46.15938865] ; [162.15938865 214.84061135],0
b4,1,0.514881,0.424135,[51 30] ; [225 156],[48.38961039 32.61038961] ; [227.61038961 153.38961039],0
s4,1,0.521119,0.411678,[14 67] ; [ 54 319],[12.13215859 68.86784141] ; [ 55.86784141 317.13215859],0
n5,1,0.670523,0.18099,[55 26] ; [265 112],[56.59388646 24.40611354] ; [263.40611354 113.59388646],0
