Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.472452,[38 53] ; [ 6 70],[23.9760479 67.0239521] ; [20.0239521 55.9760479],1
s7,1,3e-06,21.872702,[52 38] ; [16 58],[37.31707317 52.68292683] ; [30.68292683 43.31707317],1
s2,1,4e-06,21.302673,[54 39] ; [18 60],[39.15789474 53.84210526] ; [32.84210526 45.15789474],1
s3,1,1.2e-05,19.188811,[66 25] ; [30 47],[52. 39.] ; [44. 33.],1
p10,1,0.000207,13.76802,[74 18] ; [42 36],[62.77647059 29.22352941] ; [53.22352941 24.77647059],1
s8,1,0.000304,13.04348,[40 55] ; [13 65],[29.10404624 65.89595376] ; [23.89595376 54.10404624],1
r4,1,0.006306,7.460807,[88  7] ; [61 17],[81.82080925 13.17919075] ; [67.17919075 10.82080925],0
p9,1,0.006814,7.321254,[78 16] ; [50 27],[70.3625731 23.6374269] ; [57.6374269 19.3625731],0
p5,1,0.01056,6.537957,[15 79] ; [ 3 74],[ 9.89473684 84.10526316] ; [ 8.10526316 68.89473684],0
p8,1,0.013451,6.108778,[52 42] ; [28 49],[43.97660819 50.02339181] ; [36.02339181 40.97660819],0
r3,1,0.017265,5.66919,[89  6] ; [64 14],[84.01734104 10.98265896] ; [68.98265896  9.01734104],0
n6,1,0.030363,4.688594,[80 15] ; [55 23],[74.13294798 20.86705202] ; [60.86705202 17.13294798],0
p4,1,0.030538,4.67872,[48 45] ; [27 50],[41.02941176 51.97058824] ; [33.97058824 43.02941176],0
n5,1,0.037217,4.340444,[72 23] ; [47 30],[65.72674419 29.27325581] ; [53.27325581 23.72674419],0
s4,1,0.055059,3.680288,[20 75] ; [ 8 70],[15.37572254 79.62427746] ; [12.62427746 65.37572254],0
p12,1,0.063975,3.431206,[11 83] ; [ 3 74],[ 7.69590643 86.30409357] ; [ 6.30409357 70.69590643],0
r1,1,0.06746,3.343768,[74 21] ; [51 27],[68.6416185 26.3583815] ; [56.3583815 21.6416185],0
p2,1,0.072444,3.226763,[72 22] ; [50 28],[66.6744186 27.3255814] ; [55.3255814 22.6744186],0
a7,1,0.077732,3.111689,[63 31] ; [42 36],[57.38372093 36.61627907] ; [47.61627907 30.38372093],0
v1,1,0.107536,2.590059,[47 46] ; [29 47],[41.82248521 51.17751479] ; [34.17751479 41.82248521],0
a4,1,0.133555,2.250683,[15 77] ; [20 58],[18.94117647 73.05882353] ; [16.05882353 61.94117647],0
p11,1,0.140662,2.170708,[74 21] ; [53 25],[69.73988439 25.26011561] ; [57.26011561 20.73988439],0
d4,1,0.146339,2.110002,[52 42] ; [34 43],[47.2748538 46.7251462] ; [38.7251462 38.2748538],0
a1,1,0.15275,2.044575,[ 2 93] ; [ 5 73],[ 3.84393064 91.15606936] ; [ 3.15606936 74.84393064],0
n4,1,0.1621,1.954524,[68 27] ; [48 30],[63.69942197 31.30057803] ; [52.30057803 25.69942197],0
u2,1,0.167464,1.9055,[28 20] ; [16 21],[24.84705882 23.15294118] ; [19.15294118 17.84705882],0
a6,1,0.184565,1.760475,[60 34] ; [42 36],[55.74418605 38.25581395] ; [46.25581395 31.74418605],0
v4,1,0.193321,1.692123,[91  4] ; [70  7],[88.9244186  6.0755814] ; [72.0755814  4.9244186],0
a5,1,0.220462,1.501364,[51 43] ; [35 43],[47. 47.] ; [39. 39.],0
p3,1,0.229341,1.444946,[41 53] ; [27 51],[37.1627907 56.8372093] ; [30.8372093 47.1627907],0
u3,1,0.303332,1.059489,[28 21] ; [17 20],[25.63953488 23.36046512] ; [19.36046512 17.63953488],0
b4,1,0.326088,0.96437,[57 38] ; [41 37],[53.8150289 41.1849711] ; [44.1849711 33.8150289],0
v3,1,0.335202,0.928696,[36 57] ; [24 52],[33.01775148 59.98224852] ; [26.98224852 49.01775148],0
a8,1,0.410482,0.677406,[12 76] ; [ 7 67],[10.32098765 77.67901235] ; [ 8.67901235 65.32098765],0
v2,1,0.431483,0.618828,[42 48] ; [30 44],[39.51219512 50.48780488] ; [32.48780488 41.51219512],0
