Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.472452,[38 53] ; [ 6 70],[23.9760479 67.0239521] ; [20.0239521 55.9760479],1
n3,1,0.437857,0.601892,[15  7] ; [15  4],[16.09756098  5.90243902] ; [13.90243902  5.09756098],0
p6,1,0.462083,0.540845,[32 60] ; [23 55],[29.76470588 62.23529412] ; [25.23529412 52.76470588],0
a2,1,0.462247,0.540449,[ 9 86] ; [ 5 73],[ 7.68786127 87.31213873] ; [ 6.31213873 71.68786127],0
p7,1,0.518348,0.417179,[53 39] ; [40 36],[50.92857143 41.07142857] ; [42.07142857 33.92857143],0
p1,1,0.51982,0.41425,[14 80] ; [ 9 69],[12.56976744 81.43023256] ; [10.43023256 67.56976744],0
n1,1,0.52511,0.403846,[ 7 14] ; [ 9 12],[ 8. 13.] ; [ 8. 13.],0
a3,1,0.528137,0.397975,[45 48] ; [41 36],[47.04705882 45.95294118] ; [38.95294118 38.04705882],0
d3,1,0.608209,0.262791,[41 53] ; [31 47],[39.34883721 54.65116279] ; [32.65116279 45.34883721],0
b1,1,0.654103,0.200767,[37 58] ; [33 45],[38.43930636 56.56069364] ; [31.56069364 46.43930636],0
b2,1,0.689383,0.159754,[20 32] ; [22 30],[21. 31.] ; [21. 31.],0
b3,1,0.689383,0.159754,[20 32] ; [22 30],[21. 31.] ; [21. 31.],0
d2,1,0.704667,0.143662,[22 73] ; [20 58],[23.06358382 71.93641618] ; [18.93641618 59.06358382],0
n2,1,0.76686,0.087903,[17  5] ; [17  4],[17.39534884  4.60465116] ; [16.60465116  4.39534884],0
b5,1,0.801584,0.063151,[53 42] ; [45 33],[53.8150289 41.1849711] ; [44.1849711 33.8150289],0
u4,1,0.888297,0.019729,[ 1 94] ; [ 1 77],[ 1.0982659 93.9017341] ; [ 0.9017341 77.0982659],0
u1,1,0.903671,0.014647,[ 4 91] ; [ 3 75],[ 3.84393064 91.15606936] ; [ 3.15606936 74.84393064],0
s1,1,0.929117,0.007913,[ 5 87] ; [ 4 74],[ 4.87058824 87.12941176] ; [ 4.12941176 73.87058824],0
d1,1,0.979786,0.000642,[ 6 89] ; [ 5 73],[ 6.04046243 88.95953757] ; [ 4.95953757 73.04046243],0
