Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,115.75006,[271  52] ; [113 159],[208.45714286 114.54285714] ; [175.54285714  96.45714286],1
p8,1,0.0,35.738795,[205 115] ; [105 162],[168.99488927 151.00511073] ; [141.00511073 125.99488927],1
p6,1,0.0,34.287902,[161 157] ; [ 72 196],[126.44027304 191.55972696] ; [106.55972696 161.44027304],1
p7,1,0.0,32.281598,[243  76] ; [142 122],[210.66037736 108.33962264] ; [174.33962264  89.66037736],1
p5,1,0.0,31.362228,[ 65 255] ; [ 13 261],[ 42.02020202 277.97979798] ; [ 35.97979798 238.02020202],1
p10,1,0.0,25.305569,[288  32] ; [203  70],[264.95784148  55.04215852] ; [226.04215852  46.95784148],1
p9,1,2.6e-05,17.663138,[293  29] ; [211  57],[275.06440678  46.93559322] ; [228.93559322  39.06440678],1
v1,1,6.6e-05,15.918805,[201 112] ; [128 140],[177.24096386 135.75903614] ; [151.75903614 116.24096386],1
p2,1,0.000452,12.302525,[291  31] ; [220  54],[276.07718121  45.92281879] ; [234.92281879  39.07718121],1
s7,1,0.000487,12.16488,[181 120] ; [121 145],[160.32098765 140.67901235] ; [141.67901235 124.32098765],1
v3,1,0.001245,10.422328,[154 158] ; [ 95 169],[134.875 177.125] ; [114.125 149.875],0
n6,1,0.001519,10.055662,[297  25] ; [229  44],[284.65882353  37.34117647] ; [241.34117647  31.65882353],0
u1,1,0.001783,9.760624,[ 90 233] ; [ 47 228],[ 73.99832776 249.00167224] ; [ 63.00167224 211.99832776],0
s8,1,0.001996,9.553534,[175 145] ; [115 159],[156.22895623 163.77104377] ; [133.77104377 140.22895623],0
s5,1,0.003616,8.467258,[123 182] ; [ 76 189],[106.48245614 198.51754386] ; [ 92.51754386 172.48245614],0
v4,1,0.005457,7.721276,[310  11] ; [248  24],[302.0539629  18.9460371] ; [255.9460371  16.0539629],0
r4,1,0.006625,7.371849,[301  22] ; [238  37],[291.13210702  31.86789298] ; [247.86789298  27.13210702],0
s6,1,0.010941,6.47495,[230  83] ; [172  98],[215.82504288  97.17495712] ; [186.17495712  83.82504288],0
b1,1,0.011359,6.408221,[142 181] ; [ 93 182],[126.93143813 196.06856187] ; [108.06856187 166.93143813],0
p1,1,0.015354,5.875363,[ 34 288] ; [ 14 259],[ 25.97647059 296.02352941] ; [ 22.02352941 250.97647059],0
s2,1,0.018394,5.558194,[180 138] ; [128 145],[165.72588832 152.27411168] ; [142.27411168 130.72588832],0
p12,1,0.037427,4.330882,[ 34 286] ; [ 16 257],[ 26.98145025 293.01854975] ; [ 23.01854975 249.98145025],0
n5,1,0.057612,3.604824,[285  37] ; [226  46],[277.00673401  44.99326599] ; [233.99326599  38.00673401],0
a3,1,0.057961,3.594775,[260  61] ; [205  70],[250.44463087  70.55536913] ; [214.55536913  60.44463087],0
v2,1,0.068522,3.318085,[198 118] ; [144 117],[187.29982669 128.70017331] ; [154.70017331 106.29982669],0
s3,1,0.070413,3.273369,[191 128] ; [140 127],[180.18600683 138.81399317] ; [150.81399317 116.18600683],0
p11,1,0.073253,3.208572,[270  53] ; [214  61],[261.42474916  61.57525084] ; [222.57525084  52.42474916],0
r3,1,0.075715,3.154558,[309  11] ; [255  18],[304.35075885  15.64924115] ; [259.64924115  13.35075885],0
b4,1,0.091294,2.851412,[180 143] ; [172 103],[190.1270903 132.8729097] ; [161.8729097 113.1270903],0
u3,1,0.136031,2.222289,[39 23] ; [35 35],[34.75757576 27.24242424] ; [39.24242424 30.75757576],0
s4,1,0.151329,2.058808,[ 52 265] ; [ 33 237],[ 45.90289608 271.09710392] ; [ 39.09710392 230.90289608],0
a2,1,0.17755,1.818013,[102 221] ; [ 73 202],[ 94.52341137 228.47658863] ; [ 80.47658863 194.52341137],0
b5,1,0.211843,1.558788,[187 136] ; [173 102],[194.44816054 128.55183946] ; [165.55183946 109.44816054],0
d1,1,0.218369,1.515058,[239  84] ; [191  84],[232.25752508  90.74247492] ; [197.74247492  77.25752508],0
u4,1,0.228188,1.45212,[ 11 311] ; [  5 270],[  8.62981575 313.37018425] ; [  7.37018425 267.62981575],0
b3,1,0.259337,1.272295,[ 89 130] ; [ 57 106],[ 83.70157068 135.29842932] ; [ 62.29842932 100.70157068],0
b2,1,0.259337,1.272295,[ 89 130] ; [ 57 106],[ 83.70157068 135.29842932] ; [ 62.29842932 100.70157068],0
n3,1,0.259354,1.272203,[39 10] ; [50 21],[36.34166667 12.65833333] ; [52.65833333 18.34166667],0
d2,1,0.276637,1.183539,[193 129] ; [151 121],[186.47811448 135.52188552] ; [157.52188552 114.47811448],0
d4,1,0.277666,1.178481,[294  29] ; [242  32],[289.99664992  33.00335008] ; [246.00335008  27.99664992],0
a1,1,0.279281,1.170583,[ 22 301] ; [ 13 262],[ 18.90468227 304.09531773] ; [ 16.09531773 258.90468227],0
r1,1,0.362659,0.828664,[269  52] ; [221  52],[264.7979798  56.2020202] ; [225.2020202  47.7979798],0
r2,1,0.387918,0.745457,[305  13] ; [252  15],[302.77948718  15.22051282] ; [254.22051282  12.77948718],0
s1,1,0.436261,0.606098,[ 12 309] ; [  7 262],[ 10.33728814 310.66271186] ; [  8.66271186 260.33728814],0
a8,1,0.448948,0.573306,[ 45 243] ; [ 45 204],[ 48.26815642 239.73184358] ; [ 41.73184358 207.26815642],0
a5,1,0.5166,0.420675,[264  59] ; [219  56],[260.88461538  62.11538462] ; [222.11538462  52.88461538],0
n1,1,0.550897,0.355712,[23 26] ; [29 41],[21.41176471 27.58823529] ; [30.58823529 39.41176471],0
a6,1,0.630181,0.231815,[226  96] ; [188  87],[223.29648241  98.70351759] ; [190.70351759  84.29648241],0
a4,1,0.671309,0.180075,[176 146] ; [145 129],[173.4261745 148.5738255] ; [147.5738255 126.4261745],0
d3,1,0.672689,0.178473,[241  82] ; [201  74],[238.73913043  84.26086957] ; [203.26086957  71.73913043],0
n2,1,0.814279,0.055183,[37 12] ; [53 19],[36.44628099 12.55371901] ; [53.55371901 18.44628099],0
u2,1,0.835757,0.042983,[35 28] ; [39 29],[35.58778626 27.41221374] ; [38.41221374 29.58778626],0
a7,1,0.86678,0.02814,[237  85] ; [200  74],[236.09731544  85.90268456] ; [200.90268456  73.09731544],0
