Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.4e-05,16.702698,[58  4] ; [73 38],[46.94797688 15.05202312] ; [84.05202312 26.94797688],1
r4,1,0.068847,3.310308,[55  7] ; [90 26],[50.50561798 11.49438202] ; [94.49438202 21.50561798],0
d4,1,0.068847,3.310308,[55  7] ; [90 26],[50.50561798 11.49438202] ; [94.49438202 21.50561798],0
n6,1,0.106455,2.606079,[49 13] ; [77 37],[44.38636364 17.61363636] ; [81.61363636 32.38636364],0
s8,1,0.115158,2.481963,[26 36] ; [35 81],[21.24719101 40.75280899] ; [39.75280899 76.24719101],0
v4,1,0.134692,2.237574,[58  4] ; [99 16],[54.99435028  7.00564972] ; [102.00564972  12.99435028],0
s6,1,0.14503,2.123765,[39 21] ; [61 53],[34.48275862 25.51724138] ; [65.51724138 48.48275862],0
s5,1,0.172192,1.863754,[20 37] ; [27 81],[16.23636364 40.76363636] ; [30.76363636 77.23636364],0
d5,1,0.172813,1.85837,[52 10] ; [87 29],[48.41573034 13.58426966] ; [90.58426966 25.41573034],0
p2,1,0.194438,1.683666,[45 17] ; [73 43],[41.1011236 20.8988764] ; [76.8988764 39.1011236],0
r3,1,0.201633,1.630508,[56  5] ; [97 17],[53.33142857  7.66857143] ; [99.66857143 14.33142857],0
d1,1,0.228166,1.452258,[40 22] ; [64 52],[36.2247191 25.7752809] ; [67.7752809 48.2247191],0
n1,1,0.252775,1.3079,[ 4 16] ; [15 29],[ 5.9375 14.0625] ; [13.0625 30.9375],0
s4,1,0.266621,1.23405,[18 44] ; [25 91],[14.97752809 47.02247191] ; [28.02247191 87.97752809],0
p6,1,0.267635,1.228826,[22 40] ; [31 82],[18.77714286 43.22285714] ; [34.22285714 78.77714286],0
p7,1,0.276777,1.182847,[32 28] ; [50 62],[28.60465116 31.39534884] ; [53.39534884 58.60465116],0
s2,1,0.277851,1.177574,[32 30] ; [50 66],[28.56179775 33.43820225] ; [53.43820225 62.56179775],0
n4,1,0.289445,1.122203,[42 20] ; [68 46],[38.75 23.25] ; [71.25 42.75],0
r1,1,0.302194,1.064486,[49 13] ; [82 32],[46.14772727 15.85227273] ; [84.85227273 29.14772727],0
v2,1,0.345359,0.890438,[34 25] ; [54 54],[31.08982036 27.91017964] ; [56.91017964 51.08982036],0
