Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.4e-05,16.702698,[58  4] ; [73 38],[46.94797688 15.05202312] ; [84.05202312 26.94797688],1
n2,1,0.35551,0.853691,[16  4] ; [31 14],[14.46153846  5.53846154] ; [32.53846154 12.46153846],0
s7,1,0.359658,0.839086,[24 33] ; [38 71],[21.28915663 35.71084337] ; [40.71084337 68.28915663],0
n5,1,0.391258,0.735028,[40 22] ; [66 48],[37.34090909 24.65909091] ; [68.65909091 45.34090909],0
d3,1,0.397506,0.715857,[48 14] ; [83 33],[45.62921348 16.37078652] ; [85.37078652 30.62921348],0
u3,1,0.434891,0.609726,[10 12] ; [16 29],[ 8.53731343 13.46268657] ; [17.46268657 27.53731343],0
a7,1,0.448682,0.573979,[49 13] ; [85 30],[46.93785311 15.06214689] ; [87.06214689 27.93785311],0
n3,1,0.464344,0.535404,[14  6] ; [26 17],[12.6984127  7.3015873] ; [27.3015873 15.6984127],0
v3,1,0.481443,0.495593,[24 37] ; [37 72],[21.88823529 39.11176471] ; [39.11176471 69.88823529],0
p12,1,0.525504,0.403078,[ 2 60] ; [  2 113],[ 1.40112994 60.59887006] ; [  2.59887006 112.40112994],0
a4,1,0.581476,0.303854,[28 34] ; [47 68],[26.27118644 35.72881356] ; [48.72881356 66.27118644],0
p1,1,0.586964,0.29511,[ 3 59] ; [  8 108],[ 3.83146067 58.16853933] ; [  7.16853933 108.83146067],0
b5,1,0.598305,0.27756,[42 20] ; [74 42],[40.40449438 21.59550562] ; [75.59550562 40.40449438],0
v1,1,0.614236,0.254052,[28 34] ; [47 67],[26.42045455 35.57954545] ; [48.57954545 65.42045455],0
u1,1,0.643249,0.214518,[13 49] ; [21 95],[11.84269663 50.15730337] ; [22.15730337 93.84269663],0
p5,1,0.673096,0.178002,[ 6 56] ; [  9 106],[ 5.25423729 56.74576271] ; [  9.74576271 105.25423729],0
a6,1,0.686546,0.16285,[43 19] ; [77 39],[41.79775281 20.20224719] ; [78.20224719 37.79775281],0
b4,1,0.70145,0.146967,[35 27] ; [62 54],[33.78651685 28.21348315] ; [63.21348315 52.78651685],0
d2,1,0.731068,0.118133,[30 32] ; [53 63],[28.91011236 33.08988764] ; [54.08988764 61.91011236],0
p8,1,0.734751,0.114794,[25 37] ; [43 71],[23.95454545 38.04545455] ; [44.04545455 69.95454545],0
s1,1,0.738073,0.111828,[ 4 58] ; [  9 106],[ 4.55367232 57.44632768] ; [  8.44632768 106.55367232],0
a5,1,0.756173,0.096416,[41 21] ; [74 42],[40.05617978 21.94382022] ; [74.94382022 41.05617978],0
p4,1,0.77101,0.084713,[26 35] ; [46 68],[25.09714286 35.90285714] ; [46.90285714 67.09714286],0
a2,1,0.805791,0.060447,[16 46] ; [28 88],[15.3258427 46.6741573] ; [28.6741573 87.3258427],0
a3,1,0.851887,0.034861,[39 22] ; [70 42],[38.43352601 22.56647399] ; [70.56647399 41.43352601],0
s3,1,0.91147,0.012362,[31 31] ; [56 58],[30.64772727 31.35227273] ; [56.35227273 57.64772727],0
u2,1,0.913525,0.011792,[ 9 14] ; [17 28],[ 8.79411765 14.20588235] ; [17.20588235 27.79411765],0
b3,1,0.919131,0.010308,[10 18] ; [21 36],[10.21176471 17.78823529] ; [20.78823529 36.21176471],0
b2,1,0.919131,0.010308,[10 18] ; [21 36],[10.21176471 17.78823529] ; [20.78823529 36.21176471],0
p3,1,0.927968,0.008173,[19 43] ; [36 79],[19.26553672 42.73446328] ; [35.73446328 79.26553672],0
a8,1,0.955125,0.003166,[ 5 47] ; [10 91],[ 5.09803922 46.90196078] ; [ 9.90196078 91.09803922],0
