Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.046089,3.978342,[3 1] ; [ 8 23],[1.25714286 2.74285714] ; [ 9.74285714 21.25714286],0
s8,1,0.071745,3.242647,[1 3] ; [ 1 31],[0.22222222 3.77777778] ; [ 1.77777778 30.22222222],0
s7,1,0.078403,3.097701,[2 2] ; [ 4 25],[0.72727273 3.27272727] ; [ 5.27272727 23.72727273],0
d1,1,0.151494,2.057143,[3 1] ; [12 20],[1.66666667 2.33333333] ; [13.33333333 18.66666667],0
p7,1,0.156376,2.008929,[2 2] ; [ 6 26],[0.88888889 3.11111111] ; [ 7.11111111 24.88888889],0
r1,1,0.192084,1.701562,[3 1] ; [13 19],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
a8,1,0.200825,1.636364,[1 3] ; [ 2 30],[0.33333333 3.66666667] ; [ 2.66666667 29.33333333],0
p11,1,0.220671,1.5,[2 2] ; [ 7 25],[1. 3.] ; [ 8. 24.],0
v2,1,0.220671,1.5,[2 2] ; [ 7 25],[1. 3.] ; [ 8. 24.],0
b1,1,0.345033,0.891641,[3 1] ; [16 16],[2.11111111 1.88888889] ; [16.88888889 15.11111111],0
b5,1,0.345033,0.891641,[1 3] ; [16 16],[1.88888889 2.11111111] ; [15.11111111 16.88888889],0
p1,1,0.348501,0.878906,[1 3] ; [ 3 29],[0.44444444 3.55555556] ; [ 3.55555556 28.44444444],0
a3,1,0.376881,0.780852,[3 1] ; [16 15],[2.17142857 1.82857143] ; [16.82857143 14.17142857],0
a7,1,0.406483,0.689062,[1 3] ; [15 17],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
a5,1,0.406483,0.689062,[1 3] ; [15 17],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
a6,1,0.406483,0.689062,[1 3] ; [15 17],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
r2,1,0.443179,0.588038,[3 1] ; [17 14],[2.28571429 1.71428571] ; [17.71428571 13.28571429],0
a4,1,0.481717,0.494974,[2 2] ; [10 21],[1.37142857 2.62857143] ; [10.62857143 20.37142857],0
s5,1,0.495521,0.464516,[1 3] ; [ 4 28],[0.55555556 3.44444444] ; [ 4.44444444 27.55555556],0
n2,1,0.515305,0.42328,[1 1] ; [ 5 13],[0.6 1.4] ; [ 5.4 12.6],0
b3,1,0.571608,0.32,[2 2] ; [ 7 13],[1.5 2.5] ; [ 7.5 12.5],0
b2,1,0.571608,0.32,[2 2] ; [ 7 13],[1.5 2.5] ; [ 7.5 12.5],0
n6,1,0.571751,0.319761,[2 2] ; [11 20],[1.48571429 2.51428571] ; [11.51428571 19.48571429],0
n4,1,0.628745,0.233766,[2 2] ; [20 12],[2.44444444 1.55555556] ; [19.55555556 12.44444444],0
n1,1,0.639207,0.21978,[1 1] ; [ 6 12],[0.7 1.3] ; [ 6.3 11.7],0
r3,1,0.719918,0.128571,[2 2] ; [13 19],[1.66666667 2.33333333] ; [13.33333333 18.66666667],0
r4,1,0.765875,0.08867,[1 3] ; [ 6 26],[0.77777778 3.22222222] ; [ 6.22222222 25.77777778],0
p2,1,0.765875,0.08867,[1 3] ; [ 6 26],[0.77777778 3.22222222] ; [ 6.22222222 25.77777778],0
p3,1,0.765875,0.08867,[1 3] ; [ 6 26],[0.77777778 3.22222222] ; [ 6.22222222 25.77777778],0
v3,1,0.765875,0.08867,[1 3] ; [ 6 26],[0.77777778 3.22222222] ; [ 6.22222222 25.77777778],0
n5,1,0.812524,0.05625,[2 2] ; [18 14],[2.22222222 1.77777778] ; [17.77777778 14.22222222],0
v1,1,0.887288,0.020089,[1 3] ; [ 7 25],[0.88888889 3.11111111] ; [ 7.11111111 24.88888889],0
s6,1,0.895333,0.017308,[1 3] ; [ 9 23],[1.11111111 2.88888889] ; [ 8.88888889 23.11111111],0
d5,1,0.906041,0.013932,[2 2] ; [17 15],[2.11111111 1.88888889] ; [16.88888889 15.11111111],0
d3,1,0.906041,0.013932,[2 2] ; [15 17],[1.88888889 2.11111111] ; [15.11111111 16.88888889],0
d2,1,0.951564,0.00369,[2 2] ; [16 15],[2.05714286 1.94285714] ; [15.94285714 15.05714286],0
