Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,45.582976,[ 26 127] ; [32 15],[ 44.37 108.63] ; [13.63 33.37],1
s6,1,0.0,34.619514,[ 55 105] ; [39  8],[72.65700483 87.34299517] ; [21.34299517 25.65700483],1
r1,1,0.000402,12.523333,[88 72] ; [40  8],[98.46153846 61.53846154] ; [29.53846154 18.46153846],1
s3,1,0.000639,11.657435,[ 58 100] ; [31 17],[68.26213592 89.73786408] ; [20.73786408 27.26213592],1
s2,1,0.000781,11.284739,[ 42 118] ; [25 23],[ 51.53846154 108.46153846] ; [15.46153846 32.53846154],1
p10,1,0.000892,11.039233,[83 76] ; [38 10],[92.94202899 66.05797101] ; [28.05797101 19.94202899],1
a5,1,0.001692,9.857393,[83 78] ; [37 11],[92.44019139 68.55980861] ; [27.55980861 20.44019139],0
s5,1,0.001697,9.851418,[ 26 133] ; [18 30],[ 33.79710145 125.20289855] ; [10.20289855 37.79710145],0
r4,1,0.002244,9.33842,[108  53] ; [43  5],[116.32057416  44.67942584] ; [34.67942584 13.32057416],0
d5,1,0.004161,8.212068,[97 62] ; [40  8],[105.23188406  53.76811594] ; [31.76811594 16.23188406],0
d1,1,0.007634,7.117432,[ 56 105] ; [27 21],[63.93779904 97.06220096] ; [19.06220096 28.93779904],0
n1,1,0.008708,6.88172,[20 42] ; [12  6],[24.8 37.2] ; [ 7.2 10.8],0
p8,1,0.009185,6.786413,[ 42 119] ; [22 26],[ 49.30143541 111.69856459] ; [14.69856459 33.30143541],0
p3,1,0.013279,6.131611,[ 22 138] ; [14 34],[ 27.69230769 132.30769231] ; [ 8.30769231 39.69230769],0
p11,1,0.021379,5.295635,[91 70] ; [36 12],[97.83253589 63.16746411] ; [29.16746411 18.83253589],0
p9,1,0.022794,5.18414,[95 60] ; [38 10],[101.55172414  53.44827586] ; [31.44827586 16.55172414],0
a4,1,0.029262,4.752113,[ 49 110] ; [23 25],[ 55.30434783 103.69565217] ; [16.69565217 31.30434783],0
u1,1,0.034409,4.474276,[ 13 148] ; [ 9 39],[ 16.94736842 144.05263158] ; [ 5.05263158 42.94736842],0
u3,1,0.034657,4.461983,[29 40] ; [9 3],[32.37037037 36.62962963] ; [5.62962963 6.37037037],0
a3,1,0.035899,4.401884,[92 66] ; [36 12],[98.17475728 59.82524272] ; [29.82524272 18.17475728],0
r3,1,0.045428,4.002669,[122  38] ; [43  5],[126.92307692  33.07692308] ; [38.07692308  9.92307692],0
a2,1,0.0524,3.762948,[ 24 137] ; [13 35],[ 28.50239234 132.49760766] ; [ 8.49760766 39.50239234],0
d2,1,0.057182,3.617286,[ 58 100] ; [25 23],[63.66019417 94.33980583] ; [19.33980583 28.66019417],0
n6,1,0.06438,3.4208,[104  56] ; [38 10],[109.23076923  50.76923077] ; [32.76923077 15.23076923],0
n2,1,0.088973,2.892857,[39 24] ; [15  3],[42. 21.] ; [12.  6.],0
p7,1,0.101323,2.684589,[ 52 104] ; [21 24],[56.65671642 99.34328358] ; [16.34328358 28.65671642],0
v1,1,0.115201,2.481384,[ 42 117] ; [18 29],[ 46.31067961 112.68932039] ; [13.68932039 33.31067961],0
v4,1,0.123873,2.367651,[127  32] ; [43  5],[130.57971014  28.42028986] ; [39.42028986  8.57971014],0
p2,1,0.132435,2.26373,[97 62] ; [35 13],[101.39130435  57.60869565] ; [30.60869565 17.39130435],0
u2,1,0.16421,1.935022,[31 38] ; [8 4],[33.22222222 35.77777778] ; [5.77777778 6.22222222],0
d4,1,0.178952,1.806308,[107  53] ; [37 11],[110.76923077  49.23076923] ; [33.23076923 14.76923077],0
p5,1,0.196615,1.66734,[  6 153] ; [ 4 44],[  7.68115942 151.31884058] ; [ 2.31884058 45.68115942],0
b4,1,0.199725,1.644381,[94 67] ; [23 25],[90.1291866 70.8708134] ; [26.8708134 21.1291866],0
n4,1,0.209107,1.577597,[98 63] ; [34 14],[101.68421053  59.31578947] ; [30.31578947 17.68421053],0
a1,1,0.214489,1.540862,[ 11 150] ; [ 1 47],[  9.24401914 151.75598086] ; [ 2.75598086 45.24401914],0
v3,1,0.218898,1.511582,[ 24 133] ; [11 37],[ 26.80487805 130.19512195] ; [ 8.19512195 39.80487805],0
p6,1,0.287885,1.129488,[ 20 138] ; [ 9 39],[ 22.24271845 135.75728155] ; [ 6.75728155 41.24271845],0
p12,1,0.312715,1.019173,[  5 154] ; [ 3 44],[  6.17475728 152.82524272] ; [ 1.82524272 45.17475728],0
n3,1,0.324944,0.968941,[35 26] ; [12  5],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
s4,1,0.363457,0.825912,[ 25 135] ; [10 37],[ 27.0531401 132.9468599] ; [ 7.9468599 39.0531401],0
n5,1,0.401402,0.704123,[100  61] ; [33 15],[102.45454545  58.54545455] ; [30.54545455 17.45454545],0
b5,1,0.465384,0.532915,[100  61] ; [27 21],[97.83253589 63.16746411] ; [29.16746411 18.83253589],0
r2,1,0.472253,0.516699,[136  23] ; [43  5],[137.49275362  21.50724638] ; [41.50724638  6.49275362],0
p1,1,0.485464,0.486564,[ 11 147] ; [ 2 46],[  9.97087379 148.02912621] ; [ 3.02912621 44.97087379],0
d3,1,0.544812,0.366693,[81 77] ; [27 21],[82.83495146 75.16504854] ; [25.16504854 22.83495146],0
s1,1,0.587171,0.294785,[ 10 150] ; [ 2 46],[  9.23076923 150.76923077] ; [ 2.76923077 45.23076923],0
a8,1,0.660514,0.192899,[ 18 136] ; [ 4 39],[ 17.19796954 136.80203046] ; [ 4.80203046 38.19796954],0
b2,1,0.708467,0.139813,[28 60] ; [11 20],[28.84033613 59.15966387] ; [10.15966387 20.84033613],0
b3,1,0.708467,0.139813,[28 60] ; [11 20],[28.84033613 59.15966387] ; [10.15966387 20.84033613],0
b1,1,0.752618,0.099344,[63 98] ; [20 28],[63.93779904 97.06220096] ; [19.06220096 28.93779904],0
