Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,23.123799,[29  6] ; [34 62],[16.83206107 18.16793893] ; [46.16793893 49.83206107],1
n4,1,0.195948,1.672318,[27  8] ; [64 34],[23.94736842 11.05263158] ; [67.05263158 30.94736842],0
b4,1,0.262672,1.25462,[21 14] ; [48 50],[18.15789474 16.84210526] ; [50.84210526 47.15789474],0
u2,1,0.266575,1.234286,[8 6] ; [16 24],[6.22222222 7.77777778] ; [17.77777778 22.22222222],0
s2,1,0.270385,1.214791,[ 7 28] ; [12 85],[ 5.03787879 29.96212121] ; [13.96212121 83.03787879],0
s4,1,0.278726,1.173291,[ 6 29] ; [10 88],[ 4.21052632 30.78947368] ; [11.78947368 86.21052632],0
u3,1,0.291797,1.11131,[7 7] ; [14 27],[5.34545455 8.65454545] ; [15.65454545 25.34545455],0
d3,1,0.296285,1.090842,[16 19] ; [35 63],[13.42105263 21.57894737] ; [37.57894737 60.42105263],0
p11,1,0.384545,0.756122,[26  9] ; [65 33],[23.94736842 11.05263158] ; [67.05263158 30.94736842],0
b1,1,0.455429,0.557104,[19 16] ; [46 52],[17.10526316 17.89473684] ; [47.89473684 50.10526316],0
u1,1,0.478746,0.501719,[ 2 33] ; [ 3 95],[ 1.31578947 33.68421053] ; [ 3.68421053 94.31578947],0
d4,1,0.508734,0.43667,[25 10] ; [64 34],[23.42105263 11.57894737] ; [65.57894737 32.42105263],0
r1,1,0.56495,0.331205,[23 12] ; [59 39],[21.57894737 13.42105263] ; [60.42105263 37.57894737],0
p1,1,0.620503,0.245161,[ 3 32] ; [ 6 92],[ 2.36842105 32.63157895] ; [ 6.63157895 91.36842105],0
n5,1,0.634665,0.225787,[25 10] ; [74 24],[26.05263158  8.94736842] ; [72.94736842 25.05263158],0
n1,1,0.649542,0.206478,[5 8] ; [12 26],[4.33333333 8.66666667] ; [12.66666667 25.33333333],0
a8,1,0.667753,0.184241,[ 3 31] ; [ 6 85],[ 2.448 31.552] ; [ 6.552 84.448],0
b5,1,0.708118,0.140164,[17 18] ; [44 54],[16.05263158 18.94736842] ; [44.94736842 53.05263158],0
a5,1,0.732086,0.117205,[21 14] ; [62 36],[21.84210526 13.15789474] ; [61.15789474 36.84210526],0
a3,1,0.849776,0.035874,[21 14] ; [57 41],[20.52631579 14.47368421] ; [57.47368421 40.52631579],0
a4,1,0.916612,0.010962,[13 22] ; [37 60],[13.25757576 21.74242424] ; [36.74242424 60.25757576],0
a1,1,0.93053,0.0076,[ 2 33] ; [ 6 92],[ 2.10526316 32.89473684] ; [ 5.89473684 92.10526316],0
n6,1,0.938011,0.006048,[28  7] ; [77 20],[27.84090909  7.15909091] ; [77.15909091 19.84090909],0
b2,1,0.940709,0.005532,[ 9 13] ; [24 36],[ 8.85365854 13.14634146] ; [24.14634146 35.85365854],0
b3,1,0.940709,0.005532,[ 9 13] ; [24 36],[ 8.85365854 13.14634146] ; [24.14634146 35.85365854],0
n2,1,0.948556,0.004163,[8 5] ; [23 15],[7.90196078 5.09803922] ; [23.09803922 14.90196078],0
p5,1,0.952592,0.003535,[ 3 32] ; [ 8 89],[ 2.91666667 32.08333333] ; [ 8.08333333 88.91666667],0
p12,1,0.971932,0.001238,[ 1 33] ; [ 3 95],[ 1.03030303 32.96969697] ; [ 2.96969697 95.03030303],0
d2,1,0.990345,0.000146,[16 19] ; [44 52],[16.03053435 18.96946565] ; [43.96946565 52.03053435],0
