Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.555587,[42 10] ; [17 29],[31.30612245 20.69387755] ; [27.69387755 18.30612245],1
b5,1,0.003002,8.806101,[44 10] ; [26 22],[37.05882353 16.94117647] ; [32.94117647 15.05882353],0
s8,1,0.00704,7.262824,[33 20] ; [17 31],[26.23762376 26.76237624] ; [23.76237624 24.23762376],0
s6,1,0.026701,4.910035,[41 11] ; [28 20],[35.88 16.12] ; [33.12 14.88],0
p10,1,0.028252,4.812601,[46  7] ; [33 15],[41.45544554 11.54455446] ; [37.54455446 10.45544554],0
a6,1,0.053504,3.728107,[44 10] ; [31 17],[39.70588235 14.29411765] ; [35.29411765 12.70588235],0
a5,1,0.055585,3.664462,[43 11] ; [30 18],[38.64705882 15.35294118] ; [34.35294118 13.64705882],0
d3,1,0.104692,2.632575,[41 13] ; [28 18],[37.26 16.74] ; [31.74 14.26],0
n4,1,0.119102,2.429085,[47  7] ; [36 12],[43.94117647 10.05882353] ; [39.05882353  8.94117647],0
a7,1,0.121472,2.398243,[43 11] ; [31 16],[39.56435644 14.43564356] ; [34.43564356 12.56435644],0
r1,1,0.138557,2.193909,[43 11] ; [32 16],[39.70588235 14.29411765] ; [35.29411765 12.70588235],0
a2,1,0.147015,2.10295,[22 32] ; [13 35],[18.52941176 35.47058824] ; [16.47058824 31.52941176],0
u1,1,0.174679,1.842323,[19 35] ; [11 37],[15.88235294 38.11764706] ; [14.11764706 33.88235294],0
s2,1,0.223153,1.483981,[35 18] ; [26 22],[32.00990099 20.99009901] ; [28.99009901 19.00990099],0
a3,1,0.223723,1.480329,[37 17] ; [38 10],[39.70588235 14.29411765] ; [35.29411765 12.70588235],0
n5,1,0.231739,1.430159,[40 13] ; [31 17],[37.25742574 15.74257426] ; [33.74257426 14.25742574],0
b3,1,0.231806,1.429747,[18 20] ; [18 11],[20.41791045 17.58208955] ; [15.58208955 13.41791045],0
b2,1,0.231806,1.429747,[18 20] ; [18 11],[20.41791045 17.58208955] ; [15.58208955 13.41791045],0
