Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.029537,[46 35] ; [ 7 58],[29.40410959 51.59589041] ; [23.59589041 41.40410959],1
a3,1,4e-06,21.28046,[59 23] ; [22 43],[45.18367347 36.81632653] ; [35.81632653 29.18367347],1
d1,1,4e-05,16.855331,[47 36] ; [15 50],[34.77027027 48.22972973] ; [27.22972973 37.77027027],1
d5,1,0.00022,13.651307,[65 18] ; [32 33],[54.39864865 28.60135135] ; [42.60135135 22.39864865],1
d3,1,0.000486,12.169128,[57 26] ; [26 39],[46.5472973 36.4527027] ; [36.4527027 28.5472973],1
a6,1,0.000943,10.936873,[57 26] ; [27 38],[47.10810811 35.89189189] ; [36.89189189 28.10810811],1
d2,1,0.002007,9.54304,[48 34] ; [21 43],[38.75342466 43.24657534] ; [30.24657534 33.75342466],0
r2,1,0.002342,9.259726,[73  8] ; [45 19],[65.91724138 15.08275862] ; [52.08275862 11.91724138],0
p6,1,0.003937,8.312618,[ 7 74] ; [17 47],[13.40689655 67.59310345] ; [10.59310345 53.40689655],0
r1,1,0.005894,7.582391,[63 19] ; [36 29],[55.2244898 26.7755102] ; [43.7755102 21.2244898],0
d4,1,0.006074,7.528277,[65 18] ; [36 27],[57.41780822 25.58219178] ; [43.58219178 19.41780822],0
u1,1,0.007332,7.18989,[14 69] ; [ 2 63],[ 8.97297297 74.02702703] ; [ 7.02702703 57.97297297],0
a7,1,0.025008,5.02332,[56 26] ; [32 32],[49.42465753 32.57534247] ; [38.57534247 25.42465753],0
v1,1,0.044718,4.029248,[32 51] ; [15 50],[26.35810811 56.64189189] ; [20.64189189 44.35810811],0
p4,1,0.060948,3.511387,[34 48] ; [17 47],[28.64383562 53.35616438] ; [22.35616438 41.64383562],0
r4,1,0.064889,3.407802,[57 26] ; [35 30],[51.59459459 31.40540541] ; [40.40540541 24.59459459],0
n4,1,0.147244,2.100568,[55 27] ; [36 29],[50.76190476 31.23809524] ; [40.23809524 24.76190476],0
r3,1,0.153011,2.041975,[66 16] ; [45 19],[62.34246575 19.65753425] ; [48.65753425 15.34246575],0
