Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.952979,[15 38] ; [70 12],[33.37037037 19.62962963] ; [51.62962963 30.37037037],1
a5,1,0.006752,7.337879,[21 32] ; [52 30],[28.65925926 24.34074074] ; [44.34074074 37.65925926],0
n1,1,0.007347,7.186086,[ 7 21] ; [19 13],[12.13333333 15.86666667] ; [13.86666667 18.13333333],0
a8,1,0.00986,6.660011,[ 1 52] ; [12 64],[ 5.34108527 47.65891473] ; [ 7.65891473 68.34108527],0
s7,1,0.017037,5.692568,[10 38] ; [32 45],[16.128 31.872] ; [25.872 51.128],0
s4,1,0.017344,5.66124,[16 37] ; [11 71],[10.6 42.4] ; [16.4 65.6],0
u1,1,0.029187,4.756529,[ 2 51] ; [13 69],[ 5.88888889 47.11111111] ; [ 9.11111111 72.88888889],0
n6,1,0.033939,4.497775,[27 26] ; [56 25],[32.82835821 20.17164179] ; [50.17164179 30.82835821],0
v3,1,0.037286,4.337312,[ 6 46] ; [21 58],[10.71755725 41.28244275] ; [16.28244275 62.71755725],0
r2,1,0.077995,3.1062,[40 13] ; [69 10],[43.76515152  9.23484848] ; [65.23484848 13.76515152],0
u3,1,0.091384,2.849821,[13 10] ; [10 20],[ 9.98113208 13.01886792] ; [13.01886792 16.98113208],0
r1,1,0.094536,2.795381,[27 26] ; [53 28],[31.64179104 21.35820896] ; [48.35820896 32.64179104],0
a4,1,0.115308,2.479919,[16 37] ; [35 45],[20.32330827 32.67669173] ; [30.67669173 49.32330827],0
d1,1,0.179468,1.802025,[19 34] ; [39 43],[22.77037037 30.22962963] ; [35.22962963 46.77037037],0
u2,1,0.184533,1.760731,[11 12] ; [ 9 21],[ 8.67924528 14.32075472] ; [11.32075472 18.67924528],0
d2,1,0.188165,1.731927,[21 32] ; [41 39],[24.70676692 28.29323308] ; [37.29323308 42.70676692],0
p3,1,0.200463,1.638998,[14 39] ; [30 51],[17.40298507 35.59701493] ; [26.59701493 54.40298507],0
b2,1,0.201841,1.629004,[ 7 22] ; [18 29],[ 9.53947368 19.46052632] ; [15.46052632 31.53947368],0
b3,1,0.201841,1.629004,[ 7 22] ; [18 29],[ 9.53947368 19.46052632] ; [15.46052632 31.53947368],0
a2,1,0.208244,1.583591,[ 6 47] ; [16 66],[ 8.63703704 44.36296296] ; [13.36296296 68.63703704],0
a1,1,0.208802,1.579711,[ 3 50] ; [10 72],[ 5.1037037 47.8962963] ; [ 7.8962963 74.1037037],0
b5,1,0.21618,1.529553,[36 17] ; [47 35],[32.58518519 20.41481481] ; [50.41481481 31.58518519],0
n3,1,0.219337,1.508701,[18 10] ; [15 16],[15.66101695 12.33898305] ; [17.33898305 13.66101695],0
v4,1,0.238956,1.386743,[44  9] ; [61 21],[41.22222222 11.77777778] ; [63.77777778 18.22222222],0
a3,1,0.2465,1.343031,[29 23] ; [52 27],[32.15267176 19.84732824] ; [48.84732824 30.15267176],0
b1,1,0.249633,1.325357,[35 18] ; [46 36],[31.8 21.2] ; [49.2 32.8],0
p1,1,0.289455,1.122153,[ 4 49] ; [11 71],[ 5.88888889 47.11111111] ; [ 9.11111111 72.88888889],0
s8,1,0.314732,1.010712,[10 42] ; [22 60],[12.41791045 39.58208955] ; [19.58208955 62.41791045],0
p2,1,0.380283,0.769786,[28 25] ; [49 32],[30.45522388 22.54477612] ; [46.54477612 34.45522388],0
r4,1,0.386972,0.748437,[31 22] ; [54 28],[33.37037037 19.62962963] ; [51.62962963 30.37037037],0
p8,1,0.404876,0.693795,[13 39] ; [26 56],[15.13432836 36.86567164] ; [23.86567164 58.13432836],0
a7,1,0.458298,0.550047,[35 17] ; [50 32],[32.98507463 19.01492537] ; [52.01492537 29.98507463],0
s6,1,0.459568,0.546947,[21 31] ; [38 43],[23.06766917 28.93233083] ; [35.93233083 45.06766917],0
a6,1,0.461113,0.543192,[26 27] ; [45 36],[28.08208955 24.91791045] ; [42.91791045 38.08208955],0
s3,1,0.496672,0.46204,[22 31] ; [38 42],[23.90977444 29.09022556] ; [36.09022556 43.90977444],0
d4,1,0.539273,0.37689,[38 15] ; [54 27],[36.3880597 16.6119403] ; [55.6119403 25.3880597],0
p7,1,0.554278,0.349708,[23 30] ; [31 50],[21.35820896 31.64179104] ; [32.64179104 48.35820896],0
s2,1,0.566802,0.328062,[20 33] ; [27 55],[18.45185185 34.54814815] ; [28.54814815 53.45185185],0
p9,1,0.578379,0.308862,[25 25] ; [44 36],[26.53846154 23.46153846] ; [42.46153846 37.53846154],0
