Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,32.133514,[25 26] ; [79  7],[38.71532847 12.28467153] ; [65.28467153 20.71532847],1
p11,1,4e-06,21.199492,[19 32] ; [66 20],[31.64233577 19.35766423] ; [53.35766423 32.64233577],1
p9,1,8e-06,19.861332,[20 26] ; [70 16],[31.36363636 14.63636364] ; [58.63636364 27.36363636],1
r3,1,2.8e-05,17.579085,[28 23] ; [74 11],[38.25 12.75] ; [63.75 21.25],1
p7,1,3.1e-05,17.371324,[11 40] ; [49 35],[22.66666667 28.33333333] ; [37.33333333 46.66666667],1
p10,1,0.000116,14.852031,[17 32] ; [58 26],[27.63157895 21.36842105] ; [47.36842105 36.63157895],1
p4,1,0.000212,13.722353,[ 9 42] ; [42 43],[19.125 31.875] ; [31.875 53.125],1
p8,1,0.000272,13.25355,[ 8 42] ; [40 45],[17.77777778 32.22222222] ; [30.22222222 54.77777778],1
r4,1,0.000617,11.722919,[16 35] ; [53 33],[25.68613139 25.31386861] ; [43.31386861 42.68613139],1
p3,1,0.001241,10.428667,[ 8 42] ; [37 49],[16.54411765 33.45588235] ; [28.45588235 57.54411765],0
s6,1,0.001968,9.579061,[ 8 43] ; [35 50],[16.125 34.875] ; [26.875 58.125],0
n6,1,0.008802,6.862629,[29 21] ; [68 18],[35.66176471 14.33823529] ; [61.33823529 24.66176471],0
p6,1,0.01346,6.107637,[ 6 43] ; [26 57],[11.87878788 37.12121212] ; [20.12121212 62.87878788],0
n3,1,0.014325,5.997662,[12 11] ; [25  5],[16.05660377  6.94339623] ; [20.94339623  9.05660377],0
s1,1,0.017696,5.625983,[ 5 46] ; [ 1 84],[ 2.25 48.75] ; [ 3.75 81.25],0
a1,1,0.022748,5.187677,[ 6 45] ; [ 2 84],[ 2.97810219 48.02189781] ; [ 5.02189781 80.97810219],0
d2,1,0.048506,3.892383,[25 24] ; [29 57],[19.6 29.4] ; [34.4 51.6],0
p1,1,0.053173,3.738458,[ 9 42] ; [ 6 80],[ 5.58394161 45.41605839] ; [ 9.41605839 76.58394161],0
d5,1,0.079289,3.079416,[28 23] ; [60 26],[32.75912409 18.24087591] ; [55.24087591 30.75912409],0
s5,1,0.081774,3.029294,[ 2 48] ; [11 72],[ 4.88721805 45.11278195] ; [ 8.11278195 74.88721805],0
b1,1,0.096609,2.760652,[27 24] ; [33 53],[22.33576642 28.66423358] ; [37.66423358 48.33576642],0
r2,1,0.112254,2.522197,[31 17] ; [65 19],[34.90909091 13.09090909] ; [61.09090909 22.90909091],0
u1,1,0.127119,2.327342,[ 4 47] ; [ 2 84],[ 2.23357664 48.76642336] ; [ 3.76642336 82.23357664],0
a7,1,0.149665,2.075657,[25 26] ; [53 33],[29.03649635 21.96350365] ; [48.96350365 37.03649635],0
s3,1,0.169534,1.887062,[ 9 41] ; [24 60],[12.31343284 37.68656716] ; [20.68656716 63.31343284],0
s7,1,0.17254,1.860735,[ 7 41] ; [20 61],[10.04651163 37.95348837] ; [16.95348837 64.04651163],0
v1,1,0.201057,1.634682,[12 38] ; [29 55],[15.29850746 34.70149254] ; [25.70149254 58.29850746],0
v2,1,0.205648,1.601804,[13 36] ; [32 54],[16.33333333 32.66666667] ; [28.66666667 57.33333333],0
a5,1,0.208397,1.582531,[27 24] ; [36 50],[23.45255474 27.54744526] ; [39.54744526 46.45255474],0
s8,1,0.21194,1.558128,[ 4 47] ; [13 73],[ 6.32846715 44.67153285] ; [10.67153285 75.32846715],0
d3,1,0.231406,1.432199,[21 30] ; [44 41],[24.375 26.625] ; [40.625 44.375],0
b3,1,0.277331,1.180123,[17 17] ; [17 28],[14.63291139 19.36708861] ; [19.36708861 25.63291139],0
b2,1,0.277331,1.180123,[17 17] ; [17 28],[14.63291139 19.36708861] ; [19.36708861 25.63291139],0
u2,1,0.336668,0.923077,[ 7 14] ; [18 21],[ 8.75 12.25] ; [16.25 22.75],0
p12,1,0.410183,0.67827,[ 1 50] ; [ 4 81],[ 1.875 49.125] ; [ 3.125 81.875],0
b4,1,0.415044,0.664305,[26 25] ; [50 36],[28.2919708 22.7080292] ; [47.7080292 38.2919708],0
n2,1,0.450152,0.570268,[13 10] ; [20 10],[14.32075472  8.67924528] ; [18.67924528 11.32075472],0
d1,1,0.482657,0.492855,[19 32] ; [27 59],[17.12408759 33.87591241] ; [28.87591241 57.12408759],0
a2,1,0.483985,0.48987,[ 6 45] ; [ 7 79],[ 4.83941606 46.16058394] ; [ 8.16058394 77.83941606],0
p5,1,0.495847,0.463815,[ 3 47] ; [ 8 78],[ 4.04411765 45.95588235] ; [ 6.95588235 79.04411765],0
n1,1,0.507832,0.438531,[10 13] ; [10 19],[ 8.84615385 14.15384615] ; [11.15384615 17.84615385],0
a3,1,0.592591,0.286316,[30 21] ; [46 39],[28.5 22.5] ; [47.5 37.5],0
n4,1,0.610656,0.259221,[31 20] ; [56 30],[32.38686131 18.61313869] ; [54.61313869 31.38686131],0
a4,1,0.648685,0.207563,[17 33] ; [26 60],[15.80882353 34.19117647] ; [27.19117647 58.80882353],0
b5,1,0.711421,0.136862,[28 23] ; [50 36],[29.03649635 21.96350365] ; [48.96350365 37.03649635],0
v3,1,0.72412,0.124579,[12 38] ; [23 63],[12.86764706 37.13235294] ; [22.13235294 63.86764706],0
n5,1,0.74187,0.10849,[35 16] ; [56 29],[34.125 16.875] ; [56.875 28.125],0
s4,1,0.860227,0.031006,[ 6 45] ; [11 75],[ 6.32846715 44.67153285] ; [10.67153285 75.32846715],0
a8,1,0.897591,0.016565,[ 4 46] ; [ 7 74],[ 4.19847328 45.80152672] ; [ 6.80152672 74.19847328],0
d4,1,0.921928,0.009605,[31 20] ; [53 33],[31.27007299 19.72992701] ; [52.72992701 33.27007299],0
u3,1,0.976041,0.000902,[ 6 15] ; [11 28],[ 5.95 15.05] ; [11.05 27.95],0
a6,1,0.977256,0.000813,[28 23] ; [47 39],[27.91970803 23.08029197] ; [47.08029197 38.91970803],0
