Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.4e-05,16.706388,[73 70] ; [233  97],[92.51162791 50.48837209] ; [213.48837209 116.51162791],1
a5,1,0.326774,0.961639,[109  36] ; [263  69],[113.08176101  31.91823899] ; [258.91823899  73.08176101],0
u2,1,0.340171,0.909786,[20 22] ; [47 36],[22.512 19.488] ; [44.488 38.512],0
n1,1,0.368895,0.807382,[11 22] ; [22 29],[12.96428571 20.03571429] ; [20.03571429 30.96428571],0
u4,1,0.371,0.800313,[  3 142] ; [ 12 319],[  4.56932773 140.43067227] ; [ 10.43067227 320.56932773],0
d1,1,0.376843,0.780975,[90 55] ; [220 112],[94.23480084 50.76519916] ; [215.76519916 116.23480084],0
d4,1,0.388714,0.742962,[119  26] ; [282  49],[122.15336134  22.84663866] ; [278.84663866  52.15336134],0
b2,1,0.40221,0.701708,[33 60] ; [ 86 126],[36.2852459 56.7147541] ; [ 82.7147541 129.2852459],0
b3,1,0.40221,0.701708,[33 60] ; [ 86 126],[36.2852459 56.7147541] ; [ 82.7147541 129.2852459],0
u3,1,0.419794,0.650893,[23 20] ; [50 32],[25.112 17.888] ; [47.888 34.112],0
r2,1,0.437139,0.603781,[133  10] ; [311  17],[134.80254777   8.19745223] ; [309.19745223  18.80254777],0
r3,1,0.445207,0.582825,[137   8] ; [316  13],[138.57594937   6.42405063] ; [314.42405063  14.57594937],0
s8,1,0.462649,0.53948,[70 74] ; [172 157],[73.6744186 70.3255814] ; [168.3255814 160.6744186],0
v1,1,0.518148,0.417578,[85 59] ; [199 121],[88.13793103 55.86206897] ; [195.86206897 124.13793103],0
s3,1,0.520384,0.413132,[81 62] ; [195 131],[84.15351812 58.84648188] ; [191.84648188 134.15351812],0
a2,1,0.557291,0.344416,[ 36 109] ; [ 91 241],[ 38.60587002 106.39412998] ; [ 88.39412998 243.60587002],0
d3,1,0.586564,0.295742,[110  35] ; [244  88],[107.61006289  37.38993711] ; [246.38993711  85.61006289],0
r4,1,0.594345,0.283609,[132  13] ; [307  25],[133.44863732  11.55136268] ; [305.55136268  26.44863732],0
s2,1,0.650843,0.204839,[79 64] ; [188 139],[81.23617021 61.76382979] ; [185.76382979 141.23617021],0
n2,1,0.662045,0.191049,[24  8] ; [36 15],[23.13253012  8.86746988] ; [36.86746988 14.13253012],0
v4,1,0.663766,0.188981,[139   6] ; [319  11],[139.81052632   5.18947368] ; [318.18947368  11.81052632],0
s4,1,0.673274,0.177796,[ 24 119] ; [ 60 266],[ 25.6119403 117.3880597] ; [ 58.3880597 267.6119403],0
b4,1,0.714425,0.133897,[83 62] ; [196 136],[84.81132075 60.18867925] ; [194.18867925 137.81132075],0
s6,1,0.71517,0.133168,[104  38] ; [241  81],[105.58189655  36.41810345] ; [239.41810345  82.58189655],0
d2,1,0.772371,0.08368,[76 68] ; [180 152],[77.44537815 66.55462185] ; [178.55462185 153.44537815],0
n3,1,0.791232,0.070072,[23  9] ; [38 13],[23.51807229  8.48192771] ; [37.48192771 13.51807229],0
r1,1,0.888729,0.019576,[118  26] ; [273  58],[118.53473684  25.46526316] ; [272.46526316  58.53473684],0
a8,1,0.894156,0.017702,[ 19 114] ; [ 41 256],[ 18.55813953 114.44186047] ; [ 41.44186047 255.55813953],0
a4,1,0.898971,0.016119,[70 74] ; [163 168],[70.63578947 73.36421053] ; [162.36421053 168.63578947],0
s1,1,0.928166,0.008127,[  5 138] ; [ 11 319],[  4.8372093 138.1627907] ; [ 11.1627907 318.8372093],0
a7,1,0.989949,0.000159,[109  36] ; [249  82],[109.05462185  35.94537815] ; [248.94537815  82.05462185],0
