Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,93.287827,[ 1 36] ; [137  26],[25.53 11.47] ; [112.47  50.53],1
p11,1,0.0,50.492321,[ 4 33] ; [120  43],[22.94 14.06] ; [101.06  61.94],1
v4,1,0.0,45.483809,[15 22] ; [144  17],[29.71212121  7.28787879] ; [129.28787879  31.71212121],1
p2,1,3e-06,21.757447,[10 27] ; [111  51],[22.49748744 14.50251256] ; [98.50251256 63.49748744],1
n6,1,5e-06,20.913434,[12 25] ; [117  45],[23.98492462 13.01507538] ; [105.01507538  56.98492462],1
p10,1,1.2e-05,19.162973,[ 8 28] ; [101  61],[19.81818182 16.18181818] ; [89.18181818 72.81818182],1
r1,1,1.6e-05,18.660056,[11 26] ; [111  52],[22.57 14.43] ; [99.43 63.57],1
r2,1,4e-05,16.878428,[22 13] ; [145  16],[29.82142857  5.17857143] ; [137.17857143  23.82142857],1
p9,1,8.4e-05,15.455927,[10 24] ; [106  55],[20.22564103 13.77435897] ; [95.77435897 65.22564103],1
a7,1,8.9e-05,15.350879,[12 25] ; [109  53],[22.49748744 14.50251256] ; [98.50251256 63.49748744],1
v2,1,0.000137,14.542573,[ 4 32] ; [71 85],[14.0625 21.9375] ; [60.9375 95.0625],1
a1,1,0.000688,11.520909,[ 7 30] ; [  6 157],[ 2.405 34.595] ; [ 10.595 152.405],1
d4,1,0.002361,9.245411,[20 17] ; [127  35],[27.33165829  9.66834171] ; [119.66834171  42.33165829],0
b1,1,0.003688,8.431536,[24 13] ; [ 63 100],[16.095 20.905] ; [70.905 92.095],0
u3,1,0.004444,8.092669,[ 2 14] ; [26 23],[6.89230769 9.10769231] ; [21.10769231 27.89230769],0
p7,1,0.007434,7.165053,[ 6 31] ; [64 98],[13.01507538 23.98492462] ; [ 56.98492462 105.01507538],0
n3,1,0.009079,6.807217,[ 7 11] ; [38 14],[11.57142857  6.42857143] ; [33.42857143 18.57142857],0
u2,1,0.009237,6.776471,[ 3 13] ; [27 21],[7.5 8.5] ; [22.5 25.5],0
p4,1,0.028313,4.808877,[ 5 32] ; [ 51 111],[10.4120603 26.5879397] ; [ 45.5879397 116.4120603],0
d3,1,0.03491,4.449552,[15 22] ; [96 65],[20.74242424 16.25757576] ; [90.25757576 70.74242424],0
d5,1,0.046629,3.958719,[20 17] ; [115  47],[25.10050251 11.89949749] ; [109.89949749  52.10050251],0
v1,1,0.047937,3.912209,[ 7 30] ; [ 57 102],[12.08163265 24.91836735] ; [ 51.91836735 107.08163265],0
n5,1,0.056832,3.62751,[27 10] ; [90 71],[21.86363636 15.13636364] ; [95.13636364 65.86363636],0
p6,1,0.063519,3.443043,[ 2 34] ; [ 29 132],[ 5.66497462 30.33502538] ; [ 25.33502538 135.66497462],0
b5,1,0.080002,3.064864,[15 22] ; [92 71],[19.795 17.205] ; [87.205 75.795],0
p1,1,0.119084,2.429322,[ 4 33] ; [  7 155],[ 2.04522613 34.95477387] ; [  8.95477387 153.04522613],0
n2,1,0.152086,2.0512,[ 9 10] ; [35 18],[11.61111111  7.38888889] ; [32.38888889 20.61111111],0
s2,1,0.155318,2.019233,[ 4 33] ; [ 34 128],[ 7.06532663 29.93467337] ; [ 30.93467337 131.06532663],0
a3,1,0.160746,1.967196,[21 15] ; [114  48],[24.54545455 11.45454545] ; [110.45454545  51.54545455],0
v3,1,0.163856,1.938272,[ 6 31] ; [ 42 112],[ 9.29842932 27.70157068] ; [ 38.70157068 115.29842932],0
d1,1,0.17,1.88294,[12 25] ; [73 90],[15.725 21.275] ; [69.275 93.725],0
p3,1,0.188317,1.730734,[ 6 31] ; [ 43 119],[ 9.11055276 27.88944724] ; [ 39.88944724 122.11055276],0
s7,1,0.229004,1.447036,[ 4 29] ; [ 33 122],[ 6.49468085 26.50531915] ; [ 30.50531915 124.49468085],0
p12,1,0.2512,1.316619,[ 1 36] ; [  1 161],[ 0.3718593 36.6281407] ; [  1.6281407 160.3718593],0
a8,1,0.266822,1.233014,[ 2 34] ; [ 18 133],[ 3.85026738 32.14973262] ; [ 16.14973262 134.85026738],0
a6,1,0.275576,1.188781,[21 16] ; [108  55],[23.865 13.135] ; [105.135  57.865],0
u1,1,0.302107,1.064869,[ 2 35] ; [ 18 145],[ 3.7 33.3] ; [ 16.3 146.7],0
s8,1,0.32704,0.960584,[ 3 34] ; [ 23 140],[ 4.81 32.19] ; [ 21.19 141.81],0
n1,1,0.371348,0.79915,[ 8 11] ; [16 36],[ 6.42253521 12.57746479] ; [17.57746479 34.42253521],0
s4,1,0.430043,0.622709,[ 5 32] ; [ 15 148],[ 3.7 33.3] ; [ 16.3 146.7],0
b2,1,0.485997,0.485377,[12 12] ; [40 55],[10.48739496 13.51260504] ; [41.51260504 53.48739496],0
b3,1,0.485997,0.485377,[12 12] ; [40 55],[10.48739496 13.51260504] ; [41.51260504 53.48739496],0
b4,1,0.528041,0.398159,[19 18] ; [93 70],[20.72 16.28] ; [91.28 71.72],0
a5,1,0.543205,0.369631,[20 17] ; [97 66],[21.645 15.355] ; [95.355 67.645],0
n4,1,0.616521,0.250788,[25 12] ; [103  60],[23.68 13.32] ; [104.32  58.68],0
s1,1,0.634465,0.226055,[ 2 35] ; [  6 156],[ 1.48743719 35.51256281] ; [  6.51256281 155.48743719],0
s5,1,0.641892,0.216276,[ 3 33] ; [ 17 138],[ 3.76963351 32.23036649] ; [ 16.23036649 138.76963351],0
a2,1,0.711502,0.136781,[ 5 32] ; [ 26 137],[ 5.735 31.265] ; [ 25.265 137.735],0
d2,1,0.733808,0.115643,[14 22] ; [68 94],[14.90909091 21.09090909] ; [67.09090909 94.90909091],0
p5,1,0.761016,0.092505,[ 1 36] ; [  6 155],[ 1.30808081 35.69191919] ; [  5.69191919 155.30808081],0
s3,1,0.841821,0.039826,[10 26] ; [ 48 115],[10.49246231 25.50753769] ; [ 47.50753769 115.49246231],0
a4,1,0.950528,0.003849,[15 21] ; [67 96],[14.83417085 21.16582915] ; [67.16582915 95.83417085],0
