Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,69.887212,[19 50] ; [108  16],[45.40414508 23.59585492] ; [81.59585492 42.40414508],1
n6,1,4.6e-05,16.608997,[31 37] ; [93 31],[43.91666667 24.08333333] ; [80.08333333 43.91666667],1
n1,1,0.000115,14.878125,[ 3 21] ; [29 19],[10.66666667 13.33333333] ; [21.33333333 26.66666667],1
s7,1,0.000423,12.428086,[13 50] ; [55 61],[23.93296089 39.06703911] ; [44.06703911 71.93296089],1
a8,1,0.001026,10.779908,[ 1 65] ; [20 91],[ 7.83050847 58.16949153] ; [13.16949153 97.83050847],0
s8,1,0.001929,9.616046,[11 57] ; [47 78],[20.43523316 47.56476684] ; [37.56476684 87.43523316],0
p6,1,0.002131,9.433505,[ 8 58] ; [40 83],[16.76190476 49.23809524] ; [31.23809524 91.76190476],0
p9,1,0.009747,6.680536,[30 36] ; [78 42],[38.32258065 27.67741935] ; [69.67741935 50.32258065],0
p10,1,0.022217,5.228699,[25 41] ; [67 54],[32.47058824 33.52941176] ; [59.52941176 61.47058824],0
r2,1,0.024983,5.025082,[55 14] ; [112  11],[60.015625  8.984375] ; [106.984375  16.015625],0
p5,1,0.028561,4.79388,[ 1 67] ; [ 12 110],[ 4.65263158 63.34736842] ; [  8.34736842 113.65263158],0
a1,1,0.061119,3.506767,[ 2 67] ; [ 13 112],[ 5.33505155 63.66494845] ; [  9.66494845 115.33505155],0
a3,1,0.06206,3.481468,[37 31] ; [83 39],[42.94736842 25.05263158] ; [77.05263158 44.94736842],0
b2,1,0.067156,3.351195,[ 7 26] ; [28 43],[11.10576923 21.89423077] ; [23.89423077 47.10576923],0
b3,1,0.067156,3.351195,[ 7 26] ; [28 43],[11.10576923 21.89423077] ; [23.89423077 47.10576923],0
u1,1,0.069569,3.293151,[ 6 63] ; [ 23 102],[10.31443299 58.68556701] ; [ 18.68556701 106.31443299],0
u2,1,0.105938,2.613799,[16 14] ; [14 27],[12.67605634 17.32394366] ; [17.32394366 23.67605634],0
d2,1,0.132738,2.260183,[27 42] ; [62 61],[31.984375 37.015625] ; [57.015625 65.984375],0
p7,1,0.137561,2.20503,[25 43] ; [58 63],[29.86243386 38.13756614] ; [53.13756614 67.86243386],0
s6,1,0.149364,2.078733,[31 37] ; [70 54],[35.77083333 32.22916667] ; [65.22916667 58.77083333],0
p1,1,0.149513,2.077211,[ 3 65] ; [ 13 112],[ 5.6373057 62.3626943] ; [ 10.3626943 114.6373057],0
r3,1,0.188161,1.731956,[58 11] ; [95 30],[54.41752577 14.58247423] ; [98.58247423 26.41752577],0
r4,1,0.190508,1.713688,[44 25] ; [91 34],[48.01546392 20.98453608] ; [86.98453608 38.01546392],0
d4,1,0.213057,1.550534,[55 14] ; [88 35],[51.390625 17.609375] ; [91.609375 31.390625],0
b1,1,0.2302,1.439623,[33 36] ; [71 54],[36.98969072 32.01030928] ; [67.01030928 57.98969072],0
v3,1,0.238961,1.386714,[17 45] ; [44 78],[20.55434783 41.44565217] ; [40.44565217 81.55434783],0
