Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001276,10.3775,[36 50] ; [12 56],[26.80519481 59.19480519] ; [21.19480519 46.80519481],0
d5,1,0.004211,8.190549,[82  8] ; [52 18],[75.375 14.625] ; [58.625 11.375],0
r3,1,0.01049,6.549708,[89  1] ; [63  7],[85.5  4.5] ; [66.5  3.5],0
a6,1,0.01492,5.925926,[70 20] ; [42 28],[63. 27.] ; [49. 21.],0
v1,1,0.015491,5.859757,[45 43] ; [22 47],[37.55414013 50.44585987] ; [29.44585987 39.55414013],0
d1,1,0.016424,5.756866,[63 27] ; [36 34],[55.6875 34.3125] ; [43.3125 26.6875],0
p12,1,0.042557,4.112929,[ 8 81] ; [ 1 68],[ 5.06962025 83.93037975] ; [ 3.93037975 65.06962025],0
d4,1,0.118329,2.4393,[81  9] ; [57 13],[77.625 12.375] ; [60.375  9.625],0
n2,1,0.126685,2.332657,[17  6] ; [12 11],[14.5  8.5] ; [14.5  8.5],0
s3,1,0.13434,2.241618,[47 41] ; [29 41],[42.32911392 45.67088608] ; [33.67088608 36.32911392],0
u1,1,0.144853,2.125636,[18 72] ; [ 8 62],[14.625 75.375] ; [11.375 58.625],0
a4,1,0.168983,1.891946,[39 51] ; [38 32],[43.3125 46.6875] ; [33.6875 36.3125],0
r2,1,0.172851,1.858046,[83  5] ; [60  8],[80.66666667  7.33333333] ; [62.33333333  5.66666667],0
a7,1,0.189196,1.723868,[70 20] ; [48 22],[66.375 23.625] ; [51.625 18.375],0
u3,1,0.224058,1.478188,[11  9] ; [14  5],[12.82051282  7.17948718] ; [12.17948718  6.82051282],0
s4,1,0.231998,1.428571,[15 75] ; [17 53],[18. 72.] ; [14. 56.],0
r1,1,0.245939,1.346224,[74 15] ; [53 17],[71.08805031 17.91194969] ; [55.91194969 14.08805031],0
b5,1,0.247694,1.336264,[57 33] ; [38 32],[53.4375 36.5625] ; [41.5625 28.4375],0
n6,1,0.301552,1.067316,[58 31] ; [40 30],[54.85534591 34.14465409] ; [43.14465409 26.85534591],0
p1,1,0.327562,0.958514,[ 9 80] ; [ 4 65],[ 7.32278481 81.67721519] ; [ 5.67721519 63.32278481],0
p11,1,0.376326,0.782669,[57 33] ; [49 21],[59.625 30.375] ; [46.375 23.625],0
a2,1,0.408346,0.68361,[23 67] ; [14 56],[20.8125 69.1875] ; [16.1875 53.8125],0
s2,1,0.443496,0.58722,[42 48] ; [28 41],[39.62264151 50.37735849] ; [30.37735849 38.62264151],0
s6,1,0.445906,0.581039,[57 33] ; [39 29],[54.6835443 35.3164557] ; [41.3164557 26.6835443],0
b4,1,0.447991,0.575729,[58 32] ; [41 29],[55.6875 34.3125] ; [43.3125 26.6875],0
d3,1,0.451509,0.566861,[69 21] ; [50 20],[66.9375 23.0625] ; [52.0625 17.9375],0
r4,1,0.452057,0.565489,[76 14] ; [62  8],[77.625 12.375] ; [60.375  9.625],0
a3,1,0.472041,0.517193,[70 20] ; [51 19],[68.0625 21.9375] ; [52.9375 17.0625],0
