Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.59098,[ 6 19] ; [90 18],[18.04511278  6.95488722] ; [77.95488722 30.04511278],1
v4,1,0.000278,13.211528,[17  8] ; [101   7],[22.18045113  2.81954887] ; [95.81954887 12.18045113],1
r3,1,0.00046,12.272454,[15 10] ; [96 12],[20.86466165  4.13533835] ; [90.13533835 17.86466165],1
r1,1,0.003417,8.570416,[ 9 16] ; [73 35],[15.41353383  9.58646617] ; [66.58646617 41.41353383],0
b1,1,0.004816,7.94716,[17  8] ; [40 68],[10.71428571 14.28571429] ; [46.28571429 61.71428571],0
d5,1,0.008744,6.874298,[12 13] ; [80 27],[17.42424242  7.57575758] ; [74.57575758 32.42424242],0
v2,1,0.014808,5.939166,[ 5 19] ; [51 55],[10.33846154 13.66153846] ; [45.66153846 60.33846154],0
p12,1,0.032828,4.554732,[ 2 23] ; [  1 106],[ 0.56818182 24.43181818] ; [  2.43181818 104.56818182],0
u3,1,0.051672,3.786342,[4 9] ; [27 17],[7.07017544 5.92982456] ; [23.92982456 20.07017544],0
p9,1,0.116617,2.462177,[13 11] ; [75 31],[16.24615385  7.75384615] ; [71.75384615 34.24615385],0
n1,1,0.148131,2.091396,[ 1 12] ; [11 30],[ 2.88888889 10.11111111] ; [ 9.11111111 31.88888889],0
p5,1,0.166857,1.910956,[ 3 22] ; [  5 102],[ 1.51515152 23.48484848] ; [  6.48484848 100.51515152],0
p6,1,0.168357,1.897511,[ 3 22] ; [26 79],[ 5.57692308 19.42307692] ; [23.42307692 81.57692308],0
p7,1,0.192271,1.700131,[ 9 16] ; [54 53],[11.93181818 13.06818182] ; [51.06818182 55.93181818],0
p3,1,0.21312,1.550102,[ 5 20] ; [35 72],[ 7.57575758 17.42424242] ; [32.42424242 74.57575758],0
n6,1,0.233222,1.421105,[14 11] ; [74 34],[16.54135338  8.45864662] ; [71.45864662 36.54135338],0
s4,1,0.235902,1.404915,[ 2 23] ; [19 89],[ 3.94736842 21.05263158] ; [17.05263158 90.94736842],0
a3,1,0.305308,1.050864,[12 13] ; [64 44],[14.28571429 10.71428571] ; [61.71428571 46.28571429],0
d1,1,0.331125,0.944494,[ 8 17] ; [46 62],[10.15037594 14.84962406] ; [43.84962406 64.15037594],0
p2,1,0.378992,0.77397,[15 10] ; [74 33],[16.85606061  8.14393939] ; [72.14393939 34.85606061],0
s6,1,0.407401,0.686373,[ 7 18] ; [39 67],[ 8.77862595 16.22137405] ; [37.22137405 68.77862595],0
p11,1,0.41031,0.677901,[14 11] ; [70 38],[15.78947368  9.21052632] ; [68.21052632 39.78947368],0
s5,1,0.416843,0.659199,[ 3 22] ; [20 86],[ 4.38931298 20.61068702] ; [18.61068702 87.38931298],0
n2,1,0.471056,0.519499,[7 6] ; [26 14],[8.09433962 4.90566038] ; [24.90566038 15.09433962],0
n5,1,0.488749,0.479278,[10 15] ; [35 72],[ 8.52272727 16.47727273] ; [36.47727273 70.52272727],0
p10,1,0.504583,0.445284,[14 11] ; [67 39],[15.45801527  9.54198473] ; [65.54198473 40.45801527],0
u1,1,0.541052,0.373594,[ 1 24] ; [  8 100],[ 1.69172932 23.30827068] ; [  7.30827068 100.69172932],0
d2,1,0.574471,0.315259,[ 6 19] ; [32 76],[ 7.14285714 17.85714286] ; [30.85714286 77.14285714],0
v1,1,0.577548,0.310216,[ 8 17] ; [41 67],[ 9.21052632 15.78947368] ; [39.78947368 68.21052632],0
d4,1,0.604714,0.267944,[17  8] ; [79 29],[18.04511278  6.95488722] ; [77.95488722 30.04511278],0
a7,1,0.684915,0.164645,[16  9] ; [73 34],[16.85606061  8.14393939] ; [72.14393939 34.85606061],0
s2,1,0.704884,0.143441,[ 3 22] ; [16 91],[ 3.59848485 21.40151515] ; [15.40151515 91.59848485],0
b5,1,0.716424,0.131944,[15 10] ; [69 39],[15.78947368  9.21052632] ; [68.21052632 39.78947368],0
v3,1,0.740719,0.109496,[ 5 20] ; [24 80],[ 5.62015504 19.37984496] ; [23.37984496 80.62015504],0
a1,1,0.747128,0.10396,[ 1 24] ; [  3 105],[ 0.7518797 24.2481203] ; [  3.2481203 104.7518797],0
b4,1,0.747496,0.103647,[13 12] ; [60 48],[13.72180451 11.27819549] ; [59.27819549 48.72180451],0
n3,1,0.765697,0.088809,[7 6] ; [24 17],[7.46296296 5.53703704] ; [23.53703704 17.46296296],0
s7,1,0.773145,0.083096,[ 5 17] ; [21 84],[ 4.50393701 17.49606299] ; [21.49606299 83.50393701],0
b3,1,0.822391,0.050387,[3 8] ; [13 41],[2.70769231 8.29230769] ; [13.29230769 40.70769231],0
b2,1,0.822391,0.050387,[3 8] ; [13 41],[2.70769231 8.29230769] ; [13.29230769 40.70769231],0
p4,1,0.829695,0.046265,[ 9 16] ; [41 66],[ 9.46969697 15.53030303] ; [40.53030303 66.46969697],0
a8,1,0.841636,0.039921,[ 1 24] ; [ 5 96],[ 1.19047619 23.80952381] ; [ 4.80952381 96.19047619],0
a4,1,0.842321,0.039571,[ 6 19] ; [28 80],[ 6.39097744 18.60902256] ; [27.60902256 80.39097744],0
p8,1,0.851079,0.035247,[10 15] ; [45 62],[10.41666667 14.58333333] ; [44.58333333 62.41666667],0
a5,1,0.877706,0.023678,[13 12] ; [58 50],[13.34586466 11.65413534] ; [57.65413534 50.34586466],0
s8,1,0.895444,0.017271,[ 4 21] ; [16 91],[ 3.78787879 21.21212121] ; [16.21212121 90.78787879],0
a2,1,0.899249,0.01603,[ 3 22] ; [12 96],[ 2.81954887 22.18045113] ; [12.18045113 95.81954887],0
