Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.025072,5.0189,[5 7] ; [66 24],[8.35294118 3.64705882] ; [62.64705882 27.35294118],0
s3,1,0.042013,4.134691,[10  2] ; [46 42],[6.72 5.28] ; [49.28 38.72],0
p11,1,0.062408,3.472201,[6 6] ; [68 22],[8.70588235 3.29411765] ; [65.29411765 24.70588235],0
b1,1,0.065196,3.4,[9 3] ; [42 48],[6. 6.] ; [45. 45.],0
r3,1,0.091003,2.856543,[9 3] ; [82  8],[10.70588235  1.29411765] ; [80.29411765  9.70588235],0
s4,1,0.099098,2.72,[4 8] ; [13 77],[ 2. 10.] ; [15. 75.],0
b5,1,0.107884,2.584951,[5 7] ; [59 31],[7.52941176 4.47058824] ; [56.47058824 33.52941176],0
v1,1,0.1206,2.409507,[3 9] ; [42 44],[5.51020408 6.48979592] ; [39.48979592 46.51020408],0
v4,1,0.123385,2.373813,[9 2] ; [84  5],[10.23  0.77] ; [82.77  6.23],0
r4,1,0.14131,2.163636,[7 5] ; [70 20],[9.05882353 2.94117647] ; [67.94117647 22.05882353],0
b4,1,0.155634,2.01614,[9 3] ; [48 42],[6.70588235 5.29411765] ; [50.29411765 39.70588235],0
r2,1,0.187622,1.736195,[9 3] ; [78 10],[10.44  1.56] ; [76.56 11.44],0
p7,1,0.238729,1.388086,[9 3] ; [48 36],[7.125 4.875] ; [49.875 34.125],0
s7,1,0.302956,1.061136,[6 5] ; [33 53],[4.42268041 6.57731959] ; [34.57731959 51.42268041],0
b2,1,0.338509,0.916071,[1 7] ; [14 35],[2.10526316 5.89473684] ; [12.89473684 36.10526316],0
b3,1,0.338509,0.916071,[1 7] ; [14 35],[2.10526316 5.89473684] ; [12.89473684 36.10526316],0
v3,1,0.34528,0.890729,[ 2 10] ; [25 59],[3.375 8.625] ; [23.625 60.375],0
a5,1,0.371971,0.79707,[6 6] ; [57 33],[7.41176471 4.58823529] ; [55.58823529 34.41176471],0
p2,1,0.406643,0.688595,[8 4] ; [69 20],[9.14851485 2.85148515] ; [67.85148515 21.14851485],0
d1,1,0.492033,0.472077,[5 7] ; [47 43],[6.11764706 5.88235294] ; [45.88235294 44.11764706],0
a2,1,0.506975,0.440307,[ 1 11] ; [14 76],[ 1.76470588 10.23529412] ; [13.23529412 76.76470588],0
a4,1,0.514453,0.425,[3 9] ; [31 59],[4. 8.] ; [30. 60.],0
a6,1,0.514453,0.425,[7 5] ; [61 29],[8. 4.] ; [60. 30.],0
s5,1,0.552803,0.35232,[ 2 10] ; [21 65],[2.81632653 9.18367347] ; [20.18367347 65.81632653],0
p4,1,0.562904,0.334701,[5 7] ; [45 44],[5.94059406 6.05940594] ; [44.05940594 44.94059406],0
v2,1,0.589637,0.290912,[5 7] ; [41 41],[5.87234043 6.12765957] ; [40.12765957 41.87234043],0
s8,1,0.605721,0.266453,[4 8] ; [37 53],[4.82352941 7.17647059] ; [36.17647059 53.82352941],0
s6,1,0.609346,0.261129,[6 6] ; [52 38],[6.82352941 5.17647059] ; [51.17647059 38.82352941],0
a3,1,0.622884,0.241835,[7 5] ; [59 31],[7.76470588 4.23529412] ; [58.23529412 31.76470588],0
u3,1,0.646767,0.21,[4 1] ; [21  9],[3.57142857 1.42857143] ; [21.42857143  8.57142857],0
p3,1,0.656812,0.197419,[4 8] ; [36 54],[4.70588235 7.29411765] ; [35.29411765 54.70588235],0
d4,1,0.660282,0.193182,[10  2] ; [70 20],[9.41176471 2.58823529] ; [70.58823529 19.41176471],0
p8,1,0.665097,0.187391,[5 7] ; [43 46],[5.7029703 6.2970297] ; [42.2970297 46.7029703],0
n5,1,0.74816,0.103084,[5 7] ; [41 47],[5.52 6.48] ; [40.48 47.52],0
s2,1,0.79766,0.065729,[6 6] ; [41 48],[5.58415842 6.41584158] ; [41.41584158 47.58415842],0
r1,1,0.822396,0.050385,[9 3] ; [64 25],[8.67326733 3.32673267] ; [64.32673267 24.67326733],0
d3,1,0.832693,0.044626,[8 4] ; [62 27],[8.31683168 3.68316832] ; [61.68316832 27.31683168],0
d2,1,0.879729,0.022896,[4 8] ; [32 58],[4.23529412 7.76470588] ; [31.76470588 58.23529412],0
n4,1,0.942344,0.005231,[6 6] ; [44 46],[5.88235294 6.11764706] ; [44.11764706 45.88235294],0
p1,1,0.94639,0.004521,[ 1 11] ; [ 7 83],[ 0.94117647 11.05882353] ; [ 7.05882353 82.94117647],0
n3,1,0.962732,0.002183,[2 1] ; [17  8],[2.03571429 0.96428571] ; [16.96428571  8.03571429],0
d5,1,0.966478,0.001766,[9 3] ; [68 22],[9.05882353 2.94117647] ; [67.94117647 22.05882353],0
u2,1,0.973017,0.001144,[4 1] ; [25  6],[4.02777778 0.97222222] ; [24.97222222  6.02777778],0
p6,1,0.982864,0.000461,[3 9] ; [22 65],[3.03030303 8.96969697] ; [21.96969697 65.03030303],0
a8,1,0.99066,0.000137,[ 1 11] ; [ 7 76],[ 1.01052632 10.98947368] ; [ 6.98947368 76.01052632],0
