Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8.2e-05,15.509399,[ 4 24] ; [76 62],[13.4939759 14.5060241] ; [66.5060241 71.4939759],1
p9,1,0.0001,15.145068,[16 13] ; [125  20],[23.5  5.5] ; [117.5  27.5],1
p10,1,0.002375,9.234848,[16 13] ; [117  27],[22.29479769  6.70520231] ; [110.70520231  33.29479769],0
p4,1,0.005871,7.589507,[15 14] ; [112  34],[21.04571429  7.95428571] ; [105.95428571  40.04571429],0
p7,1,0.022644,5.195597,[17 12] ; [114  31],[21.83333333  7.16666667] ; [109.16666667  35.83333333],0
d5,1,0.025029,5.021847,[12 17] ; [93 53],[17.4 11.6] ; [87.6 58.4],0
s1,1,0.025769,4.971429,[ 3 26] ; [  3 142],[ 1. 28.] ; [  5. 140.],0
d3,1,0.029292,4.750371,[ 5 24] ; [56 90],[10.10857143 18.89142857] ; [50.89142857 95.10857143],0
a3,1,0.036258,4.384951,[12 17] ; [91 55],[17.06857143 11.93142857] ; [85.93142857 60.06857143],0
d4,1,0.051237,3.800521,[12 17] ; [89 57],[16.73714286 12.26285714] ; [84.26285714 61.73714286],0
p8,1,0.072238,3.231429,[13 16] ; [91 54],[17.33333333 11.66666667] ; [86.66666667 58.33333333],0
p11,1,0.083727,2.991023,[20  9] ; [121  25],[23.36571429  5.63428571] ; [117.63428571  28.36571429],0
p6,1,0.100469,2.698088,[ 8 21] ; [63 80],[11.97093023 17.02906977] ; [59.02906977 83.97093023],0
a7,1,0.10221,2.670709,[15 14] ; [98 47],[18.83333333 10.16666667] ; [94.16666667 50.83333333],0
r2,1,0.103427,2.651885,[24  5] ; [133  11],[26.31791908  2.68208092] ; [130.68208092  13.31791908],0
v4,1,0.105644,2.618205,[25  4] ; [138   8],[27.01142857  1.98857143] ; [135.98857143  10.01142857],0
s8,1,0.106976,2.598335,[ 7 22] ; [58 87],[10.83333333 18.16666667] ; [54.16666667 90.83333333],0
b1,1,0.144698,2.127272,[17 12] ; [64 82],[13.42285714 15.57714286] ; [67.57714286 78.42285714],0
v1,1,0.16941,1.888157,[11 17] ; [77 67],[14.3255814 13.6744186] ; [73.6744186 70.3255814],0
b5,1,0.231429,1.432059,[19 10] ; [78 68],[16.07428571 12.92571429] ; [80.92571429 65.07428571],0
p5,1,0.287577,1.130931,[ 3 26] ; [ 27 119],[ 4.97142857 24.02857143] ; [ 25.02857143 120.97142857],0
n4,1,0.289721,1.120916,[20  9] ; [114  32],[22.20571429  6.79428571] ; [111.79428571  34.20571429],0
b3,1,0.311663,1.023615,[ 4 12] ; [34 55],[ 5.79047619 10.20952381] ; [32.20952381 56.79047619],0
b2,1,0.311663,1.023615,[ 4 12] ; [34 55],[ 5.79047619 10.20952381] ; [32.20952381 56.79047619],0
u2,1,0.331062,0.944738,[ 7 10] ; [29 24],[8.74285714 8.25714286] ; [27.25714286 25.74285714],0
p1,1,0.401005,0.705312,[ 2 27] ; [ 18 128],[ 3.31428571 25.68571429] ; [ 16.68571429 129.31428571],0
