Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002872,8.886857,[ 6 19] ; [6 1],[ 9.375 15.625] ; [2.625 4.375],0
p7,1,0.002872,8.886857,[ 6 19] ; [6 1],[ 9.375 15.625] ; [2.625 4.375],0
p8,1,0.031287,4.637164,[ 4 20] ; [4 3],[ 6.19354839 17.80645161] ; [1.80645161 5.19354839],0
s2,1,0.031287,4.637164,[ 4 20] ; [4 3],[ 6.19354839 17.80645161] ; [1.80645161 5.19354839],0
a6,1,0.035923,4.400762,[ 7 18] ; [5 2],[ 9.375 15.625] ; [2.625 4.375],0
p5,1,0.054652,3.692673,[ 1 23] ; [2 5],[ 2.32258065 21.67741935] ; [0.67741935 6.32258065],0
s3,1,0.073495,3.203194,[ 5 18] ; [4 3],[ 6.9 16.1] ; [2.1 4.9],0
a7,1,0.075425,3.160816,[13 12] ; [1 6],[10.9375 14.0625] ; [3.0625 3.9375],0
s5,1,0.145775,2.115918,[ 2 23] ; [2 5],[ 3.125 21.875] ; [0.875 6.125],0
s6,1,0.151317,2.058924,[ 7 18] ; [4 3],[ 8.59375 16.40625] ; [2.40625 4.59375],0
p9,1,0.195321,1.677019,[10 13] ; [5 2],[11.5 11.5] ; [3.5 3.5],0
s8,1,0.217044,1.52381,[ 5 20] ; [3 4],[ 6.25 18.75] ; [1.75 5.25],0
p6,1,0.309045,1.034753,[ 3 21] ; [2 5],[ 3.87096774 20.12903226] ; [1.12903226 5.87096774],0
n6,1,0.316151,1.004802,[12 12] ; [5 2],[13.16129032 10.83870968] ; [3.83870968 3.16129032],0
b5,1,0.359734,0.838821,[13 12] ; [5 2],[14.0625 10.9375] ; [3.9375 3.0625],0
v3,1,0.451323,0.567326,[ 4 21] ; [2 5],[ 4.6875 20.3125] ; [1.3125 5.6875],0
d3,1,0.453508,0.56187,[ 7 18] ; [3 4],[ 7.8125 17.1875] ; [2.1875 4.8125],0
b4,1,0.453508,0.56187,[18  7] ; [4 3],[17.1875  7.8125] ; [4.8125 2.1875],0
v1,1,0.453508,0.56187,[ 7 18] ; [3 4],[ 7.8125 17.1875] ; [2.1875 4.8125],0
a5,1,0.462562,0.539688,[14 11] ; [5 2],[14.84375 10.15625] ; [4.15625 2.84375],0
a8,1,0.517309,0.419255,[ 4 19] ; [2 5],[ 4.6 18.4] ; [1.4 5.6],0
p10,1,0.525741,0.402618,[10 13] ; [4 3],[10.73333333 12.26666667] ; [3.26666667 3.73333333],0
p2,1,0.537957,0.379339,[11 14] ; [4 3],[11.71875 13.28125] ; [3.28125 3.71875],0
b2,1,0.541045,0.373606,[ 5 12] ; [1 5],[ 4.43478261 12.56521739] ; [1.56521739 4.43478261],0
b3,1,0.541045,0.373606,[ 5 12] ; [1 5],[ 4.43478261 12.56521739] ; [1.56521739 4.43478261],0
d1,1,0.582647,0.301976,[ 6 19] ; [1 6],[ 5.46875 19.53125] ; [1.53125 5.46875],0
r3,1,0.598309,0.277555,[13 11] ; [3 4],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
s4,1,0.614051,0.254319,[ 2 23] ; [1 6],[ 2.34375 22.65625] ; [0.65625 6.34375],0
p12,1,0.614051,0.254319,[ 2 23] ; [1 6],[ 2.34375 22.65625] ; [0.65625 6.34375],0
s7,1,0.631069,0.230614,[ 5 17] ; [1 6],[ 4.55172414 17.44827586] ; [1.44827586 5.55172414],0
b1,1,0.668929,0.182857,[12 13] ; [4 3],[12.5 12.5] ; [3.5 3.5],0
n5,1,0.714546,0.133779,[16  9] ; [5 2],[16.40625  8.59375] ; [4.59375 2.40625],0
r1,1,0.714546,0.133779,[ 9 16] ; [2 5],[ 8.59375 16.40625] ; [2.40625 4.59375],0
a4,1,0.714546,0.133779,[ 9 16] ; [2 5],[ 8.59375 16.40625] ; [2.40625 4.59375],0
n4,1,0.714546,0.133779,[16  9] ; [5 2],[16.40625  8.59375] ; [4.59375 2.40625],0
d4,1,0.74047,0.109714,[16  9] ; [4 3],[15.625  9.375] ; [4.375 2.625],0
d2,1,0.74047,0.109714,[ 9 16] ; [3 4],[ 9.375 15.625] ; [2.625 4.375],0
p11,1,0.80955,0.058084,[13 12] ; [4 3],[13.28125 11.71875] ; [3.71875 3.28125],0
u2,1,0.836813,0.042424,[3 8] ; [1 2],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
s1,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
p1,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
a3,1,0.955212,0.003154,[14 10] ; [4 3],[13.93548387 10.06451613] ; [4.06451613 2.93548387],0
d5,1,0.957035,0.002902,[11 14] ; [3 4],[10.9375 14.0625] ; [3.0625 3.9375],0
v2,1,0.975646,0.000932,[ 7 17] ; [2 5],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
