Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.005174,7.817443,[15  2] ; [20 21],[10.25862069  6.74137931] ; [24.74137931 16.25862069],0
a6,1,0.00646,7.417256,[ 7 10] ; [32  9],[11.43103448  5.56896552] ; [27.56896552 13.43103448],0
s3,1,0.011708,6.354607,[14  3] ; [19 22],[9.67241379 7.32758621] ; [23.32758621 17.67241379],0
a7,1,0.021012,5.325789,[ 7 10] ; [30 11],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
s4,1,0.027353,4.868361,[ 7 10] ; [ 6 35],[ 3.81034483 13.18965517] ; [ 9.18965517 31.81034483],0
p5,1,0.037476,4.328657,[ 3 14] ; [ 1 40],[ 1.17241379 15.82758621] ; [ 2.82758621 38.17241379],0
s7,1,0.049081,3.872586,[9 7] ; [10 26],[ 5.84615385 10.15384615] ; [13.15384615 22.84615385],0
p6,1,0.070349,3.274854,[8 8] ; [10 30],[ 5.14285714 10.85714286] ; [12.85714286 27.14285714],0
d4,1,0.101714,2.678453,[16  1] ; [31 10],[13.77586207  3.22413793] ; [33.22413793  7.77586207],0
n4,1,0.106875,2.599836,[ 6 11] ; [24 17],[8.79310345 8.20689655] ; [21.20689655 19.79310345],0
s2,1,0.119544,2.423286,[10  7] ; [15 26],[7.32758621 9.67241379] ; [17.67241379 23.32758621],0
v2,1,0.142917,2.146264,[ 6 11] ; [21 16],[8.5 8.5] ; [18.5 18.5],0
p9,1,0.155877,2.013773,[14  3] ; [26 15],[11.72413793  5.27586207] ; [28.27586207 12.72413793],0
b2,1,0.163373,1.942722,[6 7] ; [ 6 19],[4.10526316 8.89473684] ; [ 7.89473684 17.10526316],0
b3,1,0.163373,1.942722,[6 7] ; [ 6 19],[4.10526316 8.89473684] ; [ 7.89473684 17.10526316],0
v3,1,0.171713,1.867926,[ 3 13] ; [14 23],[ 5.13207547 10.86792453] ; [11.86792453 25.13207547],0
p10,1,0.258437,1.277112,[13  4] ; [25 16],[11.13793103  5.86206897] ; [26.86206897 14.13793103],0
b1,1,0.268158,1.226145,[9 8] ; [28 13],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
v1,1,0.272855,1.202338,[10  6] ; [19 22],[8.14035088 7.85964912] ; [20.85964912 20.14035088],0
a2,1,0.279935,1.167405,[ 2 15] ; [10 31],[ 3.51724138 13.48275862] ; [ 8.48275862 32.51724138],0
r1,1,0.342607,0.900651,[11  5] ; [33  8],[12.35087719  3.64912281] ; [31.64912281  9.35087719],0
v4,1,0.351694,0.867335,[16  1] ; [35  6],[14.94827586  2.05172414] ; [36.05172414  4.94827586],0
p4,1,0.389226,0.741359,[12  5] ; [24 17],[10.55172414  6.44827586] ; [25.44827586 15.55172414],0
n1,1,0.390636,0.736961,[4 3] ; [2 4],[3.23076923 3.76923077] ; [2.76923077 3.23076923],0
n2,1,0.416448,0.660317,[6 1] ; [4 2],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
u3,1,0.45675,0.553846,[5 1] ; [8 4],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
s8,1,0.457965,0.550865,[8 9] ; [15 26],[ 6.74137931 10.25862069] ; [16.25862069 24.74137931],0
r3,1,0.472402,0.516352,[16  1] ; [36  5],[15.24137931  1.75862069] ; [36.75862069  4.24137931],0
d1,1,0.48598,0.485414,[10  7] ; [20 21],[8.79310345 8.20689655] ; [21.20689655 19.79310345],0
p11,1,0.488081,0.480755,[12  5] ; [25 16],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
a1,1,0.512993,0.427957,[ 1 16] ; [ 1 40],[ 0.5862069 16.4137931] ; [ 1.4137931 39.5862069],0
d5,1,0.545591,0.365276,[12  5] ; [32  9],[12.89655172  4.10344828] ; [31.10344828  9.89655172],0
n5,1,0.5583,0.342657,[ 5 12] ; [15 25],[ 5.96491228 11.03508772] ; [14.03508772 25.96491228],0
b5,1,0.571727,0.319802,[9 8] ; [25 16],[9.96551724 7.03448276] ; [24.03448276 16.96551724],0
r4,1,0.583631,0.300402,[14  3] ; [36  5],[14.65517241  2.34482759] ; [35.34482759  5.65517241],0
p7,1,0.618925,0.247382,[12  4] ; [28 13],[11.22807018  4.77192982] ; [28.77192982 12.22807018],0
u1,1,0.632328,0.228916,[ 1 16] ; [ 4 37],[ 1.46551724 15.53448276] ; [ 3.53448276 37.46551724],0
a3,1,0.651612,0.203874,[11  6] ; [29 12],[11.72413793  5.27586207] ; [28.27586207 12.72413793],0
d3,1,0.661975,0.191133,[11  6] ; [24 17],[10.25862069  6.74137931] ; [24.74137931 16.25862069],0
a5,1,0.690966,0.158042,[12  5] ; [31 10],[12.60344828  4.39655172] ; [30.39655172 10.60344828],0
p8,1,0.718825,0.129621,[10  7] ; [22 19],[9.37931034 7.62068966] ; [22.62068966 18.37931034],0
d2,1,0.718825,0.129621,[ 7 10] ; [19 22],[7.62068966 9.37931034] ; [18.37931034 22.62068966],0
b4,1,0.718825,0.129621,[10  7] ; [22 19],[9.37931034 7.62068966] ; [22.62068966 18.37931034],0
p1,1,0.772989,0.083214,[ 3 14] ; [ 6 35],[ 2.63793103 14.36206897] ; [ 6.36206897 34.63793103],0
r2,1,0.81915,0.052275,[15  2] ; [37  4],[15.24137931  1.75862069] ; [36.75862069  4.24137931],0
a4,1,0.878787,0.023259,[ 7 10] ; [16 25],[ 6.74137931 10.25862069] ; [16.25862069 24.74137931],0
p2,1,0.957997,0.002774,[14  3] ; [34  7],[14.06896552  2.93103448] ; [33.93103448  7.06896552],0
