Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.011599,6.371158,[41  4] ; [6 4],[38.45454545  6.54545455] ; [8.54545455 1.45454545],0
s6,1,0.012828,6.192719,[20 23] ; [9 1],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
p4,1,0.01735,5.660613,[35 10] ; [4 6],[31.90909091 13.09090909] ; [7.09090909 2.90909091],0
u3,1,0.03726,4.338492,[ 7 13] ; [5 1],[ 9.23076923 10.76923077] ; [2.76923077 3.23076923],0
p12,1,0.070005,3.282903,[ 4 41] ; [3 7],[ 5.72727273 39.27272727] ; [1.27272727 8.72727273],0
d3,1,0.122606,2.383709,[15 28] ; [1 9],[12.98113208 30.01886792] ; [3.01886792 6.98113208],0
a4,1,0.132067,2.268032,[15 29] ; [1 9],[13.03703704 30.96296296] ; [2.96296296 7.03703704],0
d5,1,0.174658,1.842503,[19 25] ; [2 8],[17.11111111 26.88888889] ; [3.88888889 6.11111111],0
s2,1,0.24869,1.330645,[18 27] ; [6 4],[19.63636364 25.36363636] ; [4.36363636 5.63636364],0
a6,1,0.284893,1.1436,[28 17] ; [8 2],[29.45454545 15.54545455] ; [6.54545455 3.45454545],0
a3,1,0.372808,0.794282,[25 20] ; [4 6],[23.72727273 21.27272727] ; [5.27272727 4.72727273],0
s8,1,0.395085,0.723234,[16 29] ; [5 5],[17.18181818 27.81818182] ; [3.81818182 6.18181818],0
v3,1,0.395085,0.723234,[16 29] ; [5 5],[17.18181818 27.81818182] ; [3.81818182 6.18181818],0
r1,1,0.409203,0.681115,[30 15] ; [8 2],[31.09090909 13.90909091] ; [6.90909091 3.09090909],0
a7,1,0.424601,0.637544,[28 16] ; [5 5],[26.88888889 17.11111111] ; [6.11111111 3.88888889],0
n6,1,0.458318,0.55,[36  9] ; [9 1],[36.81818182  8.18181818] ; [8.18181818 1.81818182],0
s3,1,0.462433,0.54,[19 26] ; [5 4],[20. 25.] ; [4. 5.],0
s4,1,0.46299,0.538657,[ 5 39] ; [2 8],[ 5.7037037 38.2962963] ; [1.2962963 8.7037037],0
b5,1,0.47546,0.509259,[26 19] ; [7 3],[27. 18.] ; [6. 4.],0
s5,1,0.495493,0.464576,[14 29] ; [4 5],[14.88461538 28.11538462] ; [3.11538462 5.88461538],0
b1,1,0.524941,0.404174,[22 23] ; [6 4],[22.90909091 22.09090909] ; [5.09090909 4.90909091],0
b2,1,0.557706,0.343693,[13 15] ; [2 4],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
b3,1,0.557706,0.343693,[13 15] ; [2 4],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
d2,1,0.568068,0.325926,[13 32] ; [2 8],[12.27272727 32.72727273] ; [2.72727273 7.27272727],0
p10,1,0.627268,0.235784,[34 10] ; [7 3],[33.40740741 10.59259259] ; [7.59259259 2.40740741],0
a5,1,0.653722,0.20124,[26 19] ; [5 5],[25.36363636 19.63636364] ; [5.63636364 4.36363636],0
p1,1,0.715258,0.133082,[11 34] ; [3 7],[11.45454545 33.54545455] ; [2.54545455 7.45454545],0
p11,1,0.715258,0.133082,[34 11] ; [7 3],[33.54545455 11.45454545] ; [7.45454545 2.54545455],0
v1,1,0.749619,0.101852,[20 25] ; [5 5],[20.45454545 24.54545455] ; [4.54545455 5.45454545],0
n4,1,0.764763,0.08954,[34 11] ; [8 2],[34.36363636 10.63636364] ; [7.63636364 2.36363636],0
u2,1,0.768458,0.086667,[12  8] ; [4 2],[12.30769231  7.69230769] ; [3.69230769 2.30769231],0
a8,1,0.777731,0.079681,[ 7 36] ; [2 8],[ 7.30188679 35.69811321] ; [1.69811321 8.30188679],0
s7,1,0.835366,0.043191,[22 19] ; [5 5],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
p5,1,0.877685,0.023686,[10 35] ; [2 8],[ 9.81818182 35.18181818] ; [2.18181818 7.81818182],0
p9,1,0.877685,0.023686,[35 10] ; [8 2],[35.18181818  9.81818182] ; [7.81818182 2.18181818],0
p3,1,0.897464,0.016606,[26 19] ; [6 4],[26.18181818 18.81818182] ; [5.81818182 4.18181818],0
b4,1,0.897464,0.016606,[26 19] ; [6 4],[26.18181818 18.81818182] ; [5.81818182 4.18181818],0
v2,1,0.902858,0.014897,[24 21] ; [5 4],[24.16666667 20.83333333] ; [4.83333333 4.16666667],0
r3,1,0.918799,0.010393,[40  5] ; [9 1],[40.09090909  4.90909091] ; [8.90909091 1.09090909],0
n5,1,0.9743,0.001038,[35  9] ; [8 2],[35.03703704  8.96296296] ; [7.96296296 2.03703704],0
p8,1,1.0,0.0,[27 18] ; [6 4],[27. 18.] ; [6. 4.],0
