Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.090235,[36  7] ; [10 28],[24.41975309 18.58024691] ; [21.58024691 16.41975309],1
r1,1,0.001109,10.635697,[38  6] ; [21 18],[31.27710843 12.72289157] ; [27.72289157 11.27710843],0
v3,1,0.001822,9.720405,[24 18] ; [ 9 30],[17.11111111 24.88888889] ; [15.88888889 23.11111111],0
p10,1,0.002342,9.259935,[38  6] ; [22 17],[31.80722892 12.19277108] ; [28.19277108 10.80722892],0
p4,1,0.012622,6.221372,[35  9] ; [21 18],[29.68674699 14.31325301] ; [26.31325301 12.68674699],0
p8,1,0.013495,6.103077,[33 11] ; [19 20],[27.56626506 16.43373494] ; [24.43373494 14.56626506],0
d5,1,0.017584,5.637134,[36  8] ; [22 16],[31.12195122 12.87804878] ; [26.87804878 11.12195122],0
b4,1,0.021971,5.248073,[28 16] ; [15 24],[22.79518072 21.20481928] ; [20.20481928 18.79518072],0
p11,1,0.03303,4.544233,[38  6] ; [26 13],[33.92771084 10.07228916] ; [30.07228916  8.92771084],0
n4,1,0.03303,4.544233,[38  6] ; [26 13],[33.92771084 10.07228916] ; [30.07228916  8.92771084],0
n5,1,0.039375,4.244634,[36  8] ; [24 15],[31.80722892 12.19277108] ; [28.19277108 10.80722892],0
d1,1,0.039405,4.243332,[28 16] ; [16 23],[23.3253012 20.6746988] ; [20.6746988 18.3253012],0
s8,1,0.045553,3.998054,[18 26] ; [ 8 31],[13.78313253 30.21686747] ; [12.21686747 26.78313253],0
p9,1,0.052228,3.768441,[39  5] ; [28 11],[35.51807229  8.48192771] ; [31.48192771  7.51807229],0
d4,1,0.070925,3.261478,[35  9] ; [24 15],[31.27710843 12.72289157] ; [27.72289157 11.27710843],0
a5,1,0.11968,2.421504,[32 12] ; [22 17],[28.62650602 15.37349398] ; [25.37349398 13.62650602],0
a8,1,0.123579,2.371362,[ 2 35] ; [ 6 30],[ 4.05479452 32.94520548] ; [ 3.94520548 32.05479452],0
u2,1,0.125695,2.344877,[5 7] ; [10  4],[6.92307692 5.07692308] ; [8.07692308 5.92307692],0
r4,1,0.154942,2.022906,[39  5] ; [30  9],[36.57831325  7.42168675] ; [32.42168675  6.57831325],0
p3,1,0.171081,1.873443,[28 16] ; [19 20],[24.91566265 19.08433735] ; [22.08433735 16.91566265],0
s5,1,0.173721,1.85054,[10 34] ; [ 4 32],[ 7.7 36.3] ; [ 6.3 29.7],0
d3,1,0.207021,1.592138,[32 12] ; [22 15],[29.33333333 14.66666667] ; [24.66666667 12.33333333],0
u1,1,0.241737,1.370435,[10 34] ; [ 5 34],[ 7.95180723 36.04819277] ; [ 7.04819277 31.95180723],0
p7,1,0.246376,1.343736,[37  7] ; [28 10],[34.87804878  9.12195122] ; [30.12195122  7.87804878],0
p2,1,0.249902,1.323853,[43  1] ; [36  3],[41.87951807  2.12048193] ; [37.12048193  1.87951807],0
b1,1,0.260096,1.268246,[20 24] ; [13 26],[17.4939759 26.5060241] ; [15.5060241 23.4939759],0
n6,1,0.264608,1.244488,[38  6] ; [30  9],[36.04819277  7.95180723] ; [31.95180723  7.04819277],0
a3,1,0.310871,1.026971,[32 11] ; [25 14],[29.8902439 13.1097561] ; [27.1097561 11.8902439],0
a7,1,0.374883,0.787414,[36  8] ; [28 10],[34.34146341  9.65853659] ; [29.65853659  8.34146341],0
s4,1,0.379342,0.772833,[ 4 40] ; [ 6 33],[ 5.30120482 38.69879518] ; [ 4.69879518 34.30120482],0
a6,1,0.397827,0.714885,[32 12] ; [25 14],[30.21686747 13.78313253] ; [26.78313253 12.21686747],0
n3,1,0.530801,0.392857,[6 2] ; [12  2],[6.54545455 1.45454545] ; [11.45454545  2.54545455],0
n1,1,0.603848,0.269231,[4 4] ; [5 8],[3.42857143 4.57142857] ; [5.57142857 7.42857143],0
a4,1,0.630377,0.23155,[18 26] ; [18 21],[19.08433735 24.91566265] ; [16.91566265 22.08433735],0
p1,1,0.636845,0.222892,[ 6 38] ; [ 4 35],[ 5.30120482 38.69879518] ; [ 4.69879518 34.30120482],0
b5,1,0.663183,0.18968,[28 16] ; [23 16],[27.03614458 16.96385542] ; [23.96385542 15.03614458],0
u3,1,0.670896,0.180556,[5 7] ; [7 7],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
s7,1,0.78047,0.077677,[16 25] ; [16 22],[16.60759494 24.39240506] ; [15.39240506 22.60759494],0
a2,1,0.806978,0.059696,[10 34] ; [ 8 31],[ 9.54216867 34.45783133] ; [ 8.45783133 30.54216867],0
r2,1,0.851918,0.034846,[41  3] ; [35  3],[40.7804878  3.2195122] ; [35.2195122  2.7804878],0
n2,1,0.856417,0.032738,[6 2] ; [10  4],[5.81818182 2.18181818] ; [10.18181818  3.81818182],0
r3,1,0.85749,0.032246,[40  4] ; [35  4],[39.75903614  4.24096386] ; [35.24096386  3.75903614],0
b2,1,0.889816,0.019193,[16 12] ; [13  9],[16.24 11.76] ; [12.76  9.24],0
b3,1,0.889816,0.019193,[16 12] ; [13  9],[16.24 11.76] ; [12.76  9.24],0
s3,1,0.893067,0.01807,[13 31] ; [11 28],[12.72289157 31.27710843] ; [11.27710843 27.72289157],0
s1,1,0.901143,0.01543,[ 1 43] ; [ 1 36],[ 1.08641975 42.91358025] ; [ 0.91358025 36.08641975],0
a1,1,0.931152,0.007464,[ 1 43] ; [ 1 38],[ 1.06024096 42.93975904] ; [ 0.93975904 38.06024096],0
s2,1,0.946546,0.004495,[11 33] ; [10 29],[11.13253012 32.86746988] ; [ 9.86746988 29.13253012],0
d2,1,0.970145,0.001401,[19 25] ; [17 22],[19.08433735 24.91566265] ; [16.91566265 22.08433735],0
