Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,39.520511,[80 22] ; [ 68 105],[54.89454545 47.10545455] ; [93.10545455 79.89454545],1
v1,1,1e-06,24.897845,[74 31] ; [ 69 105],[53.8172043 51.1827957] ; [89.1827957 84.8172043],1
p12,1,0.003472,8.541311,[13 91] ; [  6 170],[ 7.05714286 96.94285714] ; [ 11.94285714 164.05714286],0
n4,1,0.006005,7.548858,[89 15] ; [126  51],[79.57295374 24.42704626] ; [135.42704626  41.57295374],0
s4,1,0.021254,5.305874,[ 6 98] ; [ 26 149],[11.92831541 92.07168459] ; [ 20.07168459 154.92831541],0
d1,1,0.022859,5.179225,[68 37] ; [90 87],[58.82978723 46.17021277] ; [99.17021277 77.82978723],0
r4,1,0.024225,5.078438,[98  7] ; [149  28],[91.96808511 13.03191489] ; [155.03191489  21.96808511],0
a3,1,0.036902,4.354936,[76 28] ; [107  69],[67.97142857 36.02857143] ; [115.02857143  60.97142857],0
a1,1,0.063403,3.446058,[ 6 99] ; [  3 174],[  3.35106383 101.64893617] ; [  5.64893617 171.35106383],0
a2,1,0.086075,2.946288,[26 79] ; [ 29 148],[20.4787234 84.5212766] ; [ 34.5212766 142.4787234],0
p4,1,0.088963,2.893033,[77 26] ; [115  62],[70.62857143 32.37142857] ; [121.37142857  55.62857143],0
a4,1,0.090976,2.857017,[46 58] ; [ 60 116],[39.37142857 64.62857143] ; [ 66.62857143 109.37142857],0
b1,1,0.095756,2.774839,[34 71] ; [ 75 102],[40.58510638 64.41489362] ; [ 68.41489362 108.58510638],0
b2,1,0.106967,2.598466,[27 45] ; [24 69],[22.25454545 49.74545455] ; [28.74545455 64.25454545],0
b3,1,0.106967,2.598466,[27 45] ; [24 69],[22.25454545 49.74545455] ; [28.74545455 64.25454545],0
p3,1,0.115691,2.474703,[65 40] ; [92 84],[58.66548043 46.33451957] ; [98.33451957 77.66548043],0
b4,1,0.119559,2.423085,[64 41] ; [91 86],[57.71276596 47.28723404] ; [97.28723404 79.71276596],0
r1,1,0.1244,2.361032,[87 18] ; [132  44],[81.83274021 23.16725979] ; [137.16725979  38.83274021],0
d4,1,0.134161,2.243687,[89 16] ; [137  40],[84.14893617 20.85106383] ; [141.85106383  35.14893617],0
s8,1,0.134721,2.237239,[47 57] ; [ 64 113],[41.08185053 62.91814947] ; [ 69.91814947 107.08185053],0
p10,1,0.149228,2.080126,[89 14] ; [140  36],[84.54121864 18.45878136] ; [144.45878136  31.54121864],0
d3,1,0.150306,2.069146,[78 27] ; [117  60],[72.60638298 32.39361702] ; [122.39361702  54.60638298],0
n1,1,0.193502,1.69075,[ 3 11] ; [14 20],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
