Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,24.500178,[17 71] ; [29 18],[29.98518519 58.01481481] ; [16.01481481 30.98518519],1
p8,1,0.000645,11.642234,[13 77] ; [19 28],[21.02189781 68.97810219] ; [10.97810219 36.02189781],1
p7,1,0.000958,10.906271,[20 67] ; [24 23],[28.56716418 58.43283582] ; [15.43283582 31.56716418],1
r3,1,0.008346,6.957705,[74 16] ; [46  1],[78.83211679 11.16788321] ; [41.16788321  5.83211679],0
p6,1,0.014314,5.999036,[14 75] ; [16 31],[19.63235294 69.36764706] ; [10.36764706 36.63235294],0
r4,1,0.045033,4.017413,[70 20] ; [43  4],[74.23357664 15.76642336] ; [38.76642336  8.23357664],0
v4,1,0.050573,3.822352,[76 14] ; [45  2],[79.48905109 10.51094891] ; [41.51094891  5.48905109],0
p10,1,0.076379,3.140319,[50 38] ; [34 13],[54.75555556 33.24444444] ; [29.24444444 17.75555556],0
n3,1,0.098514,2.729443,[17 12] ; [11  2],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
a5,1,0.12052,2.410546,[53 37] ; [34 13],[57.15328467 32.84671533] ; [29.84671533 17.15328467],0
s2,1,0.128501,2.310519,[33 55] ; [24 23],[37.15555556 50.84444444] ; [19.84444444 27.15555556],0
n5,1,0.134377,2.241194,[62 28] ; [38  9],[65.69343066 24.30656934] ; [34.30656934 12.69343066],0
r1,1,0.145677,2.116948,[58 32] ; [36 11],[61.75182482 28.24817518] ; [32.24817518 14.75182482],0
a1,1,0.164772,1.92988,[ 4 86] ; [ 5 42],[ 5.91240876 84.08759124] ; [ 3.08759124 43.91240876],0
v2,1,0.180084,1.796929,[38 46] ; [27 20],[41.67938931 42.32061069] ; [23.32061069 23.67938931],0
v1,1,0.191983,1.702335,[32 57] ; [21 23],[35.46616541 53.53383459] ; [17.53383459 26.46616541],0
