Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.652216,[17 27] ; [51 10],[28.4952381 15.5047619] ; [39.5047619 21.4952381],1
v4,1,3.7e-05,17.040984,[22 22] ; [53  8],[31.42857143 12.57142857] ; [43.57142857 17.42857143],1
r2,1,0.000437,12.365592,[28 14] ; [57  4],[34.66019417  7.33980583] ; [50.33980583 10.66019417],1
u3,1,0.001821,9.722222,[ 4 14] ; [17  7],[9. 9.] ; [12. 12.],0
s6,1,0.003772,8.390304,[10 34] ; [30 29],[17.08737864 26.91262136] ; [22.91262136 36.08737864],0
s8,1,0.005956,7.563636,[ 5 39] ; [21 39],[11. 33.] ; [15. 45.],0
a2,1,0.010795,6.498755,[ 3 41] ; [16 45],[ 7.96190476 36.03809524] ; [11.03809524 49.96190476],0
r3,1,0.015037,5.912122,[24 20] ; [47 14],[29.75238095 14.24761905] ; [41.24761905 19.75238095],0
s2,1,0.017231,5.672727,[ 8 36] ; [24 36],[13.53846154 30.46153846] ; [18.46153846 41.53846154],0
v1,1,0.027131,4.882483,[ 8 35] ; [23 36],[13.06862745 29.93137255] ; [17.93137255 41.06862745],0
s3,1,0.037366,4.333672,[11 32] ; [27 32],[16.01960784 26.98039216] ; [21.98039216 37.01960784],0
s7,1,0.037577,4.324046,[ 7 34] ; [20 35],[11.53125 29.46875] ; [15.46875 39.53125],0
n3,1,0.045761,3.990378,[ 7 10] ; [18  7],[10.11904762  6.88095238] ; [14.88095238 10.11904762],0
a1,1,0.05835,3.583663,[ 7 37] ; [ 3 58],[ 4.19047619 39.80952381] ; [ 5.80952381 55.19047619],0
p1,1,0.064711,3.412336,[ 8 36] ; [ 4 57],[ 5.02857143 38.97142857] ; [ 6.97142857 54.02857143],0
a4,1,0.06526,3.398382,[13 30] ; [29 31],[17.53398058 25.46601942] ; [24.46601942 35.53398058],0
a7,1,0.076584,3.135944,[19 25] ; [37 24],[23.46666667 20.53333333] ; [32.53333333 28.46666667],0
p11,1,0.102356,2.668445,[16 28] ; [32 29],[20.11428571 23.88571429] ; [27.88571429 33.11428571],0
p4,1,0.109469,2.561875,[ 8 36] ; [19 40],[11.53398058 32.46601942] ; [15.46601942 43.53398058],0
n4,1,0.134386,2.241097,[24 20] ; [42 19],[27.65714286 16.34285714] ; [38.34285714 22.65714286],0
u1,1,0.141604,2.160438,[ 3 41] ; [10 51],[ 5.44761905 38.55238095] ; [ 7.55238095 53.44761905],0
d1,1,0.168135,1.899497,[15 29] ; [29 32],[18.43809524 25.56190476] ; [25.56190476 35.43809524],0
n6,1,0.173888,1.849097,[24 19] ; [42 19],[27.28846154 15.71153846] ; [38.71153846 22.28846154],0
u2,1,0.179464,1.802059,[ 6 12] ; [13 11],[8.14285714 9.85714286] ; [10.85714286 13.14285714],0
d5,1,0.191256,1.707918,[23 21] ; [39 21],[26.23076923 17.76923077] ; [35.76923077 24.23076923],0
b2,1,0.193864,1.688004,[15 16] ; [14 28],[12.31506849 18.68493151] ; [16.68493151 25.31506849],0
b3,1,0.193864,1.688004,[15 16] ; [14 28],[12.31506849 18.68493151] ; [16.68493151 25.31506849],0
s5,1,0.199965,1.642631,[ 5 38] ; [12 44],[ 7.38383838 35.61616162] ; [ 9.61616162 46.38383838],0
n2,1,0.209077,1.577804,[9 8] ; [20  8],[10.95555556  6.04444444] ; [18.04444444  9.95555556],0
d3,1,0.210252,1.569688,[18 26] ; [32 28],[21.15384615 22.84615385] ; [28.84615385 31.15384615],0
p5,1,0.216893,1.524808,[ 2 40] ; [ 7 52],[ 3.74257426 38.25742574] ; [ 5.25742574 53.74257426],0
s1,1,0.277429,1.17964,[ 4 40] ; [10 51],[ 5.86666667 38.13333333] ; [ 8.13333333 52.86666667],0
p3,1,0.294951,1.096885,[ 9 35] ; [18 43],[11.31428571 32.68571429] ; [15.68571429 45.31428571],0
n1,1,0.352972,0.862745,[ 7 10] ; [15 12],[8.5 8.5] ; [13.5 13.5],0
a8,1,0.407314,0.686628,[ 3 41] ; [ 7 53],[ 4.23076923 39.76923077] ; [ 5.76923077 54.23076923],0
s4,1,0.446953,0.578368,[ 5 39] ; [10 50],[ 6.34615385 37.65384615] ; [ 8.65384615 51.34615385],0
n5,1,0.460442,0.544821,[27 17] ; [41 19],[28.76923077 15.23076923] ; [39.23076923 20.76923077],0
v3,1,0.461819,0.541482,[ 9 35] ; [15 41],[10.56 33.44] ; [13.44 42.56],0
p7,1,0.523698,0.406604,[ 9 35] ; [15 43],[10.35294118 33.64705882] ; [13.64705882 44.35294118],0
p10,1,0.532824,0.389003,[16 27] ; [26 34],[17.53398058 25.46601942] ; [24.46601942 35.53398058],0
p6,1,0.548983,0.359142,[ 4 39] ; [ 8 53],[ 4.96153846 38.03846154] ; [ 7.03846154 53.96153846],0
b5,1,0.571917,0.319486,[25 19] ; [38 23],[26.4 17.6] ; [36.6 24.4],0
b4,1,0.603766,0.269353,[23 21] ; [35 26],[24.3047619 19.6952381] ; [33.6952381 27.3047619],0
d4,1,0.616501,0.250816,[28 16] ; [41 19],[29.19230769 14.80769231] ; [39.80769231 20.19230769],0
a5,1,0.647832,0.208644,[24 20] ; [36 25],[25.14285714 18.85714286] ; [34.85714286 26.14285714],0
p9,1,0.680749,0.169284,[18 22] ; [30 31],[19.00990099 20.99009901] ; [28.99009901 32.00990099],0
a6,1,0.700092,0.148376,[24 20] ; [35 25],[24.96153846 19.03846154] ; [34.03846154 25.96153846],0
a3,1,0.709158,0.139119,[26 18] ; [37 22],[26.91262136 17.08737864] ; [36.08737864 22.91262136],0
p8,1,0.769113,0.086163,[ 8 35] ; [10 51],[ 7.44230769 35.55769231] ; [10.55769231 50.44230769],0
b1,1,0.803553,0.061877,[22 22] ; [32 29],[22.62857143 21.37142857] ; [31.37142857 29.62857143],0
p12,1,0.814775,0.054883,[ 1 43] ; [ 1 60],[ 0.83809524 43.16190476] ; [ 1.16190476 59.83809524],0
d2,1,0.924442,0.008995,[20 22] ; [28 32],[19.76470588 22.23529412] ; [28.23529412 31.76470588],0
