Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000396,12.54902,[3 3] ; [ 1 33],[0.6 5.4] ; [ 3.4 30.6],1
s7,1,0.001105,10.64342,[4 2] ; [ 3 28],[1.13513514 4.86486486] ; [ 5.86486486 25.13513514],0
r1,1,0.003933,8.314619,[5 1] ; [ 8 26],[1.95 4.05] ; [11.05 22.95],0
u3,1,0.019133,5.489279,[2 1] ; [ 2 17],[0.54545455 2.45454545] ; [ 3.45454545 15.54545455],0
r4,1,0.023056,5.164248,[3 3] ; [ 4 30],[1.05 4.95] ; [ 5.95 28.05],0
s6,1,0.033518,4.519141,[4 2] ; [ 8 26],[1.8 4.2] ; [10.2 23.8],0
n1,1,0.034703,4.459722,[2 1] ; [ 2 14],[0.63157895 2.36842105] ; [ 3.36842105 12.63157895],0
p9,1,0.054522,3.696644,[5 1] ; [13 19],[2.84210526 3.15789474] ; [15.15789474 16.84210526],0
p2,1,0.056591,3.634577,[5 1] ; [14 20],[2.85 3.15] ; [16.15 17.85],0
p8,1,0.080175,3.061354,[3 3] ; [ 6 28],[1.35 4.65] ; [ 7.65 26.35],0
n5,1,0.14812,2.091503,[2 4] ; [22 12],[3.6 2.4] ; [20.4 13.6],0
p5,1,0.154963,2.022704,[1 5] ; [ 1 33],[0.3 5.7] ; [ 1.7 32.3],0
b1,1,0.194,1.686977,[2 4] ; [21 13],[3.45 2.55] ; [19.55 14.45],0
a5,1,0.194,1.686977,[4 2] ; [13 21],[2.55 3.45] ; [14.45 19.55],0
b3,1,0.238149,1.391519,[2 1] ; [ 7 15],[1.08 1.92] ; [ 7.92 14.08],0
b2,1,0.238149,1.391519,[2 1] ; [ 7 15],[1.08 1.92] ; [ 7.92 14.08],0
p7,1,0.246235,1.344538,[3 3] ; [ 9 25],[1.8 4.2] ; [10.2 23.8],0
a6,1,0.252904,1.30719,[1 5] ; [14 20],[2.25 3.75] ; [12.75 21.25],0
n6,1,0.338962,0.914354,[4 2] ; [15 18],[2.92307692 3.07692308] ; [16.07692308 16.92307692],0
s5,1,0.355149,0.854973,[1 5] ; [ 2 32],[0.45 5.55] ; [ 2.55 31.45],0
v4,1,0.375825,0.784314,[4 2] ; [16 18],[3. 3.] ; [17. 17.],0
a7,1,0.375825,0.784314,[4 2] ; [16 18],[3. 3.] ; [17. 17.],0
n4,1,0.45102,0.568087,[4 2] ; [17 17],[3.15 2.85] ; [17.85 16.15],0
n2,1,0.465693,0.532176,[2 1] ; [7 9],[1.42105263 1.57894737] ; [7.57894737 8.42105263],0
d1,1,0.490657,0.475086,[2 4] ; [ 7 27],[1.35 4.65] ; [ 7.65 26.35],0
d3,1,0.492717,0.470588,[3 3] ; [12 22],[2.25 3.75] ; [12.75 21.25],0
v2,1,0.494739,0.466204,[1 5] ; [10 23],[1.69230769 4.30769231] ; [ 9.30769231 23.69230769],0
b4,1,0.519184,0.415514,[5 1] ; [24 10],[4.35 1.65] ; [24.65  9.35],0
s1,1,0.554916,0.348584,[1 5] ; [ 3 31],[0.6 5.4] ; [ 3.4 30.6],0
p1,1,0.554916,0.348584,[1 5] ; [ 3 31],[0.6 5.4] ; [ 3.4 30.6],0
d4,1,0.622251,0.242716,[4 2] ; [19 15],[3.45 2.55] ; [19.55 14.45],0
u2,1,0.650041,0.205848,[2 1] ; [10  9],[1.63636364 1.36363636] ; [10.36363636  8.63636364],0
s2,1,0.737828,0.112045,[1 5] ; [ 4 30],[0.75 5.25] ; [ 4.25 29.75],0
b5,1,0.789452,0.071301,[3 3] ; [19 15],[3.3 2.7] ; [18.7 15.3],0
d5,1,0.789452,0.071301,[3 3] ; [15 19],[2.7 3.3] ; [15.3 18.7],0
v1,1,0.824778,0.04902,[1 5] ; [ 7 27],[1.2 4.8] ; [ 6.8 27.2],0
a3,1,0.837224,0.042208,[3 3] ; [15 18],[2.76923077 3.23076923] ; [15.23076923 17.76923077],0
d2,1,0.846758,0.037348,[2 4] ; [10 24],[1.8 4.2] ; [10.2 23.8],0
s3,1,0.929113,0.007914,[1 5] ; [ 6 27],[1.07692308 4.92307692] ; [ 5.92307692 27.07692308],0
a8,1,0.948801,0.004123,[1 5] ; [ 5 27],[0.94736842 5.05263158] ; [ 5.05263158 26.94736842],0
a4,1,0.953534,0.003395,[1 5] ; [ 6 28],[1.05 4.95] ; [ 5.95 28.05],0
