Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,6e-06,20.597236,[50 14] ; [45 61],[35.76470588 28.23529412] ; [59.23529412 46.76470588],1
v3,1,6e-06,20.442391,[29 35] ; [14 88],[16.57831325 47.42168675] ; [26.42168675 75.57831325],1
r4,1,7.5e-05,15.689486,[55  9] ; [60 46],[43.29411765 20.70588235] ; [71.70588235 34.29411765],1
v1,1,0.000149,14.382659,[35 28] ; [27 76],[23.53012048 39.46987952] ; [38.46987952 64.53012048],1
p11,1,0.000297,13.088694,[53 11] ; [59 47],[42.16470588 21.83529412] ; [69.83529412 36.16470588],1
p3,1,0.000334,12.870243,[33 31] ; [26 80],[22.21176471 41.78823529] ; [36.78823529 69.21176471],1
p7,1,0.000629,11.689089,[41 23] ; [38 65],[30.2754491 33.7245509] ; [48.7245509 54.2754491],1
r3,1,0.001836,9.70646,[59  5] ; [76 29],[51.12426036 12.87573964] ; [83.87573964 21.12426036],0
p6,1,0.006496,7.407163,[22 42] ; [17 88],[14.76923077 49.23076923] ; [24.23076923 80.76923077],0
v4,1,0.00766,7.111204,[59  5] ; [79 25],[52.57142857 11.42857143] ; [85.42857143 18.57142857],0
a5,1,0.007997,7.034048,[40 24] ; [44 62],[31.62352941 32.37647059] ; [52.37647059 53.62352941],0
p10,1,0.013489,6.103846,[45 19] ; [53 51],[37.33333333 26.66666667] ; [60.66666667 43.33333333],0
s8,1,0.014256,6.00611,[13 51] ; [ 8 98],[ 7.90588235 56.09411765] ; [13.09411765 92.90588235],0
a3,1,0.015533,5.854988,[43 21] ; [50 54],[35.42857143 28.57142857] ; [57.57142857 46.42857143],0
p4,1,0.016078,5.794286,[32 32] ; [33 72],[24.61538462 39.38461538] ; [40.38461538 64.61538462],0
s5,1,0.016265,5.773966,[10 53] ; [ 5 98],[ 5.69277108 57.30722892] ; [ 9.30722892 93.69277108],0
u1,1,0.018691,5.530187,[ 5 59] ; [  1 105],[ 2.25882353 61.74117647] ; [  3.74117647 102.25882353],0
p8,1,0.024653,5.048077,[28 36] ; [28 76],[21.33333333 42.66666667] ; [34.66666667 69.33333333],0
n3,1,0.025156,5.013148,[15  1] ; [21 12],[11.75510204  4.24489796] ; [24.24489796  8.75510204],0
p2,1,0.039202,4.252089,[51 13] ; [68 37],[45.06508876 18.93491124] ; [73.93491124 31.06508876],0
r2,1,0.040966,4.177424,[57  7] ; [81 25],[51.95294118 12.04705882] ; [86.04705882 19.95294118],0
d3,1,0.041674,4.148397,[29 35] ; [31 73],[22.85714286 41.14285714] ; [37.14285714 66.85714286],0
p5,1,0.051631,3.787675,[ 4 60] ; [  1 102],[ 1.91616766 62.08383234] ; [ 3.08383234 99.91616766],0
d2,1,0.070309,3.275792,[ 7 57] ; [23 82],[11.36094675 52.63905325] ; [18.63905325 86.36094675],0
n4,1,0.07037,3.274371,[44 20] ; [58 48],[38.4 25.6] ; [63.6 42.4],0
p9,1,0.083539,2.994661,[46 18] ; [61 43],[40.76190476 23.23809524] ; [66.23809524 37.76190476],0
n6,1,0.14051,2.17237,[45 19] ; [62 43],[40.52071006 23.47928994] ; [66.47928994 38.52071006],0
b5,1,0.155094,2.021423,[34 30] ; [68 38],[38.4 25.6] ; [63.6 42.4],0
a6,1,0.165571,1.922598,[39 25] ; [53 53],[34.63529412 29.36470588] ; [57.36470588 48.63529412],0
b1,1,0.176466,1.82714,[34 30] ; [45 61],[29.74117647 34.25882353] ; [49.25882353 56.74117647],0
a7,1,0.198392,1.654169,[40 24] ; [55 50],[35.97633136 28.02366864] ; [59.02366864 45.97633136],0
n2,1,0.258547,1.276518,[13  3] ; [23 12],[11.29411765  4.70588235] ; [24.70588235 10.29411765],0
d5,1,0.270831,1.212532,[33 31] ; [45 60],[29.53846154 34.46153846] ; [48.46153846 56.53846154],0
d4,1,0.363141,0.827001,[36 28] ; [52 54],[33.12941176 30.87058824] ; [54.87058824 51.12941176],0
s3,1,0.368548,0.808556,[15 49] ; [31 73],[17.52380952 46.47619048] ; [28.47619048 75.52380952],0
n5,1,0.373569,0.791759,[41 23] ; [60 45],[38.24852071 25.75147929] ; [62.75147929 42.24852071],0
a8,1,0.38428,0.756965,[ 5 54] ; [13 87],[ 6.67924528 52.32075472] ; [11.32075472 88.67924528],0
a2,1,0.405931,0.690688,[ 5 59] ; [  5 101],[ 3.76470588 60.23529412] ; [ 6.23529412 99.76470588],0
p1,1,0.422125,0.644392,[ 8 56] ; [ 9 95],[ 6.47619048 57.52380952] ; [10.52380952 93.47619048],0
u3,1,0.447896,0.57597,[ 7 14] ; [24 32],[ 8.45454545 12.54545455] ; [22.54545455 33.45454545],0
s4,1,0.452388,0.564662,[ 6 58] ; [14 92],[ 7.52941176 56.47058824] ; [12.47058824 93.52941176],0
s7,1,0.458317,0.550002,[14 45] ; [19 82],[12.16875 46.83125] ; [20.83125 80.16875],0
s1,1,0.462751,0.539233,[ 3 61] ; [ 8 98],[ 4.14117647 59.85882353] ; [ 6.85882353 99.14117647],0
a1,1,0.462751,0.539233,[ 3 61] ; [ 8 98],[ 4.14117647 59.85882353] ; [ 6.85882353 99.14117647],0
b2,1,0.464503,0.535022,[15 22] ; [22 44],[13.29126214 23.70873786] ; [23.70873786 42.29126214],0
b3,1,0.464503,0.535022,[15 22] ; [22 44],[13.29126214 23.70873786] ; [23.70873786 42.29126214],0
b4,1,0.580513,0.305406,[36 28] ; [55 51],[34.25882353 29.74117647] ; [56.74117647 49.25882353],0
u2,1,0.605107,0.267361,[ 8 13] ; [25 31],[ 9. 12.] ; [24. 32.],0
p12,1,0.61973,0.246248,[ 2 62] ; [  2 102],[ 1.52380952 62.47619048] ; [  2.47619048 101.52380952],0
n1,1,0.656278,0.198076,[ 5 10] ; [14 21],[5.7 9.3] ; [13.3 21.7],0
s2,1,0.699566,0.148924,[13 51] ; [19 87],[12.04705882 51.95294118] ; [19.95294118 86.04705882],0
a4,1,0.8079,0.059115,[18 46] ; [28 78],[17.31764706 46.68235294] ; [28.68235294 77.31764706],0
