Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.864454,[75 26] ; [11 26],[62.94202899 38.05797101] ; [23.05797101 13.94202899],1
d3,1,0.000303,13.05315,[78 22] ; [17 20],[69.34306569 30.65693431] ; [25.65693431 11.34306569],1
d5,1,0.003325,8.620209,[86 15] ; [23 14],[79.77536232 21.22463768] ; [29.22463768  7.77536232],0
u1,1,0.00472,7.983864,[24 78] ; [ 1 36],[18.34532374 83.65467626] ; [ 6.65467626 30.34532374],0
r1,1,0.00547,7.717232,[81 20] ; [21 16],[74.65217391 26.34782609] ; [27.34782609  9.65217391],0
a2,1,0.014458,5.981314,[32 70] ; [ 4 33],[26.41726619 75.58273381] ; [ 9.58273381 27.41726619],0
a5,1,0.014997,5.916828,[77 25] ; [20 17],[71.17985612 30.82014388] ; [25.82014388 11.17985612],0
r2,1,0.019802,5.429231,[97  3] ; [32  5],[94.16058394  5.83941606] ; [34.83941606  2.16058394],0
b1,1,0.028409,4.803062,[42 60] ; [23 14],[47.69784173 54.30215827] ; [17.30215827 19.69784173],0
a1,1,0.060777,3.51604,[ 3 99] ; [ 4 33],[ 5.13669065 96.86330935] ; [ 1.86330935 35.13669065],0
r4,1,0.066681,3.362879,[88 14] ; [27 10],[84.38848921 17.61151079] ; [30.61151079  6.38848921],0
s2,1,0.07587,3.151218,[64 38] ; [17 20],[59.43884892 42.56115108] ; [21.56115108 15.43884892],0
p10,1,0.119382,2.425404,[81 20] ; [25 12],[77.57971014 23.42028986] ; [28.42028986  8.57971014],0
s3,1,0.194647,1.682088,[63 38] ; [18 18],[59.71532847 41.28467153] ; [21.28467153 14.71532847],0
u2,1,0.219705,1.506294,[14 15] ; [ 4 10],[12.13953488 16.86046512] ; [5.86046512 8.13953488],0
b2,1,0.236309,1.402481,[12 35] ; [ 8 12],[14.02985075 32.97014925] ; [ 5.97014925 14.02985075],0
b3,1,0.236309,1.402481,[12 35] ; [ 8 12],[14.02985075 32.97014925] ; [ 5.97014925 14.02985075],0
n5,1,0.243006,1.36307,[65 36] ; [27  9],[67.82481752 33.17518248] ; [24.17518248 11.82481752],0
d1,1,0.285349,1.141434,[60 42] ; [18 19],[57.23741007 44.76258993] ; [20.76258993 16.23741007],0
b4,1,0.293569,1.103181,[56 46] ; [24 13],[58.70503597 43.29496403] ; [21.29496403 15.70503597],0
s8,1,0.333747,0.934306,[48 54] ; [14 23],[45.49640288 56.50359712] ; [16.50359712 20.49640288],0
