Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.864454,[75 26] ; [11 26],[62.94202899 38.05797101] ; [23.05797101 13.94202899],1
p4,1,0.389491,0.74053,[51 51] ; [21 15],[53.2173913 48.7826087] ; [18.7826087 17.2173913],0
p6,1,0.409849,0.679238,[39 63] ; [11 25],[36.95652174 65.04347826] ; [13.04347826 22.95652174],0
s7,1,0.416733,0.659511,[55 40] ; [18 18],[52.9389313 42.0610687] ; [20.0610687 15.9389313],0
s4,1,0.416735,0.659505,[23 79] ; [ 6 31],[21.28057554 80.71942446] ; [ 7.71942446 29.28057554],0
a3,1,0.42842,0.627103,[71 29] ; [23 13],[69.11764706 30.88235294] ; [24.88235294 11.11764706],0
s6,1,0.42842,0.627103,[71 29] ; [23 13],[69.11764706 30.88235294] ; [24.88235294 11.11764706],0
n1,1,0.441361,0.592742,[12 19] ; [9 9],[13.28571429 17.71428571] ; [ 7.71428571 10.28571429],0
a4,1,0.450214,0.570114,[51 50] ; [16 21],[49.03623188 51.96376812] ; [17.96376812 19.03623188],0
d2,1,0.450214,0.570114,[50 51] ; [21 16],[51.96376812 49.03623188] ; [19.03623188 17.96376812],0
v2,1,0.451419,0.567087,[49 48] ; [16 21],[47.05223881 49.94776119] ; [17.94776119 19.05223881],0
p3,1,0.461679,0.541821,[44 58] ; [13 23],[42.13043478 59.86956522] ; [14.86956522 21.13043478],0
p2,1,0.464705,0.534539,[76 26] ; [29  7],[77.60869565 24.39130435] ; [27.39130435  8.60869565],0
d4,1,0.475663,0.508791,[82 19] ; [28  9],[80.50724638 20.49275362] ; [29.49275362  7.50724638],0
s5,1,0.477961,0.503511,[35 58] ; [16 20],[36.76744186 56.23255814] ; [14.23255814 21.76744186],0
n2,1,0.528733,0.396825,[24  8] ; [12  6],[23.04  8.96] ; [12.96  5.04],0
n6,1,0.573926,0.316158,[73 28] ; [27  8],[74.26470588 26.73529412] ; [25.73529412  9.26470588],0
v4,1,0.581912,0.303154,[94  8] ; [33  4],[93.1942446  8.8057554] ; [33.8057554  3.1942446],0
p7,1,0.720705,0.127818,[54 47] ; [18 18],[53.08029197 47.91970803] ; [18.91970803 17.08029197],0
p12,1,0.733061,0.11632,[ 4 98] ; [ 1 36],[ 3.66906475 98.33093525] ; [ 1.33093525 35.66906475],0
n4,1,0.733179,0.116213,[67 34] ; [25 11],[67.82481752 33.17518248] ; [24.17518248 11.82481752],0
s1,1,0.738009,0.111885,[ 7 93] ; [ 2 35],[ 6.56934307 93.43065693] ; [ 2.43065693 34.56934307],0
p8,1,0.762381,0.091419,[34 68] ; [13 23],[34.73913043 67.26086957] ; [12.26086957 23.73913043],0
u4,1,0.790214,0.070773,[  2 100] ; [ 1 36],[ 2.20143885 99.79856115] ; [ 0.79856115 36.20143885],0
r3,1,0.796053,0.066801,[89 12] ; [32  5],[88.55797101 12.44202899] ; [32.44202899  4.55797101],0
b5,1,0.818092,0.0529,[71 31] ; [25 12],[70.44604317 31.55395683] ; [25.55395683 11.44604317],0
n3,1,0.829813,0.0462,[24  8] ; [13  5],[23.68  8.32] ; [13.32  4.68],0
v1,1,0.839625,0.040955,[49 53] ; [18 18],[49.52173913 52.47826087] ; [17.47826087 18.52173913],0
p1,1,0.875392,0.02459,[10 91] ; [ 4 33],[10.24637681 90.75362319] ; [ 3.75362319 33.24637681],0
u3,1,0.915594,0.011233,[15 14] ; [7 7],[14.8372093 14.1627907] ; [7.1627907 6.8372093],0
v3,1,0.918324,0.010515,[33 66] ; [12 23],[33.24626866 65.75373134] ; [11.75373134 23.24626866],0
p5,1,0.928494,0.008053,[ 9 93] ; [ 3 33],[ 8.86956522 93.13043478] ; [ 3.13043478 32.86956522],0
a8,1,0.988826,0.000196,[12 75] ; [ 5 31],[12.02439024 74.97560976] ; [ 4.97560976 31.02439024],0
