Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,122.405621,[ 2 95] ; [238 127],[50.38961039 46.61038961] ; [189.61038961 175.38961039],1
d3,1,0.0,73.212262,[30 65] ; [283  82],[64.64130435 30.35869565] ; [248.35869565 116.64130435],1
d5,1,0.0,64.276929,[43 53] ; [307  58],[72.88503254 23.11496746] ; [277.11496746  87.88503254],1
a7,1,1e-06,23.880144,[48 48] ; [276  89],[67.47071584 28.52928416] ; [256.52928416 108.47071584],1
d2,1,2e-06,22.747666,[21 76] ; [177 187],[41.66160521 55.33839479] ; [156.33839479 207.66160521],1
a3,1,2e-06,22.204992,[44 52] ; [260 104],[63.44347826 32.55652174] ; [240.55652174 123.44347826],1
a4,1,8e-06,19.954338,[19 76] ; [165 200],[38. 57.] ; [146. 219.],1
a5,1,1.4e-05,18.922593,[46 51] ; [259 106],[64.03679654 32.96320346] ; [240.96320346 124.03679654],1
r1,1,0.000118,14.829195,[60 36] ; [295  69],[74.08695652 21.91304348] ; [280.91304348  83.08695652],1
u1,1,0.000139,14.512736,[ 1 96] ; [ 56 309],[11.96753247 85.03246753] ; [ 45.03246753 319.96753247],1
a2,1,0.0002,13.835438,[ 6 91] ; [ 84 281],[18.8961039 78.1038961] ; [ 71.1038961 293.8961039],1
r3,1,0.000369,12.685463,[82 15] ; [345  18],[90.04130435  6.95869565] ; [336.95869565  26.04130435],1
r4,1,0.002352,9.252016,[76 21] ; [328  37],[84.82251082 12.17748918] ; [319.17748918  45.82251082],0
v2,1,0.002677,9.015437,[32 58] ; [185 162],[44.69107551 45.30892449] ; [172.30892449 174.69107551],0
a6,1,0.003696,8.427207,[52 45] ; [253 112],[64.03679654 32.96320346] ; [240.96320346 124.03679654],0
n3,1,0.013249,6.135519,[31  5] ; [70 39],[25.07586207 10.92413793] ; [75.92413793 33.07586207],0
b3,1,0.014861,5.932918,[ 9 39] ; [ 77 130],[16.18823529 31.81176471] ; [ 69.81176471 137.18823529],0
b2,1,0.014861,5.932918,[ 9 39] ; [ 77 130],[16.18823529 31.81176471] ; [ 69.81176471 137.18823529],0
p9,1,0.030139,4.701326,[66 28] ; [286  69],[73.69265033 20.30734967] ; [278.30734967  76.69265033],0
p1,1,0.034573,4.466153,[ 8 89] ; [ 12 350],[ 4.22657952 92.77342048] ; [ 15.77342048 346.22657952],0
u2,1,0.044381,4.041993,[24 29] ; [64 39],[29.8974359 23.1025641] ; [58.1025641 44.8974359],0
n2,1,0.047543,3.926068,[33  5] ; [77 32],[28.43537415  9.56462585] ; [81.56462585 27.43537415],0
r2,1,0.052041,3.774434,[87 10] ; [343  18],[91.069869  5.930131] ; [338.930131  22.069869],0
v3,1,0.058621,3.575989,[23 71] ; [121 227],[30.62443439 63.37556561] ; [113.37556561 234.62443439],0
u3,1,0.076145,3.145313,[24 29] ; [62 41],[29.21794872 23.78205128] ; [56.78205128 46.21794872],0
p11,1,0.082378,3.017345,[64 33] ; [273  92],[70.75541126 26.24458874] ; [266.24458874  98.75541126],0
b5,1,0.083467,2.99606,[54 43] ; [238 127],[61.30735931 35.69264069] ; [230.69264069 134.30735931],0
s1,1,0.09154,2.847083,[ 6 87] ; [ 10 346],[ 3.31403118 89.68596882] ; [ 12.68596882 343.31403118],0
s6,1,0.140502,2.172453,[52 43] ; [225 132],[58.21902655 36.78097345] ; [218.78097345 138.21902655],0
s2,1,0.160578,1.96877,[38 57] ; [174 188],[44.07002188 50.92997812] ; [167.92997812 194.07002188],0
n4,1,0.178151,1.812979,[60 36] ; [253 110],[65.46405229 30.53594771] ; [247.53594771 115.46405229],0
p10,1,0.18566,1.751725,[64 29] ; [272  88],[68.98013245 24.01986755] ; [267.01986755  92.98013245],0
v1,1,0.220896,1.498538,[38 57] ; [167 188],[43.27777778 51.72222222] ; [161.72222222 193.27777778],0
b4,1,0.242013,1.368828,[51 46] ; [216 149],[56.05844156 40.94155844] ; [210.94155844 154.05844156],0
s8,1,0.266429,1.235043,[30 67] ; [134 228],[34.65795207 62.34204793] ; [129.34204793 232.65795207],0
p4,1,0.2924,1.108536,[32 65] ; [139 219],[36.45494505 60.54505495] ; [134.54505495 223.45494505],0
s5,1,0.295011,1.096609,[21 73] ; [ 97 253],[24.98198198 69.01801802] ; [ 93.01801802 256.98198198],0
n6,1,0.303628,1.058192,[74 23] ; [294  69],[77.6 19.4] ; [290.4  72.6],0
b1,1,0.330269,0.947841,[37 60] ; [120 245],[32.96320346 64.03679654] ; [124.03679654 240.96320346],0
s3,1,0.395468,0.722064,[45 49] ; [189 169],[48.66371681 45.33628319] ; [185.33628319 172.66371681],0
s4,1,0.438196,0.601003,[19 77] ; [ 59 300],[16.45714286 79.54285714] ; [ 61.54285714 297.45714286],0
n1,1,0.449646,0.571543,[15 22] ; [36 71],[13.10416667 23.89583333] ; [37.89583333 69.10416667],0
p6,1,0.480248,0.4983,[21 74] ; [ 92 267],[23.64537445 71.35462555] ; [ 89.35462555 269.64537445],0
