Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.4e-05,18.935795,[13 35] ; [27  9],[22.85714286 25.14285714] ; [17.14285714 18.85714286],1
s7,1,0.001094,10.660716,[12 33] ; [21 12],[19.03846154 25.96153846] ; [13.96153846 19.03846154],0
s6,1,0.002157,9.411111,[28 20] ; [32  4],[34.28571429 13.71428571] ; [25.71428571 10.28571429],0
p1,1,0.0048,7.953281,[ 2 45] ; [ 9 26],[ 6.30487805 40.69512195] ; [ 4.69512195 30.30487805],0
s3,1,0.004887,7.920827,[18 29] ; [25 11],[24.34939759 22.65060241] ; [18.65060241 17.34939759],0
p9,1,0.021678,5.271426,[34 14] ; [32  3],[38.1686747  9.8313253] ; [27.8313253  7.1686747],0
d1,1,0.04376,4.065797,[20 28] ; [23 13],[24.57142857 23.42857143] ; [18.42857143 17.57142857],0
s5,1,0.086386,2.940469,[15 33] ; [17 17],[18.73170732 29.26829268] ; [13.26829268 20.73170732],0
d2,1,0.089681,2.880097,[14 34] ; [17 19],[17.71428571 30.28571429] ; [13.28571429 22.71428571],0
r2,1,0.110612,2.545455,[42  6] ; [35  1],[44.  4.] ; [33.  3.],0
v4,1,0.110612,2.545455,[42  6] ; [35  1],[44.  4.] ; [33.  3.],0
b3,1,0.111363,2.534768,[ 5 19] ; [ 9 12],[ 7.46666667 16.53333333] ; [ 6.53333333 14.46666667],0
b2,1,0.111363,2.534768,[ 5 19] ; [ 9 12],[ 7.46666667 16.53333333] ; [ 6.53333333 14.46666667],0
p10,1,0.126051,2.340481,[31 17] ; [28  7],[34.12048193 13.87951807] ; [24.87951807 10.12048193],0
b5,1,0.12663,2.333333,[24 24] ; [24 12],[27.42857143 20.57142857] ; [20.57142857 15.42857143],0
u1,1,0.12663,2.333333,[ 3 45] ; [ 6 30],[ 5.14285714 42.85714286] ; [ 3.85714286 32.14285714],0
p6,1,0.146764,2.10557,[13 32] ; [16 20],[16.11111111 28.88888889] ; [12.88888889 23.11111111],0
p2,1,0.149174,2.080675,[36 11] ; [32  4],[38.5060241  8.4939759] ; [29.4939759  6.5060241],0
n5,1,0.181026,1.789179,[13 34] ; [15 21],[15.85542169 31.14457831] ; [12.14457831 23.85542169],0
