Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,47.184728,[129  35] ; [19 44],[106.92511013  57.07488987] ; [41.07488987 21.92511013],1
a6,1,0.0,30.804941,[127  38] ; [24 39],[109.27631579  55.72368421] ; [41.72368421 21.27631579],1
r4,1,0.001341,10.285656,[143  22] ; [43 20],[134.60526316  30.39473684] ; [51.39473684 11.60526316],0
a2,1,0.001715,9.831909,[ 37 128] ; [ 3 60],[ 28.94736842 136.05263158] ; [11.05263158 51.94736842],0
v4,1,0.00705,7.260277,[158   7] ; [53  9],[153.37004405  11.62995595] ; [57.62995595  4.37004405],0
r1,1,0.012564,6.229462,[129  36] ; [39 24],[121.57894737  43.42105263] ; [46.42105263 16.57894737],0
d5,1,0.019247,5.478957,[134  31] ; [42 21],[127.36842105  37.63157895] ; [48.63157895 14.36842105],0
r3,1,0.019981,5.413571,[154  10] ; [53 10],[149.55066079  14.44933921] ; [57.44933921  5.55066079],0
d1,1,0.024854,5.034019,[98 67] ; [27 36],[90.46052632 74.53947368] ; [34.53947368 28.46052632],0
b5,1,0.027866,4.836364,[100  65] ; [28 35],[92.63157895 72.36842105] ; [35.36842105 27.63157895],0
r2,1,0.037901,4.309469,[154  10] ; [52  9],[150.15111111  13.84888889] ; [55.84888889  5.15111111],0
u1,1,0.0409,4.180155,[ 24 141] ; [ 3 60],[ 19.53947368 145.46052632] ; [ 7.46052632 55.53947368],0
n5,1,0.078362,3.098558,[116  48] ; [51 11],[121.18584071  42.81415929] ; [45.81415929 16.18584071],0
a3,1,0.132534,2.262565,[108  56] ; [48 15],[112.70484581  51.29515419] ; [43.29515419 19.70484581],0
s5,1,0.144234,2.132192,[ 20 143] ; [12 48],[ 23.39013453 139.60986547] ; [ 8.60986547 51.39013453],0
p6,1,0.155365,2.018769,[ 47 117] ; [12 50],[ 42.81415929 121.18584071] ; [16.18584071 45.81415929],0
p3,1,0.172145,1.864164,[79 85] ; [24 39],[74.41409692 89.58590308] ; [28.58590308 34.41409692],0
b2,1,0.172547,1.860671,[35 53] ; [23 21],[38.66666667 49.33333333] ; [19.33333333 24.66666667],0
b3,1,0.172547,1.860671,[35 53] ; [23 21],[38.66666667 49.33333333] ; [19.33333333 24.66666667],0
s1,1,0.21744,1.521189,[  3 161] ; [ 3 60],[  4.33480176 159.66519824] ; [ 1.66519824 61.33480176],0
v1,1,0.219639,1.506729,[74 88] ; [34 28],[78.10714286 83.89285714] ; [29.89285714 32.10714286],0
d4,1,0.224766,1.473682,[135  30] ; [47 16],[131.71052632  33.28947368] ; [50.28947368 12.71052632],0
n3,1,0.259709,1.270306,[21  9] ; [16  3],[22.65306122  7.34693878] ; [14.34693878  4.65306122],0
d2,1,0.291005,1.114965,[67 98] ; [30 32],[70.50660793 94.49339207] ; [26.49339207 35.50660793],0
p2,1,0.311396,1.024747,[135  30] ; [47 15],[132.2907489  32.7092511] ; [49.7092511 12.2907489],0
v3,1,0.319114,0.992576,[62 95] ; [20 42],[58.78538813 98.21461187] ; [23.21461187 38.78538813],0
s7,1,0.35942,0.839918,[ 40 117] ; [19 41],[ 42.68663594 114.31336406] ; [16.31336406 43.68663594],0
a1,1,0.360197,0.837206,[  4 161] ; [ 3 60],[  5.06578947 159.93421053] ; [ 1.93421053 61.06578947],0
s3,1,0.366357,0.815984,[ 43 121] ; [20 42],[ 45.71681416 118.28318584] ; [17.28318584 44.71681416],0
a5,1,0.39344,0.728284,[117  48] ; [41 22],[114.34210526  50.65789474] ; [43.65789474 19.34210526],0
a8,1,0.396689,0.71834,[ 18 129] ; [ 5 56],[ 16.25480769 130.74519231] ; [ 6.74519231 54.25480769],0
p8,1,0.437528,0.602758,[87 76] ; [30 33],[84.38495575 78.61504425] ; [32.61504425 30.38495575],0
p5,1,0.450042,0.570547,[ 11 153] ; [ 6 56],[ 12.33628319 151.66371681] ; [ 4.66371681 57.33628319],0
p11,1,0.475538,0.509079,[140  25] ; [51 12],[138.22368421  26.77631579] ; [52.77631579 10.22368421],0
p7,1,0.478649,0.50194,[93 70] ; [38 23],[95.32589286 67.67410714] ; [35.67410714 25.32589286],0
p9,1,0.48393,0.489994,[149  16] ; [54  8],[147.55506608  17.44493392] ; [55.44493392  6.55506608],0
s8,1,0.497729,0.459775,[ 35 130] ; [16 47],[ 36.90789474 128.09210526] ; [14.09210526 48.90789474],0
b4,1,0.532791,0.389065,[94 71] ; [33 30],[91.90789474 73.09210526] ; [35.09210526 27.90789474],0
n1,1,0.644167,0.213333,[12 18] ; [ 6 12],[11.25 18.75] ; [ 6.75 11.25],0
s4,1,0.687769,0.161511,[ 13 152] ; [ 6 57],[ 13.75 151.25] ; [ 5.25 57.75],0
p4,1,0.694573,0.15418,[86 79] ; [30 31],[84.69026549 80.30973451] ; [31.30973451 29.69026549],0
n2,1,0.710735,0.137544,[22  8] ; [13  6],[21.42857143  8.57142857] ; [13.57142857  5.42857143],0
n6,1,0.711239,0.137043,[134  31] ; [49 13],[133.01762115  31.98237885] ; [49.98237885 12.01762115],0
s2,1,0.753865,0.098312,[ 37 127] ; [13 50],[ 36.12334802 127.87665198] ; [13.87665198 49.12334802],0
n4,1,0.774777,0.081872,[120  45] ; [47 16],[120.85526316  44.14473684] ; [46.14473684 16.85526316],0
a4,1,0.795907,0.066899,[ 65 100] ; [26 37],[65.85526316 99.14473684] ; [25.14473684 37.85526316],0
b1,1,0.835113,0.043326,[ 63 102] ; [25 38],[ 63.68421053 101.31578947] ; [24.31578947 38.68421053],0
u2,1,0.865527,0.028677,[29 28] ; [8 7],[29.29166667 27.70833333] ; [7.70833333 7.29166667],0
p1,1,0.919486,0.010218,[ 15 150] ; [ 6 57],[ 15.19736842 149.80263158] ; [ 5.80263158 57.19736842],0
v2,1,0.954087,0.003315,[86 70] ; [35 28],[86.19178082 69.80821918] ; [34.80821918 28.19178082],0
u3,1,0.961366,0.002346,[30 27] ; [8 7],[30.08333333 26.91666667] ; [7.91666667 7.08333333],0
