Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.858992,[28 93] ; [28 15],[41.31707317 79.68292683] ; [14.68292683 28.31707317],1
v1,1,0.000302,13.057698,[30 88] ; [24 19],[39.57763975 78.42236025] ; [14.42236025 28.57763975],1
d4,1,0.001201,10.488691,[66 56] ; [36  8],[74.96385542 47.03614458] ; [27.03614458 16.96385542],0
p6,1,0.005114,7.838825,[21 98] ; [16 25],[27.51875 91.48125] ; [ 9.48125 31.51875],0
a3,1,0.007062,7.257218,[60 62] ; [32 12],[67.61445783 54.38554217] ; [24.38554217 19.61445783],0
s6,1,0.007706,7.100488,[40 82] ; [24 19],[47.32121212 74.67878788] ; [16.67878788 26.32121212],0
d3,1,0.007877,7.061185,[51 69] ; [29 15],[58.53658537 61.46341463] ; [21.46341463 22.53658537],0
n4,1,0.008928,6.837075,[70 52] ; [35  9],[77.1686747 44.8313253] ; [27.8313253 16.1686747],0
s7,1,0.017214,5.674459,[24 91] ; [17 26],[29.84177215 85.15822785] ; [11.15822785 31.84177215],0
p1,1,0.019998,5.412088,[  6 116] ; [ 7 37],[  9.55421687 112.44578313] ; [ 3.44578313 40.55421687],0
b4,1,0.022837,5.18084,[56 66] ; [29 15],[62.46987952 59.53012048] ; [22.53012048 21.46987952],0
r2,1,0.027363,4.86775,[81 36] ; [38  6],[86.47826087 30.52173913] ; [32.52173913 11.47826087],0
d2,1,0.028108,4.821429,[38 83] ; [22 22],[44. 77.] ; [16. 28.],0
d1,1,0.029116,4.760712,[36 86] ; [21 23],[41.89156627 80.10843373] ; [15.10843373 28.89156627],0
n6,1,0.030908,4.658087,[81 40] ; [37  7],[86.53333333 34.46666667] ; [31.46666667 12.53333333],0
r4,1,0.09149,2.847956,[54 68] ; [26 18],[58.79518072 63.20481928] ; [21.20481928 22.79518072],0
b3,1,0.098361,2.73192,[20 52] ; [13 16],[23.52475248 48.47524752] ; [ 9.47524752 19.52475248],0
b2,1,0.098361,2.73192,[20 52] ; [13 16],[23.52475248 48.47524752] ; [ 9.47524752 19.52475248],0
p3,1,0.106029,2.612431,[37 84] ; [19 24],[41.31707317 79.68292683] ; [14.68292683 28.31707317],0
s4,1,0.115007,2.484036,[ 20 102] ; [ 3 41],[ 16.90361446 105.09638554] ; [ 6.09638554 37.90361446],0
s8,1,0.14008,2.177076,[23 99] ; [13 31],[26.45783133 95.54216867] ; [ 9.54216867 34.45783133],0
b1,1,0.147264,2.100364,[57 65] ; [15 29],[52.91566265 69.08433735] ; [19.08433735 24.91566265],0
a7,1,0.219165,1.509827,[64 57] ; [28 16],[67.46666667 53.53333333] ; [24.53333333 19.46666667],0
p7,1,0.229472,1.444129,[55 64] ; [25 19],[58.40490798 60.59509202] ; [21.59509202 22.40490798],0
d5,1,0.233526,1.419254,[73 48] ; [31 13],[76.26666667 44.73333333] ; [27.73333333 16.26666667],0
r3,1,0.267758,1.228198,[92 29] ; [37  7],[94.6 26.4] ; [34.4  9.6],0
