Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.1e-05,19.262473,[38 14] ; [12 31],[27.36842105 24.63157895] ; [22.63157895 20.36842105],1
s6,1,5.2e-05,16.38928,[28 24] ; [ 7 40],[18.38383838 33.61616162] ; [16.61616162 30.38383838],1
v4,1,0.000257,13.359172,[37 13] ; [17 29],[28.125 21.875] ; [25.875 20.125],1
p7,1,0.000329,12.898537,[21 31] ; [ 4 42],[13.26530612 38.73469388] ; [11.73469388 34.26530612],1
p11,1,0.000543,11.962176,[30 22] ; [11 36],[21.53535354 30.46464646] ; [19.46464646 27.53535354],1
p4,1,0.000975,10.873609,[19 33] ; [ 4 43],[12.08080808 39.91919192] ; [10.91919192 36.08080808],1
p10,1,0.001843,9.699313,[31 21] ; [13 33],[23.34693878 28.65306122] ; [20.65306122 25.34693878],0
s2,1,0.002062,9.493914,[21 31] ; [ 6 41],[14.18181818 37.81818182] ; [12.81818182 34.18181818],0
n6,1,0.002378,9.232425,[35 15] ; [18 28],[27.60416667 22.39583333] ; [25.39583333 20.60416667],0
s8,1,0.004044,8.263792,[13 39] ; [ 2 45],[ 7.87878788 44.12121212] ; [ 7.12121212 39.87878788],0
v1,1,0.004785,7.958835,[23 26] ; [ 9 37],[16.50526316 32.49473684] ; [15.49473684 30.50526316],0
r3,1,0.005724,7.635149,[32 17] ; [17 29],[25.27368421 23.72631579] ; [23.72631579 22.27368421],0
p3,1,0.006813,7.321636,[16 36] ; [ 4 42],[10.6122449 41.3877551] ; [ 9.3877551 36.6122449],0
d2,1,0.012731,6.206126,[15 36] ; [25 21],[21.03092784 29.96907216] ; [18.96907216 27.03092784],0
a1,1,0.015548,5.853314,[ 2 50] ; [ 9 38],[ 5.77777778 46.22222222] ; [ 5.22222222 41.77777778],0
p6,1,0.015995,5.803457,[11 41] ; [ 2 43],[ 6.96907216 45.03092784] ; [ 6.03092784 38.96907216],0
s5,1,0.017663,5.629236,[14 37] ; [ 4 42],[ 9.46391753 41.53608247] ; [ 8.53608247 37.46391753],0
n3,1,0.045021,4.017857,[14  6] ; [10 15],[10.66666667  9.33333333] ; [13.33333333 11.66666667],0
p1,1,0.056215,3.645663,[ 2 50] ; [ 7 40],[ 4.72727273 47.27272727] ; [ 4.27272727 42.72727273],0
b3,1,0.0589,3.56808,[ 7 20] ; [16 16],[10.52542373 16.47457627] ; [12.47457627 19.52542373],0
b2,1,0.0589,3.56808,[ 7 20] ; [16 16],[10.52542373 16.47457627] ; [12.47457627 19.52542373],0
s3,1,0.086535,2.937687,[23 28] ; [13 33],[18.92783505 32.07216495] ; [17.07216495 28.92783505],0
s1,1,0.128355,2.312288,[ 1 51] ; [ 4 42],[ 2.65306122 49.34693878] ; [ 2.34693878 43.65306122],0
s7,1,0.14674,2.105812,[16 31] ; [ 9 35],[12.91208791 34.08791209] ; [12.08791209 31.91208791],0
b5,1,0.195816,1.673312,[30 22] ; [21 26],[26.78787879 25.21212121] ; [24.21212121 22.78787879],0
v2,1,0.225385,1.469753,[22 28] ; [14 30],[19.14893617 30.85106383] ; [16.85106383 27.14893617],0
d3,1,0.228129,1.452488,[29 22] ; [21 26],[26.02040816 24.97959184] ; [23.97959184 23.02040816],0
u2,1,0.271807,1.207606,[ 9 11] ; [ 5 13],[ 7.36842105 12.63157895] ; [ 6.63157895 11.36842105],0
n1,1,0.334298,0.932175,[ 5 15] ; [10 16],[ 6.52173913 13.47826087] ; [ 8.47826087 17.52173913],0
n2,1,0.351362,0.868531,[12  8] ; [12 14],[10.43478261  9.56521739] ; [13.56521739 12.43478261],0
a2,1,0.402844,0.699822,[ 4 48] ; [ 6 41],[ 5.25252525 46.74747475] ; [ 4.74747475 42.25252525],0
a5,1,0.458173,0.550355,[26 26] ; [27 20],[27.83838384 24.16161616] ; [25.16161616 21.83838384],0
u3,1,0.498918,0.457237,[ 7 15] ; [ 4 14],[ 6.05 15.95] ; [ 4.95 13.05],0
n5,1,0.517408,0.419057,[30 21] ; [30 16],[31.54639175 19.45360825] ; [28.45360825 17.54639175],0
b4,1,0.530435,0.393559,[32 20] ; [26 21],[30.46464646 21.53535354] ; [27.53535354 19.46464646],0
