Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.453449,[91 11] ; [ 4 25],[73.96946565 28.03053435] ; [21.03053435  7.96946565],1
p1,1,0.135249,2.231194,[ 8 94] ; [ 5 24],[10.1221374 91.8778626] ; [ 2.8778626 26.1221374],0
d1,1,0.140216,2.175586,[58 44] ; [12 17],[54.50381679 47.49618321] ; [15.49618321 13.50381679],0
d5,1,0.166682,1.912533,[69 31] ; [16 13],[65.89147287 34.10852713] ; [19.10852713  9.89147287],0
n5,1,0.17471,1.842059,[80 22] ; [26  3],[82.53435115 19.46564885] ; [23.46564885  5.53435115],0
s1,1,0.248806,1.329993,[ 7 93] ; [ 4 25],[ 8.52713178 91.47286822] ; [ 2.47286822 26.52713178],0
p12,1,0.276176,1.185809,[10 92] ; [ 1 28],[ 8.5648855 93.4351145] ; [ 2.4351145 26.5648855],0
a8,1,0.307886,1.039722,[15 82] ; [ 2 24],[13.40650407 83.59349593] ; [ 3.59349593 22.40650407],0
a5,1,0.314032,1.013642,[70 32] ; [17 12],[67.74045802 34.25954198] ; [19.25954198  9.74045802],0
b1,1,0.314578,1.011357,[49 53] ; [17 12],[51.38931298 50.61068702] ; [14.61068702 14.38931298],0
p5,1,0.353336,0.86144,[ 8 91] ; [ 4 25],[ 9.28125 89.71875] ; [ 2.71875 26.28125],0
a2,1,0.354255,0.858156,[22 80] ; [ 4 25],[20.24427481 81.75572519] ; [ 5.75572519 23.24427481],0
b2,1,0.482162,0.49397,[26 43] ; [11 13],[27.4516129 41.5483871] ; [ 9.5483871 14.4516129],0
b3,1,0.482162,0.49397,[26 43] ; [11 13],[27.4516129 41.5483871] ; [ 9.5483871 14.4516129],0
n1,1,0.486205,0.484914,[15 14] ; [10  6],[16.11111111 12.88888889] ; [8.88888889 7.11111111],0
s4,1,0.595878,0.281258,[18 82] ; [ 4 25],[17.05426357 82.94573643] ; [ 4.94573643 24.05426357],0
b4,1,0.725185,0.123579,[60 42] ; [16 13],[59.17557252 42.82442748] ; [16.82442748 12.17557252],0
p8,1,0.918848,0.010381,[22 80] ; [ 6 23],[21.80152672 80.19847328] ; [ 6.19847328 22.80152672],0
a3,1,0.941638,0.00536,[65 37] ; [17 10],[64.8372093 37.1627907] ; [17.1627907  9.8372093],0
d2,1,0.96236,0.002227,[49 50] ; [14 14],[49.11023622 49.88976378] ; [13.88976378 14.11023622],0
a4,1,0.975744,0.000924,[45 57] ; [12 15],[45.06976744 56.93023256] ; [11.93023256 15.06976744],0
