Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.453449,[91 11] ; [ 4 25],[73.96946565 28.03053435] ; [21.03053435  7.96946565],1
v4,1,0.0,36.702602,[92 10] ; [11 18],[80.19847328 21.80152672] ; [22.80152672  6.19847328],1
p11,1,0.0,33.66013,[75 27] ; [ 4 25],[61.51145038 40.48854962] ; [17.48854962 11.51145038],1
n6,1,2e-06,23.010004,[87 14] ; [12 16],[77.51162791 23.48837209] ; [21.48837209  6.51162791],1
r1,1,2.9e-05,17.461654,[80 22] ; [11 18],[70.85496183 31.14503817] ; [20.14503817  8.85496183],1
s6,1,7.3e-05,15.720863,[63 38] ; [ 6 23],[53.60769231 47.39230769] ; [15.39230769 13.60769231],1
v2,1,7.5e-05,15.685171,[55 42] ; [ 4 24],[45.784 51.216] ; [13.216 14.784],1
p10,1,9.1e-05,15.315985,[67 34] ; [ 7 21],[57.9379845 43.0620155] ; [16.0620155 11.9379845],1
n3,1,0.000108,14.992472,[24  4] ; [ 4 11],[18.23255814  9.76744186] ; [9.76744186 5.23255814],1
p9,1,0.000113,14.912991,[71 30] ; [ 8 19],[62.3359375 38.6640625] ; [16.6640625 10.3359375],1
s8,1,0.000565,11.88667,[46 55] ; [ 3 26],[38.06923077 62.93076923] ; [10.93076923 18.06923077],1
s2,1,0.000945,10.932538,[48 52] ; [ 4 25],[40.31007752 59.68992248] ; [11.68992248 17.31007752],1
d4,1,0.001163,10.547795,[79 21] ; [14 15],[72.09302326 27.90697674] ; [20.90697674  8.09302326],0
u3,1,0.00119,10.50649,[23 14] ; [ 1 11],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
s7,1,0.005045,7.863383,[46 51] ; [ 5 23],[39.576 57.424] ; [11.424 16.576],0
r2,1,0.00533,7.763817,[93  7] ; [20  7],[88.97637795 11.02362205] ; [24.02362205  2.97637795],0
b5,1,0.006132,7.511114,[61 41] ; [ 9 20],[54.50381679 47.49618321] ; [15.49618321 13.50381679],0
n2,1,0.006989,7.275817,[26  4] ; [8 8],[22.17391304  7.82608696] ; [11.82608696  4.17391304],0
p7,1,0.007338,7.188261,[38 61] ; [ 3 24],[32.21428571 66.78571429] ; [ 8.78571429 18.21428571],0
p3,1,0.007495,7.150425,[41 60] ; [ 4 25],[34.96153846 66.03846154] ; [10.03846154 18.96153846],0
a1,1,0.007883,7.05994,[ 7 95] ; [ 7 22],[10.90076336 91.09923664] ; [ 3.09923664 25.90076336],0
u2,1,0.012343,6.26087,[21 15] ; [ 2 10],[17.25 18.75] ; [5.75 6.25],0
a7,1,0.018915,5.509334,[70 32] ; [13 16],[64.6259542 37.3740458] ; [18.3740458 10.6259542],0
u1,1,0.01896,5.505224,[23 79] ; [ 1 28],[18.6870229 83.3129771] ; [ 5.3129771 23.6870229],0
p4,1,0.020434,5.37441,[33 67] ; [ 3 25],[28.125 71.875] ; [ 7.875 20.125],0
d3,1,0.021308,5.301413,[62 38] ; [11 18],[56.58914729 43.41085271] ; [16.41085271 12.58914729],0
s3,1,0.031411,4.630344,[51 50] ; [ 7 19],[46.12598425 54.87401575] ; [11.87401575 14.12598425],0
s5,1,0.058004,3.593554,[26 69] ; [ 3 26],[22.21774194 72.78225806] ; [ 6.78225806 22.21774194],0
p6,1,0.064118,3.427532,[23 78] ; [ 2 26],[19.57364341 81.42635659] ; [ 5.42635659 22.57364341],0
v3,1,0.074395,3.183283,[40 54] ; [ 7 22],[35.91869919 58.08130081] ; [11.08130081 17.91869919],0
v1,1,0.084217,2.981586,[41 57] ; [ 7 22],[37.03937008 60.96062992] ; [10.96062992 18.03937008],0
a6,1,0.132318,2.2651,[67 33] ; [15 14],[63.56589147 36.43410853] ; [18.43410853 10.56589147],0
