Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,108.337703,[  4 102] ; [188 113],[50.004914 55.995086] ; [141.995086 159.004914],1
d4,1,0.0,91.705984,[39 66] ; [257  44],[76.55172414 28.44827586] ; [219.44827586  81.55172414],1
d3,1,0.0,51.827925,[37 69] ; [222  78],[67.62068966 38.37931034] ; [191.37931034 108.62068966],1
a5,1,0.0,32.390777,[45 61] ; [220  81],[69.01719902 36.98280098] ; [195.98280098 105.01719902],1
a7,1,0.0,26.328257,[53 52] ; [232  69],[73.70689655 31.29310345] ; [211.29310345  89.70689655],1
d2,1,2e-06,23.073369,[21 85] ; [139 161],[41.77339901 64.22660099] ; [118.22660099 181.77339901],1
a3,1,6e-06,20.533276,[47 57] ; [210  90],[66.15841584 37.84158416] ; [190.84158416 109.15841584],1
a6,1,3.3e-05,17.243935,[55 51] ; [222  79],[72.14250614 33.85749386] ; [204.85749386  96.14250614],1
r4,1,0.000112,14.924834,[69 37] ; [250  51],[83.08108108 22.91891892] ; [235.91891892  65.08108108],1
a4,1,0.000281,13.192839,[24 80] ; [129 170],[39.48387097 64.51612903] ; [113.51612903 185.48387097],1
a2,1,0.000406,12.505262,[ 7 99] ; [ 66 235],[19.01228501 86.98771499] ; [ 53.98771499 247.01228501],1
r1,1,0.000414,12.469973,[59 46] ; [223  76],[73.29207921 31.70792079] ; [208.70792079  90.29207921],1
p4,1,0.001027,10.778344,[34 70] ; [153 145],[48.37810945 55.62189055] ; [138.62189055 159.37810945],0
p2,1,0.001169,10.538122,[67 39] ; [235  62],[79.43424318 26.56575682] ; [222.56575682  74.43424318],0
r3,1,0.002269,9.318225,[82 22] ; [272  29],[90.9037037 13.0962963] ; [263.0962963  37.9037037],0
r2,1,0.002334,9.266634,[84 21] ; [268  26],[92.63157895 12.36842105] ; [259.36842105  34.63157895],0
v4,1,0.00347,8.542015,[84 20] ; [274  26],[92.15841584 11.84158416] ; [265.84158416  34.15841584],0
v2,1,0.006647,7.365991,[36 62] ; [153 138],[47.61439589 50.38560411] ; [141.38560411 149.61439589],0
b5,1,0.007705,7.10084,[55 51] ; [200 101],[66.41277641 39.58722359] ; [188.58722359 112.41277641],0
p10,1,0.008346,6.957709,[59 44] ; [212  85],[69.7825 33.2175] ; [201.2175  95.7825],0
p9,1,0.010153,6.607872,[66 37] ; [228  68],[75.89473684 27.10526316] ; [218.10526316  77.89473684],0
n4,1,0.013616,6.087229,[63 41] ; [221  80],[72.92839506 31.07160494] ; [211.07160494  89.92839506],0
p3,1,0.018034,5.592878,[31 75] ; [126 172],[41.19306931 64.80693069] ; [115.80693069 182.19306931],0
s6,1,0.020424,5.375293,[30 75] ; [124 176],[39.92592593 65.07407407] ; [114.07407407 185.92592593],0
u1,1,0.022745,5.187842,[  5 101] ; [ 38 263],[11.1990172 94.8009828] ; [ 31.8009828 269.1990172],0
p1,1,0.036313,4.382367,[11 95] ; [ 14 285],[ 6.54320988 99.45679012] ; [ 18.45679012 280.54320988],0
p11,1,0.047674,3.921445,[69 37] ; [226  75],[76.83046683 29.16953317] ; [218.16953317  82.83046683],0
s3,1,0.060985,3.510391,[32 71] ; [ 65 232],[24.9775 78.0225] ; [ 72.0225 224.9775],0
n6,1,0.062865,3.460142,[72 33] ; [233  67],[79.07407407 25.92592593] ; [225.92592593  74.07407407],0
v3,1,0.064026,3.429908,[26 76] ; [104 189],[33.56962025 68.43037975] ; [ 96.43037975 196.56962025],0
p8,1,0.073459,3.203996,[40 64] ; [143 151],[47.81909548 56.18090452] ; [135.18090452 158.81909548],0
n2,1,0.09196,2.839733,[29 10] ; [45 32],[24.87931034 14.12068966] ; [49.12068966 27.87931034],0
b1,1,0.108495,2.576004,[47 59] ; [107 194],[40.10810811 65.89189189] ; [113.89189189 187.10810811],0
u3,1,0.11329,2.50771,[23 36] ; [47 43],[27.71812081 31.28187919] ; [42.28187919 47.71812081],0
u2,1,0.123396,2.373678,[25 33] ; [51 40],[29.58389262 28.41610738] ; [46.41610738 44.58389262],0
s1,1,0.126556,2.33425,[ 5 98] ; [  6 293],[  2.81840796 100.18159204] ; [  8.18159204 290.81840796],0
p7,1,0.168041,1.900337,[49 53] ; [165 130],[54.98236776 47.01763224] ; [159.01763224 135.98236776],0
a8,1,0.190164,1.716348,[ 6 91] ; [ 29 241],[ 9.2506812 87.7493188] ; [ 25.7493188 244.2506812],0
p6,1,0.198742,1.651595,[21 83] ; [ 78 216],[25.86934673 78.13065327] ; [ 73.13065327 220.86934673],0
v1,1,0.20169,1.630093,[42 62] ; [141 155],[47.58 56.42] ; [135.42 160.58],0
n1,1,0.291366,1.113301,[16 23] ; [24 53],[13.44827586 25.55172414] ; [26.55172414 50.44827586],0
b3,1,0.337175,0.921142,[24 37] ; [ 58 120],[20.92887029 40.07112971] ; [ 61.07112971 116.92887029],0
b2,1,0.337175,0.921142,[24 37] ; [ 58 120],[20.92887029 40.07112971] ; [ 61.07112971 116.92887029],0
n5,1,0.367244,0.812968,[66 37] ; [206  93],[69.69154229 33.30845771] ; [202.30845771  96.69154229],0
s4,1,0.371595,0.798322,[11 94] ; [ 23 277],[ 8.81481481 96.18518519] ; [ 25.18518519 274.81481481],0
s8,1,0.497792,0.45964,[19 87] ; [ 63 237],[21.408867 84.591133] ; [ 60.591133 239.408867],0
a1,1,0.512185,0.4296,[  5 101] ; [ 10 291],[  3.90663391 102.09336609] ; [ 11.09336609 289.90663391],0
p12,1,0.548951,0.359199,[  4 100] ; [  8 290],[  3.10447761 100.89552239] ; [  8.89552239 289.10447761],0
s7,1,0.558278,0.342694,[22 78] ; [ 71 214],[24.15584416 75.84415584] ; [ 68.84415584 216.15584416],0
n3,1,0.57154,0.320112,[26 11] ; [50 27],[24.66666667 12.33333333] ; [51.33333333 25.66666667],0
b4,1,0.657025,0.197157,[59 47] ; [175 126],[60.94348894 45.05651106] ; [173.05651106 127.94348894],0
u4,1,0.961858,0.002287,[  1 105] ; [  3 298],[  1.04176904 104.95823096] ; [  2.95823096 298.04176904],0
p5,1,0.985523,0.000329,[ 6 99] ; [ 17 283],[ 5.96296296 99.03703704] ; [ 17.03703704 282.96296296],0
