Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,6.5e-05,15.940642,[1 2] ; [61  3],[2.7761194 0.2238806] ; [59.2238806  4.7761194],1
a5,1,0.010075,6.621637,[1 2] ; [56  8],[2.55223881 0.44776119] ; [54.44776119  9.55223881],0
v4,1,0.01521,5.892011,[2 1] ; [60  2],[2.86153846 0.13846154] ; [59.13846154  2.86153846],0
s1,1,0.081045,3.043817,[1 2] ; [ 4 60],[0.2238806 2.7761194] ; [ 4.7761194 59.2238806],0
v1,1,0.087793,2.91439,[1 2] ; [47 14],[2.25 0.75] ; [45.75 15.25],0
r3,1,0.139752,2.180685,[2 1] ; [57  5],[2.72307692 0.27692308] ; [56.27692308  5.72307692],0
s5,1,0.189764,1.719447,[1 2] ; [39 17],[2.03389831 0.96610169] ; [37.96610169 18.03389831],0
p2,1,0.190699,1.71221,[2 1] ; [57  6],[2.68181818 0.31818182] ; [56.31818182  6.68181818],0
p11,1,0.242328,1.367,[2 1] ; [57  7],[2.64179104 0.35820896] ; [56.35820896  7.64179104],0
s8,1,0.274382,1.194707,[1 2] ; [40 22],[1.89230769 1.10769231] ; [39.10769231 22.89230769],0
r4,1,0.301035,1.069604,[2 1] ; [56  8],[2.59701493 0.40298507] ; [55.40298507  8.59701493],0
v3,1,0.346853,0.884936,[1 2] ; [37 24],[1.78125 1.21875] ; [36.21875 24.78125],0
r1,1,0.368664,0.808163,[2 1] ; [54  9],[2.54545455 0.45454545] ; [53.45454545  9.54545455],0
v2,1,0.379192,0.77332,[1 2] ; [36 25],[1.734375 1.265625] ; [35.265625 25.734375],0
a1,1,0.418379,0.654863,[1 2] ; [10 54],[0.49253731 2.50746269] ; [10.50746269 53.49253731],0
b5,1,0.468451,0.525626,[2 1] ; [29 35],[1.3880597 1.6119403] ; [29.6119403 34.3880597],0
s6,1,0.529864,0.394652,[2 1] ; [48 11],[2.41935484 0.58064516] ; [47.58064516 11.41935484],0
b2,1,0.529888,0.394606,[1 2] ; [26 24],[1.52830189 1.47169811] ; [25.47169811 24.52830189],0
b3,1,0.529888,0.394606,[1 2] ; [26 24],[1.52830189 1.47169811] ; [25.47169811 24.52830189],0
a4,1,0.645691,0.211376,[2 1] ; [34 30],[1.6119403 1.3880597] ; [34.3880597 29.6119403],0
b1,1,0.645691,0.211376,[1 2] ; [30 34],[1.3880597 1.6119403] ; [29.6119403 34.3880597],0
d2,1,0.706865,0.141429,[2 1] ; [48 15],[2.27272727 0.72727273] ; [47.72727273 15.27272727],0
p6,1,0.84083,0.040334,[1 1] ; [36 27],[1.13846154 0.86153846] ; [35.86153846 27.13846154],0
s7,1,0.872906,0.02559,[2 1] ; [44 18],[2.12307692 0.87692308] ; [43.87692308 18.12307692],0
p1,1,0.892713,0.01819,[1 2] ; [19 45],[0.89552239 2.10447761] ; [19.10447761 44.89552239],0
a6,1,0.906943,0.013665,[2 1] ; [44 19],[2.09090909 0.90909091] ; [43.90909091 19.09090909],0
s3,1,0.921515,0.009707,[2 1] ; [43 19],[2.07692308 0.92307692] ; [42.92307692 19.07692308],0
s2,1,0.939355,0.005788,[2 1] ; [40 22],[1.93846154 1.06153846] ; [40.06153846 21.93846154],0
u1,1,0.939399,0.00578,[1 2] ; [20 44],[0.94029851 2.05970149] ; [20.05970149 43.94029851],0
