Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,67.576567,[150  86] ; [ 25 107],[112.22826087 123.77173913] ; [62.77173913 69.22826087],1
s8,1,0.0,65.64666,[127 109] ; [ 15 119],[ 90.57297297 145.42702703] ; [51.42702703 82.57297297],1
s3,1,0.0,64.286878,[166  70] ; [36 97],[129.19241192 106.80758808] ; [72.80758808 60.19241192],1
s7,1,0.0,45.903145,[130  96] ; [ 26 102],[ 99.59322034 126.40677966] ; [56.40677966 71.59322034],1
s5,1,0.0,42.581051,[ 98 135] ; [ 12 118],[ 70.60606061 162.39393939] ; [39.39393939 90.60606061],1
p4,1,4e-06,21.223755,[152  83] ; [53 80],[130.91032609 104.08967391] ; [74.08967391 58.91032609],1
r4,1,1.3e-05,19.061575,[225  11] ; [109  25],[213.03783784  22.96216216] ; [120.96216216  13.03783784],1
s4,1,2.5e-05,17.735991,[ 61 170] ; [ 11 123],[ 45.56712329 185.43287671] ; [ 26.43287671 107.56712329],1
r1,1,3.9e-05,16.909747,[188  47] ; [80 53],[171.14130435  63.85869565] ; [96.85869565 36.14130435],1
p10,1,0.000113,14.900349,[187  45] ; [82 50],[171.45054945  60.54945055] ; [97.54945055 34.45054945],1
p7,1,0.000245,13.447651,[150  80] ; [60 72],[133.42541436  96.57458564] ; [76.57458564 55.42541436],1
p5,1,0.000295,13.099738,[ 33 202] ; [  3 128],[ 23.1147541 211.8852459] ; [ 12.8852459 118.1147541],1
p8,1,0.000805,11.228783,[128 108] ; [48 85],[112.56368564 123.43631436] ; [63.43631436 69.56368564],1
p9,1,0.000935,10.95302,[196  38] ; [91 41],[183.49180328  50.50819672] ; [103.50819672  28.49180328],1
p3,1,0.00173,9.815539,[116 120] ; [43 90],[101.69105691 134.30894309] ; [57.30894309 75.69105691],0
n5,1,0.003704,8.423611,[177  58] ; [81 52],[164.75543478  70.24456522] ; [93.24456522 39.75543478],0
p6,1,0.003818,8.368489,[ 91 143] ; [ 32 101],[ 78.42506812 155.57493188] ; [44.57493188 88.42506812],0
p2,1,0.004314,8.146761,[202  34] ; [97 35],[191.75  44.25] ; [107.25  24.75],0
n4,1,0.004403,8.109773,[180  55] ; [84 50],[168.1300813  66.8699187] ; [95.8699187 38.1300813],0
a5,1,0.00451,8.066296,[165  71] ; [74 60],[152.44324324  83.55675676] ; [86.55675676 47.44324324],0
n6,1,0.004848,7.935439,[202  34] ; [98 35],[191.8699187  44.1300813] ; [108.1300813  24.8699187],0
v4,1,0.005215,7.80336,[230   6] ; [120  12],[224.45652174  11.54347826] ; [125.54347826   6.45652174],0
p12,1,0.005966,7.560469,[ 17 219] ; [  1 131],[ 11.54347826 224.45652174] ; [  6.45652174 125.54347826],0
r2,1,0.016658,5.732042,[222  12] ; [117  16],[216.14713896  17.85286104] ; [122.85286104  10.14713896],0
v1,1,0.031552,4.62266,[ 95 136] ; [39 92],[ 85.50828729 145.49171271] ; [48.49171271 82.50828729],0
v3,1,0.035135,4.438623,[ 50 183] ; [ 16 112],[ 42.59833795 190.40166205] ; [ 23.40166205 104.59833795],0
d1,1,0.042829,4.102135,[128 108] ; [58 76],[118.63783784 117.36216216] ; [67.36216216 66.63783784],0
d5,1,0.049679,3.852277,[185  49] ; [93 40],[177.25340599  56.74659401] ; [100.74659401  32.25340599],0
u1,1,0.055791,3.658297,[ 40 196] ; [ 13 121],[ 33.80540541 202.19459459] ; [ 19.19459459 114.80540541],0
d3,1,0.056821,3.627819,[157  78] ; [75 57],[148.55585831  86.44414169] ; [83.44414169 48.55585831],0
a4,1,0.059963,3.538407,[106 129] ; [47 87],[ 97.43902439 137.56097561] ; [55.56097561 78.43902439],0
a3,1,0.060612,3.520557,[159  77] ; [76 56],[150.70652174  85.29347826] ; [84.29347826 47.70652174],0
b5,1,0.062485,3.470164,[139  97] ; [92 42],[147.34054054  88.65945946] ; [83.65945946 50.34054054],0
b1,1,0.064692,3.412816,[106 130] ; [47 87],[ 97.58918919 138.41081081] ; [55.41081081 78.58918919],0
u3,1,0.07497,3.170712,[49 26] ; [29 29],[43.98496241 31.01503759] ; [34.01503759 23.98496241],0
d4,1,0.078968,3.086008,[188  46] ; [97 37],[181.22282609  52.77717391] ; [103.77717391  30.22282609],0
p11,1,0.094533,2.795434,[184  52] ; [94 40],[177.31891892  58.68108108] ; [100.68108108  33.31891892],0
a2,1,0.116785,2.45992,[ 53 183] ; [ 21 113],[ 47.2 188.8] ; [ 26.8 107.2],0
n1,1,0.203272,1.618711,[25 31] ; [12 26],[22.04255319 33.95744681] ; [14.95744681 23.04255319],0
p1,1,0.21794,1.517885,[ 23 212] ; [  8 124],[ 19.85013624 215.14986376] ; [ 11.14986376 120.85013624],0
a1,1,0.315635,1.006949,[ 10 226] ; [  3 131],[  8.29189189 227.70810811] ; [  4.70810811 129.29189189],0
u2,1,0.411581,0.674228,[46 30] ; [31 27],[43.67164179 32.32835821] ; [33.32835821 24.67164179],0
a6,1,0.5377,0.379819,[145  90] ; [87 47],[147.75067751  87.24932249] ; [84.24932249 49.75067751],0
d2,1,0.644748,0.212586,[103 132] ; [55 78],[100.89673913 134.10326087] ; [57.10326087 75.89673913],0
s1,1,0.669189,0.182552,[ 13 220] ; [  6 126],[ 12.12876712 220.87123288] ; [  6.87123288 125.12876712],0
n2,1,0.775071,0.081652,[41 16] ; [27 12],[40.375 16.625] ; [27.625 11.375],0
n3,1,0.880917,0.022442,[37 19] ; [25 12],[37.33333333 18.66666667] ; [24.66666667 12.33333333],0
b2,1,0.886805,0.020263,[52 92] ; [26 48],[51.52293578 92.47706422] ; [26.47706422 47.52293578],0
b3,1,0.886805,0.020263,[52 92] ; [26 48],[51.52293578 92.47706422] ; [26.47706422 47.52293578],0
a8,1,0.894775,0.017494,[ 30 192] ; [ 16 107],[ 29.6 192.4] ; [ 16.4 106.6],0
a7,1,0.901724,0.015248,[160  76] ; [91 42],[160.53116531  75.46883469] ; [90.46883469 42.53116531],0
b4,1,0.916717,0.010935,[129 107] ; [74 60],[129.48108108 106.51891892] ; [73.51891892 60.48108108],0
