Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.501,[32 22] ; [125  16],[43.47692308 10.52307692] ; [113.52307692  27.47692308],1
n5,1,0.00102,10.790455,[28 26] ; [108  34],[37.46938776 16.53061224] ; [98.53061224 43.46938776],0
p8,1,0.006817,7.320638,[18 36] ; [77 63],[26.44329897 27.55670103] ; [68.55670103 71.44329897],0
p2,1,0.007993,7.035135,[39 15] ; [124  17],[45.13846154  8.86153846] ; [117.86153846  23.13846154],0
p7,1,0.013132,6.151218,[28 26] ; [97 40],[35.34031414 18.65968586] ; [89.65968586 47.34031414],0
n4,1,0.026465,4.92536,[33 21] ; [110  33],[39.19796954 14.80203046] ; [103.80203046  39.19796954],0
v4,1,0.040469,4.198133,[48  6] ; [136   5],[50.95384615  3.04615385] ; [133.04615385   7.95384615],0
b1,1,0.048323,3.898728,[28 26] ; [52 91],[21.92893401 32.07106599] ; [58.07106599 84.92893401],0
p9,1,0.048364,3.897287,[39 14] ; [120  20],[43.66321244  9.33678756] ; [115.33678756  24.66321244],0
a8,1,0.052533,3.758728,[ 2 47] ; [ 19 112],[ 5.71666667 43.28333333] ; [ 15.28333333 115.71666667],0
s3,1,0.073622,3.200355,[43 11] ; [126  15],[46.8  7.2] ; [122.2  18.8],0
n6,1,0.094959,2.788239,[41 13] ; [122  20],[44.90816327  9.09183673] ; [118.09183673  23.90816327],0
a2,1,0.145602,2.117728,[ 9 45] ; [ 38 105],[12.88324873 41.11675127] ; [ 34.11675127 108.88324873],0
r3,1,0.233236,1.42102,[49  4] ; [137   5],[50.55384615  2.44615385] ; [135.44615385   6.55384615],0
s7,1,0.243778,1.358613,[28 20] ; [94 45],[31.31550802 16.68449198] ; [90.68449198 48.31550802],0
s1,1,0.253284,1.305098,[ 5 49] ; [  7 136],[ 3.2893401 50.7106599] ; [  8.7106599 134.2893401],0
p1,1,0.273785,1.197684,[ 6 48] ; [  9 131],[ 4.17525773 49.82474227] ; [ 10.82474227 129.17525773],0
s4,1,0.283401,1.150709,[19 35] ; [ 38 101],[15.94818653 38.05181347] ; [41.05181347 97.94818653],0
