Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.501,[32 22] ; [125  16],[43.47692308 10.52307692] ; [113.52307692  27.47692308],1
b3,1,0.331296,0.943825,[ 9 14] ; [24 60],[ 7.09345794 15.90654206] ; [25.90654206 58.09345794],0
b2,1,0.331296,0.943825,[ 9 14] ; [24 60],[ 7.09345794 15.90654206] ; [25.90654206 58.09345794],0
d1,1,0.336704,0.922941,[28 26] ; [85 58],[30.97461929 23.02538071] ; [82.02538071 60.97461929],0
a4,1,0.353522,0.860776,[20 34] ; [63 79],[22.86734694 31.13265306] ; [60.13265306 81.86734694],0
s8,1,0.360418,0.836437,[24 30] ; [74 69],[26.86294416 27.13705584] ; [71.13705584 71.86294416],0
a5,1,0.365607,0.818543,[34 20] ; [99 43],[36.64285714 17.35714286] ; [96.35714286 45.64285714],0
r4,1,0.376743,0.781303,[45  9] ; [126  17],[46.87309645  7.12690355] ; [124.12690355  18.87309645],0
p5,1,0.378276,0.776299,[ 2 52] ; [ 10 131],[ 3.32307692 50.67692308] ; [  8.67692308 132.32307692],0
b5,1,0.422171,0.644265,[34 20] ; [81 62],[31.52284264 22.47715736] ; [83.47715736 59.52284264],0
a7,1,0.444516,0.584598,[42 11] ; [105  37],[39.95384615 13.04615385] ; [107.04615385  34.95384615],0
u4,1,0.471634,0.518146,[ 1 53] ; [  1 142],[ 0.54822335 53.45177665] ; [  1.45177665 141.54822335],0
a3,1,0.509563,0.434964,[35 19] ; [99 43],[36.91836735 17.08163265] ; [97.08163265 44.91836735],0
s5,1,0.521448,0.411028,[17 33] ; [54 84],[18.88297872 31.11702128] ; [52.11702128 85.88297872],0
p3,1,0.537009,0.381112,[23 31] ; [67 74],[24.92307692 29.07692308] ; [65.07692308 75.92307692],0
a6,1,0.582153,0.302766,[34 19] ; [97 45],[35.60512821 17.39487179] ; [95.39487179 46.60512821],0
u2,1,0.584606,0.298848,[11  7] ; [23 20],[10.03278689  7.96721311] ; [23.96721311 19.03278689],0
a1,1,0.589706,0.290804,[ 2 52] ; [  8 135],[ 2.74111675 51.25888325] ; [  7.25888325 135.74111675],0
p4,1,0.648109,0.208292,[30 24] ; [84 58],[31.40816327 22.59183673] ; [82.59183673 59.40816327],0
d3,1,0.676149,0.174494,[35 17] ; [100  42],[36.18556701 15.81443299] ; [98.81443299 43.18556701],0
u3,1,0.687322,0.162,[11  6] ; [26 18],[10.31147541  6.68852459] ; [26.68852459 17.31147541],0
d4,1,0.698484,0.150054,[42 11] ; [116  26],[42.94358974 10.05641026] ; [115.05641026  26.94358974],0
u1,1,0.701757,0.146651,[10 44] ; [ 30 113],[10.96446701 43.03553299] ; [ 29.03553299 113.96446701],0
d5,1,0.855365,0.033225,[41 11] ; [111  32],[40.53333333 11.46666667] ; [111.46666667  31.53333333],0
n2,1,0.855688,0.033075,[16  6] ; [21  7],[16.28  5.72] ; [20.72  7.28],0
n3,1,0.855688,0.033075,[16  6] ; [21  7],[16.28  5.72] ; [20.72  7.28],0
s6,1,0.85574,0.033051,[45  9] ; [119  22],[45.41538462  8.58461538] ; [118.58461538  22.41538462],0
v2,1,0.88139,0.022263,[23 28] ; [61 78],[22.54736842 28.45263158] ; [61.45263158 77.54736842],0
n1,1,0.910432,0.012655,[ 7 15] ; [ 9 18],[ 7.18367347 14.81632653] ; [ 8.81632653 18.18367347],0
b4,1,0.935872,0.006474,[31 23] ; [83 60],[31.24873096 22.75126904] ; [82.75126904 60.24873096],0
d2,1,0.941132,0.005453,[27 26] ; [72 71],[26.77040816 26.22959184] ; [72.22959184 70.77040816],0
v3,1,0.9481,0.004237,[15 38] ; [40 99],[15.18229167 37.81770833] ; [39.81770833 99.18229167],0
r1,1,0.952846,0.003497,[42 12] ; [111  31],[42.15306122 11.84693878] ; [110.84693878  31.15306122],0
p6,1,0.97039,0.001378,[20 34] ; [53 89],[20.1122449 33.8877551] ; [52.8877551 89.1122449],0
r2,1,0.997135,1.3e-05,[50  3] ; [133   8],[49.99484536  3.00515464] ; [133.00515464   7.99484536],0
