Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.8e-05,18.390738,[52  9] ; [1 6],[47.54411765 13.45588235] ; [5.45588235 1.54411765],1
r4,1,0.000715,11.45079,[59  3] ; [4 3],[56.60869565  5.39130435] ; [6.39130435 0.60869565],1
r3,1,0.021685,5.270889,[59  3] ; [5 2],[57.50724638  4.49275362] ; [6.49275362 0.50724638],0
n4,1,0.021685,5.270889,[59  3] ; [5 2],[57.50724638  4.49275362] ; [6.49275362 0.50724638],0
s5,1,0.041373,4.160671,[40 19] ; [2 5],[37.54545455 21.45454545] ; [4.45454545 2.54545455],0
d5,1,0.091715,2.844015,[51 10] ; [4 3],[49.33823529 11.66176471] ; [5.66176471 1.33823529],0
p6,1,0.147868,2.094113,[42 18] ; [3 4],[40.29850746 19.70149254] ; [4.70149254 2.29850746],0
r2,1,0.179227,1.804023,[59  2] ; [6 1],[58.30882353  2.69117647] ; [6.69117647 0.30882353],0
p4,1,0.206158,1.598204,[54  7] ; [5 2],[52.92647059  8.07352941] ; [6.07352941 0.92647059],0
p1,1,0.327289,0.959595,[20 42] ; [1 6],[18.86956522 43.13043478] ; [2.13043478 4.86956522],0
p8,1,0.335578,0.927253,[53  9] ; [5 2],[52.11594203  9.88405797] ; [5.88405797 1.11594203],0
a7,1,0.365823,0.817805,[43 19] ; [6 1],[44.02898551 17.97101449] ; [4.97101449 2.02898551],0
p7,1,0.371383,0.799031,[50  9] ; [5 2],[49.16666667  9.83333333] ; [5.83333333 1.16666667],0
a3,1,0.410351,0.677783,[52 10] ; [5 2],[51.2173913 10.7826087] ; [5.7826087 1.2173913],0
a2,1,0.410351,0.677783,[10 52] ; [2 5],[10.7826087 51.2173913] ; [1.2173913 5.7826087],0
a6,1,0.474327,0.511877,[35 26] ; [5 2],[35.88235294 25.11764706] ; [4.11764706 2.88235294],0
a4,1,0.493077,0.469805,[27 35] ; [4 3],[27.85507246 34.14492754] ; [3.14492754 3.85507246],0
p3,1,0.501849,0.451024,[50 11] ; [5 2],[49.33823529 11.66176471] ; [5.66176471 1.33823529],0
b5,1,0.54593,0.364659,[25 37] ; [2 5],[24.26086957 37.73913043] ; [2.73913043 4.26086957],0
n5,1,0.579764,0.306616,[57  5] ; [6 1],[56.60869565  5.39130435] ; [6.39130435 0.60869565],0
s8,1,0.581276,0.304177,[49 12] ; [5 2],[48.44117647 12.55882353] ; [5.55882353 1.44117647],0
u3,1,0.583882,0.3,[7 3] ; [1 1],[6.66666667 3.33333333] ; [1.33333333 0.66666667],0
b1,1,0.599791,0.275311,[24 38] ; [2 5],[23.36231884 38.63768116] ; [2.63768116 4.36231884],0
v2,1,0.606173,0.265786,[34 27] ; [4 2],[34.59701493 26.40298507] ; [3.40298507 2.59701493],0
d2,1,0.630211,0.231775,[32 29] ; [3 4],[31.39705882 29.60294118] ; [3.60294118 3.39705882],0
d1,1,0.63608,0.223906,[41 21] ; [4 3],[40.43478261 21.56521739] ; [4.56521739 2.43478261],0
p2,1,0.701873,0.146531,[56  6] ; [6 1],[55.71014493  6.28985507] ; [6.28985507 0.71014493],0
v3,1,0.715456,0.132888,[36 25] ; [4 2],[36.41791045 24.58208955] ; [3.58208955 2.41791045],0
u1,1,0.745094,0.1057,[12 50] ; [1 6],[11.68115942 50.31884058] ; [1.31884058 5.68115942],0
p12,1,0.825261,0.048746,[18 44] ; [2 4],[18.23529412 43.76470588] ; [1.76470588 4.23529412],0
a8,1,0.860907,0.030702,[ 8 49] ; [1 5],[ 8.14285714 48.85714286] ; [0.85714286 5.14285714],0
n3,1,0.866815,0.028125,[9 7] ; [1 1],[8.88888889 7.11111111] ; [1.11111111 0.88888889],0
n1,1,0.866815,0.028125,[9 7] ; [1 1],[8.88888889 7.11111111] ; [1.11111111 0.88888889],0
d3,1,0.894177,0.017695,[45 16] ; [5 2],[44.85294118 16.14705882] ; [5.14705882 1.85294118],0
b4,1,0.907515,0.013496,[34 28] ; [4 3],[34.14492754 27.85507246] ; [3.85507246 3.14492754],0
v1,1,0.912308,0.012128,[42 19] ; [4 2],[41.88059701 19.11940299] ; [4.11940299 1.88059701],0
r1,1,0.918001,0.010599,[54  8] ; [6 1],[53.91304348  8.08695652] ; [6.08695652 0.91304348],0
p11,1,0.918001,0.010599,[54  8] ; [6 1],[53.91304348  8.08695652] ; [6.08695652 0.91304348],0
d4,1,0.973563,0.001098,[52  9] ; [6 1],[52.02941176  8.97058824] ; [5.97058824 1.02941176],0
b2,1,1.0,0.0,[24 24] ; [3 3],[24. 24.] ; [3. 3.],0
b3,1,1.0,0.0,[24 24] ; [3 3],[24. 24.] ; [3. 3.],0
